측정일시,측정소명,년,월,일,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20160101,강남구,2016,1,1,0.006,73.0,44.0
20160101,성북구,2016,1,1,0.005,71.0,45.0
20160101,송파구,2016,1,1,0.004,64.0,39.0
20160101,신촌로,2016,1,1,0.004,87.0,40.0
20160101,양천구,2016,1,1,0.008,82.0,65.0
20160101,영등포구,2016,1,1,0.006,80.0,40.0
20160101,영등포로,2016,1,1,0.003,87.0,49.0
20160101,은평구,2016,1,1,0.01,58.0,35.0
20160101,성동구,2016,1,1,0.004,77.0,39.0
20160101,정릉로,2016,1,1,0.006,71.0,43.0
20160101,종로구,2016,1,1,0.005,68.0,51.0
20160101,중구,2016,1,1,0.005,61.0,35.0
20160101,중랑구,2016,1,1,0.004,66.0,41.0
20160101,천호대로,2016,1,1,0.002,66.0,47.0
20160101,청계천로,2016,1,1,0.004,62.0,24.0
20160101,한강대로,2016,1,1,0.005,80.0,47.0
20160101,홍릉로,2016,1,1,0.003,69.0,56.0
20160101,종로,2016,1,1,0.004,72.0,36.0
20160101,서초구,2016,1,1,0.006,76.0,42.0
20160101,용산구,2016,1,1,0.005,59.0,46.0
20160101,마포구,2016,1,1,0.008,59.0,49.0
20160101,서대문구,2016,1,1,0.007,69.0,39.0
20160101,강동구,2016,1,1,0.002,77.0,45.0
20160101,강변북로,2016,1,1,0.004,73.0,39.0
20160101,강북구,2016,1,1,0.004,77.0,52.0
20160101,강서구,2016,1,1,0.005,66.0,38.0
20160101,공항대로,2016,1,1,0.004,70.0,37.0
20160101,관악구,2016,1,1,0.009,66.0,44.0
20160101,광진구,2016,1,1,0.004,85.0,64.0
20160101,강남대로,2016,1,1,0.004,85.0,52.0
20160101,금천구,2016,1,1,0.01,64.0,49.0
20160101,노원구,2016,1,1,0.003,68.0,49.0
20160101,도봉구,2016,1,1,0.005,67.0,41.0
20160101,도산대로,2016,1,1,0.004,69.0,43.0
20160101,동대문구,2016,1,1,0.005,66.0,44.0
20160101,동작구,2016,1,1,0.009,54.0,39.0
20160101,동작대로,2016,1,1,0.005,88.0,50.0
20160101,구로구,2016,1,1,0.007,56.0,41.0
20160102,성북구,2016,1,2,0.005,54.0,29.0
20160102,송파구,2016,1,2,0.012,41.0,25.0
20160102,신촌로,2016,1,2,0.005,66.0,27.0
20160102,양천구,2016,1,2,0.014,59.0,40.0
20160102,영등포구,2016,1,2,0.009,62.0,28.0
20160102,영등포로,2016,1,2,0.005,64.0,32.0
20160102,용산구,2016,1,2,0.008,43.0,30.0
20160102,정릉로,2016,1,2,0.01,57.0,30.0
20160102,중랑구,2016,1,2,0.007,51.0,29.0
20160102,종로구,2016,1,2,0.007,53.0,37.0
20160102,중구,2016,1,2,0.007,47.0,25.0
20160102,천호대로,2016,1,2,0.006,52.0,35.0
20160102,청계천로,2016,1,2,0.005,52.0,19.0
20160102,한강대로,2016,1,2,0.006,58.0,30.0
20160102,홍릉로,2016,1,2,0.004,57.0,44.0
20160102,성동구,2016,1,2,0.005,44.0,27.0
20160102,종로,2016,1,2,0.004,59.0,30.0
20160102,서초구,2016,1,2,0.013,53.0,26.0
20160102,은평구,2016,1,2,0.016,45.0,24.0
20160102,마포구,2016,1,2,0.011,45.0,35.0
20160102,강남대로,2016,1,2,0.005,68.0,37.0
20160102,강동구,2016,1,2,0.002,56.0,31.0
20160102,강변북로,2016,1,2,0.006,54.0,26.0
20160102,강북구,2016,1,2,0.005,71.0,44.0
20160102,강서구,2016,1,2,0.01,42.0,26.0
20160102,공항대로,2016,1,2,0.007,56.0,27.0
20160102,관악구,2016,1,2,0.013,54.0,35.0
20160102,광진구,2016,1,2,0.007,58.0,41.0
20160102,강남구,2016,1,2,0.012,50.0,29.0
20160102,구로구,2016,1,2,0.012,41.0,27.0
20160102,동작대로,2016,1,2,0.008,69.0,39.0
20160102,동작구,2016,1,2,0.015,48.0,34.0
20160102,동대문구,2016,1,2,0.007,55.0,33.0
20160102,서대문구,2016,1,2,0.013,55.0,26.0
20160102,도봉구,2016,1,2,0.004,54.0,31.0
20160102,노원구,2016,1,2,0.004,52.0,36.0
20160102,금천구,2016,1,2,0.018,52.0,36.0
20160102,도산대로,2016,1,2,0.007,47.0,26.0
20160103,성동구,2016,1,3,0.008,,50.0
20160103,성북구,2016,1,3,0.013,80.0,50.0
20160103,송파구,2016,1,3,0.011,76.0,44.0
20160103,신촌로,2016,1,3,0.007,127.0,51.0
20160103,양천구,2016,1,3,0.017,116.0,80.0
20160103,영등포구,2016,1,3,0.012,119.0,53.0
20160103,영등포로,2016,1,3,0.007,126.0,67.0
20160103,용산구,2016,1,3,0.01,85.0,62.0
20160103,정릉로,2016,1,3,0.021,93.0,52.0
20160103,종로,2016,1,3,0.01,103.0,55.0
20160103,종로구,2016,1,3,0.015,98.0,68.0
20160103,홍릉로,2016,1,3,0.007,97.0,80.0
20160103,중랑구,2016,1,3,0.008,92.0,54.0
20160103,천호대로,2016,1,3,0.006,91.0,61.0
20160103,청계천로,2016,1,3,0.012,96.0,36.0
20160103,한강대로,2016,1,3,0.011,104.0,59.0
20160103,서초구,2016,1,3,0.01,114.0,52.0
20160103,은평구,2016,1,3,0.017,96.0,49.0
20160103,중구,2016,1,3,0.016,86.0,50.0
20160103,서대문구,2016,1,3,0.017,109.0,53.0
20160103,동작대로,2016,1,3,0.009,118.0,66.0
20160103,마포구,2016,1,3,0.017,88.0,68.0
20160103,강남구,2016,1,3,0.012,101.0,60.0
20160103,강남대로,2016,1,3,0.007,99.0,66.0
20160103,강동구,2016,1,3,0.002,97.0,56.0
20160103,강변북로,2016,1,3,0.006,93.0,49.0
20160103,강서구,2016,1,3,0.011,,50.0
20160103,공항대로,2016,1,3,0.005,114.0,53.0
20160103,관악구,2016,1,3,0.019,96.0,60.0
20160103,강북구,2016,1,3,0.016,109.0,68.0
20160103,구로구,2016,1,3,0.017,83.0,51.0
20160103,금천구,2016,1,3,0.014,96.0,67.0
20160103,노원구,2016,1,3,0.011,87.0,60.0
20160103,도봉구,2016,1,3,0.02,83.0,48.0
20160103,도산대로,2016,1,3,0.007,88.0,52.0
20160103,동대문구,2016,1,3,0.013,94.0,59.0
20160103,동작구,2016,1,3,0.016,94.0,61.0
20160103,광진구,2016,1,3,0.009,111.0,80.0
20160104,은평구,2016,1,4,0.029,82.0,46.0
20160104,송파구,2016,1,4,0.03,61.0,35.0
20160104,신촌로,2016,1,4,0.011,104.0,41.0
20160104,양천구,2016,1,4,0.021,87.0,62.0
20160104,영등포구,2016,1,4,0.017,96.0,43.0
20160104,영등포로,2016,1,4,0.017,96.0,50.0
20160104,용산구,2016,1,4,0.022,66.0,49.0
20160104,정릉로,2016,1,4,0.026,79.0,42.0
20160104,화랑로,2016,1,4,0.012,26.0,8.0
20160104,종로구,2016,1,4,0.02,84.0,58.0
20160104,중구,2016,1,4,0.026,70.0,38.0
20160104,중랑구,2016,1,4,0.024,80.0,45.0
20160104,천호대로,2016,1,4,0.019,76.0,48.0
20160104,청계천로,2016,1,4,0.024,75.0,27.0
20160104,한강대로,2016,1,4,0.018,83.0,45.0
20160104,홍릉로,2016,1,4,0.015,74.0,58.0
20160104,성북구,2016,1,4,0.029,64.0,38.0
20160104,종로,2016,1,4,0.027,83.0,44.0
20160104,성동구,2016,1,4,0.023,33.0,48.0
20160104,금천구,2016,1,4,0.025,86.0,60.0
20160104,서대문구,2016,1,4,0.027,89.0,43.0
20160104,강남대로,2016,1,4,0.012,82.0,50.0
20160104,강동구,2016,1,4,0.003,77.0,38.0
20160104,강변북로,2016,1,4,0.014,83.0,40.0
20160104,강북구,2016,1,4,0.03,78.0,48.0
20160104,강서구,2016,1,4,0.022,25.0,43.0
20160104,공항대로,2016,1,4,0.012,93.0,40.0
20160104,관악구,2016,1,4,0.027,66.0,45.0
20160104,광진구,2016,1,4,0.026,85.0,61.0
20160104,강남구,2016,1,4,0.03,83.0,47.0
20160104,서초구,2016,1,4,0.021,106.0,43.0
20160104,노원구,2016,1,4,0.03,72.0,46.0
20160104,도봉구,2016,1,4,0.041,68.0,41.0
20160104,도산대로,2016,1,4,0.016,72.0,41.0
20160104,동대문구,2016,1,4,0.025,76.0,46.0
20160104,동작구,2016,1,4,0.028,70.0,51.0
20160104,동작대로,2016,1,4,0.015,91.0,51.0
20160104,마포구,2016,1,4,0.024,74.0,57.0
20160104,구로구,2016,1,4,0.025,77.0,42.0
20160105,영등포로,2016,1,5,0.011,42.0,18.0
20160105,영등포구,2016,1,5,0.01,40.0,18.0
20160105,성북구,2016,1,5,0.02,29.0,15.0
20160105,신촌로,2016,1,5,0.009,44.0,17.0
20160105,송파구,2016,1,5,0.021,27.0,13.0
20160105,용산구,2016,1,5,0.014,26.0,17.0
20160105,양천구,2016,1,5,0.015,37.0,21.0
20160105,은평구,2016,1,5,0.017,34.0,15.0
20160105,중랑구,2016,1,5,0.018,31.0,16.0
20160105,종로,2016,1,5,0.02,31.0,17.0
20160105,종로구,2016,1,5,0.006,29.0,18.0
20160105,중구,2016,1,5,0.02,30.0,13.0
20160105,천호대로,2016,1,5,0.01,30.0,18.0
20160105,청계천로,2016,1,5,0.014,32.0,9.0
20160105,한강대로,2016,1,5,0.014,35.0,17.0
20160105,홍릉로,2016,1,5,0.012,29.0,20.0
20160105,성동구,2016,1,5,0.016,35.0,16.0
20160105,정릉로,2016,1,5,0.016,42.0,21.0
20160105,서초구,2016,1,5,0.013,58.0,17.0
20160105,화랑로,2016,1,5,0.011,36.0,14.0
20160105,마포구,2016,1,5,0.018,26.0,19.0
20160105,강남구,2016,1,5,0.022,33.0,16.0
20160105,강남대로,2016,1,5,0.008,35.0,18.0
20160105,강동구,2016,1,5,0.006,30.0,13.0
20160105,강변북로,2016,1,5,0.011,38.0,16.0
20160105,강북구,2016,1,5,0.019,31.0,18.0
20160105,강서구,2016,1,5,0.015,38.0,16.0
20160105,공항대로,2016,1,5,0.009,65.0,18.0
20160105,관악구,2016,1,5,0.015,33.0,18.0
20160105,서대문구,2016,1,5,0.018,37.0,17.0
20160105,구로구,2016,1,5,0.015,31.0,16.0
20160105,금천구,2016,1,5,0.015,31.0,18.0
20160105,노원구,2016,1,5,0.019,26.0,15.0
20160105,도봉구,2016,1,5,0.027,26.0,12.0
20160105,도산대로,2016,1,5,0.01,32.0,15.0
20160105,동대문구,2016,1,5,0.017,28.0,14.0
20160105,동작구,2016,1,5,0.017,30.0,19.0
20160105,동작대로,2016,1,5,0.009,43.0,23.0
20160105,광진구,2016,1,5,0.018,29.0,19.0
20160106,영등포로,2016,1,6,0.004,69.0,31.0
20160106,영등포구,2016,1,6,0.006,63.0,28.0
20160106,성북구,2016,1,6,0.008,57.0,28.0
20160106,신촌로,2016,1,6,0.004,68.0,28.0
20160106,송파구,2016,1,6,0.007,57.0,27.0
20160106,용산구,2016,1,6,0.008,43.0,30.0
20160106,양천구,2016,1,6,0.008,59.0,36.0
20160106,은평구,2016,1,6,0.01,51.0,26.0
20160106,중랑구,2016,1,6,0.011,60.0,33.0
20160106,종로,2016,1,6,0.008,54.0,23.0
20160106,종로구,2016,1,6,0.002,50.0,31.0
20160106,중구,2016,1,6,0.008,63.0,24.0
20160106,천호대로,2016,1,6,0.003,58.0,29.0
20160106,청계천로,2016,1,6,0.005,51.0,16.0
20160106,한강대로,2016,1,6,0.005,60.0,32.0
20160106,홍릉로,2016,1,6,0.004,54.0,39.0
20160106,성동구,2016,1,6,0.007,61.0,28.0
20160106,정릉로,2016,1,6,0.009,67.0,33.0
20160106,화랑로,2016,1,6,0.004,64.0,30.0
20160106,서초구,2016,1,6,0.006,68.0,26.0
20160106,마포구,2016,1,6,0.006,43.0,30.0
20160106,서대문구,2016,1,6,0.008,57.0,27.0
20160106,강남구,2016,1,6,0.009,61.0,29.0
20160106,강남대로,2016,1,6,0.003,67.0,34.0
20160106,강동구,2016,1,6,0.004,66.0,31.0
20160106,강변북로,2016,1,6,0.007,63.0,29.0
20160106,강서구,2016,1,6,0.005,63.0,27.0
20160106,공항대로,2016,1,6,0.004,79.0,30.0
20160106,관악구,2016,1,6,0.009,51.0,30.0
20160106,강북구,2016,1,6,0.008,55.0,33.0
20160106,구로구,2016,1,6,0.008,49.0,27.0
20160106,광진구,2016,1,6,0.007,59.0,37.0
20160106,동작구,2016,1,6,0.009,49.0,34.0
20160106,동대문구,2016,1,6,0.007,56.0,28.0
20160106,도산대로,2016,1,6,0.006,53.0,26.0
20160106,동작대로,2016,1,6,0.005,67.0,35.0
20160106,노원구,2016,1,6,0.008,46.0,29.0
20160106,금천구,2016,1,6,0.007,53.0,33.0
20160106,도봉구,2016,1,6,0.012,48.0,25.0
20160107,은평구,2016,1,7,0.017,40.0,19.0
20160107,송파구,2016,1,7,0.021,36.0,17.0
20160107,신촌로,2016,1,7,0.008,52.0,20.0
20160107,양천구,2016,1,7,0.013,44.0,25.0
20160107,영등포구,2016,1,7,0.011,48.0,21.0
20160107,영등포로,2016,1,7,0.011,50.0,22.0
20160107,용산구,2016,1,7,0.014,31.0,21.0
20160107,정릉로,2016,1,7,0.02,47.0,15.0
20160107,성북구,2016,1,7,0.018,38.0,17.0
20160107,종로구,2016,1,7,0.006,37.0,23.0
20160107,중구,2016,1,7,0.016,39.0,19.0
20160107,중랑구,2016,1,7,0.016,42.0,21.0
20160107,천호대로,2016,1,7,0.01,42.0,25.0
20160107,청계천로,2016,1,7,0.014,37.0,11.0
20160107,한강대로,2016,1,7,0.012,46.0,24.0
20160107,홍릉로,2016,1,7,0.01,37.0,26.0
20160107,화랑로,2016,1,7,0.01,49.0,22.0
20160107,종로,2016,1,7,0.019,38.0,18.0
20160107,성동구,2016,1,7,0.015,43.0,20.0
20160107,금천구,2016,1,7,0.015,38.0,23.0
20160107,서대문구,2016,1,7,0.016,43.0,20.0
20160107,강남구,2016,1,7,0.021,41.0,19.0
20160107,강남대로,2016,1,7,0.008,44.0,22.0
20160107,강동구,2016,1,7,0.009,48.0,23.0
20160107,강변북로,2016,1,7,0.011,47.0,19.0
20160107,강북구,2016,1,7,0.018,35.0,21.0
20160107,강서구,2016,1,7,0.013,47.0,20.0
20160107,공항대로,2016,1,7,0.008,67.0,24.0
20160107,관악구,2016,1,7,0.017,39.0,22.0
20160107,광진구,2016,1,7,0.017,37.0,23.0
20160107,서초구,2016,1,7,0.013,52.0,20.0
20160107,구로구,2016,1,7,0.016,36.0,18.0
20160107,노원구,2016,1,7,0.015,36.0,22.0
20160107,도봉구,2016,1,7,0.029,33.0,16.0
20160107,도산대로,2016,1,7,0.011,38.0,20.0
20160107,동대문구,2016,1,7,0.017,39.0,19.0
20160107,동작구,2016,1,7,0.017,33.0,22.0
20160107,동작대로,2016,1,7,0.009,50.0,28.0
20160107,마포구,2016,1,7,0.016,31.0,21.0
20160108,용산구,2016,1,8,0.014,24.0,17.0
20160108,영등포로,2016,1,8,0.009,42.0,18.0
20160108,영등포구,2016,1,8,0.009,38.0,18.0
20160108,화랑로,2016,1,8,0.007,47.0,21.0
20160108,송파구,2016,1,8,0.016,35.0,17.0
20160108,성북구,2016,1,8,0.015,34.0,13.0
20160108,은평구,2016,1,8,0.017,35.0,16.0
20160108,신촌로,2016,1,8,0.007,46.0,17.0
20160108,정릉로,2016,1,8,0.013,39.0,21.0
20160108,중랑구,2016,1,8,0.016,33.0,18.0
20160108,종로구,2016,1,8,0.006,34.0,22.0
20160108,중구,2016,1,8,0.017,32.0,14.0
20160108,성동구,2016,1,8,0.014,35.0,16.0
20160108,천호대로,2016,1,8,0.007,45.0,20.0
20160108,청계천로,2016,1,8,0.013,32.0,10.0
20160108,한강대로,2016,1,8,0.012,39.0,20.0
20160108,홍릉로,2016,1,8,0.009,35.0,24.0
20160108,종로,2016,1,8,0.018,34.0,17.0
20160108,서초구,2016,1,8,0.012,48.0,18.0
20160108,양천구,2016,1,8,0.013,35.0,19.0
20160108,마포구,2016,1,8,0.015,25.0,17.0
20160108,강남구,2016,1,8,0.02,33.0,16.0
20160108,서대문구,2016,1,8,0.017,34.0,16.0
20160108,강남대로,2016,1,8,0.008,45.0,21.0
20160108,강동구,2016,1,8,0.008,40.0,19.0
20160108,강변북로,2016,1,8,0.01,40.0,16.0
20160108,강북구,2016,1,8,0.015,32.0,20.0
20160108,공항대로,2016,1,8,0.006,73.0,22.0
20160108,관악구,2016,1,8,0.014,35.0,20.0
20160108,광진구,2016,1,8,0.014,36.0,22.0
20160108,강서구,2016,1,8,0.013,38.0,16.0
20160108,금천구,2016,1,8,0.013,33.0,19.0
20160108,노원구,2016,1,8,0.012,31.0,35.0
20160108,도봉구,2016,1,8,0.02,30.0,15.0
20160108,도산대로,2016,1,8,0.011,34.0,16.0
20160108,동대문구,2016,1,8,0.013,36.0,18.0
20160108,동작구,2016,1,8,0.015,29.0,15.0
20160108,동작대로,2016,1,8,0.011,48.0,26.0
20160108,구로구,2016,1,8,0.014,30.0,16.0
20160109,은평구,2016,1,9,0.009,33.0,19.0
20160109,송파구,2016,1,9,0.017,35.0,16.0
20160109,신촌로,2016,1,9,0.007,51.0,20.0
20160109,양천구,2016,1,9,0.014,39.0,24.0
20160109,영등포구,2016,1,9,0.01,42.0,19.0
20160109,영등포로,2016,1,9,0.008,47.0,22.0
20160109,용산구,2016,1,9,0.013,29.0,20.0
20160109,정릉로,2016,1,9,0.014,41.0,22.0
20160109,화랑로,2016,1,9,0.006,50.0,23.0
20160109,종로구,2016,1,9,0.005,35.0,22.0
20160109,중구,2016,1,9,0.016,34.0,17.0
20160109,중랑구,2016,1,9,0.014,37.0,19.0
20160109,천호대로,2016,1,9,0.008,40.0,20.0
20160109,청계천로,2016,1,9,0.012,33.0,10.0
20160109,한강대로,2016,1,9,0.011,44.0,23.0
20160109,홍릉로,2016,1,9,0.009,37.0,26.0
20160109,성북구,2016,1,9,0.015,37.0,17.0
20160109,종로,2016,1,9,0.016,35.0,17.0
20160109,성동구,2016,1,9,0.013,39.0,17.0
20160109,강서구,2016,1,9,0.013,40.0,18.0
20160109,서대문구,2016,1,9,0.016,39.0,19.0
20160109,서초구,2016,1,9,0.012,52.0,19.0
20160109,강남구,2016,1,9,0.02,35.0,18.0
20160109,강남대로,2016,1,9,0.008,41.0,20.0
20160109,강동구,2016,1,9,0.006,44.0,22.0
20160109,강변북로,2016,1,9,0.009,44.0,18.0
20160109,공항대로,2016,1,9,0.006,63.0,23.0
20160109,관악구,2016,1,9,0.014,40.0,23.0
20160109,광진구,2016,1,9,0.015,39.0,25.0
20160109,강북구,2016,1,9,0.015,35.0,22.0
20160109,금천구,2016,1,9,0.015,35.0,20.0
20160109,구로구,2016,1,9,0.015,31.0,17.0
20160109,동작대로,2016,1,9,0.012,50.0,28.0
20160109,동작구,2016,1,9,0.018,31.0,16.0
20160109,동대문구,2016,1,9,0.015,36.0,18.0
20160109,마포구,2016,1,9,0.015,28.0,20.0
20160109,도봉구,2016,1,9,0.018,34.0,18.0
20160109,노원구,2016,1,9,0.01,36.0,20.0
20160109,도산대로,2016,1,9,0.011,37.0,19.0
20160110,용산구,2016,1,10,0.018,28.0,20.0
20160110,성북구,2016,1,10,0.021,32.0,17.0
20160110,송파구,2016,1,10,0.028,27.0,14.0
20160110,신촌로,2016,1,10,0.009,46.0,20.0
20160110,양천구,2016,1,10,0.017,40.0,27.0
20160110,영등포구,2016,1,10,0.012,39.0,20.0
20160110,영등포로,2016,1,10,0.013,44.0,21.0
20160110,은평구,2016,1,10,0.022,32.0,17.0
20160110,성동구,2016,1,10,0.022,33.0,17.0
20160110,종로,2016,1,10,0.025,35.0,16.0
20160110,종로구,2016,1,10,0.009,32.0,23.0
20160110,중구,2016,1,10,0.023,30.0,16.0
20160110,중랑구,2016,1,10,0.024,31.0,18.0
20160110,천호대로,2016,1,10,0.013,33.0,25.0
20160110,청계천로,2016,1,10,0.02,30.0,10.0
20160110,한강대로,2016,1,10,0.015,38.0,21.0
20160110,홍릉로,2016,1,10,0.013,33.0,24.0
20160110,정릉로,2016,1,10,0.017,39.0,21.0
20160110,화랑로,2016,1,10,0.013,35.0,18.0
20160110,서초구,2016,1,10,0.02,42.0,18.0
20160110,마포구,2016,1,10,0.02,29.0,21.0
20160110,강남구,2016,1,10,0.03,31.0,17.0
20160110,강남대로,2016,1,10,0.009,40.0,20.0
20160110,강동구,2016,1,10,0.013,32.0,17.0
20160110,강변북로,2016,1,10,0.018,36.0,17.0
20160110,강북구,2016,1,10,0.02,32.0,21.0
20160110,강서구,2016,1,10,0.017,35.0,18.0
20160110,공항대로,2016,1,10,0.011,54.0,21.0
20160110,관악구,2016,1,10,0.017,38.0,24.0
20160110,서대문구,2016,1,10,0.021,34.0,18.0
20160110,구로구,2016,1,10,0.018,28.0,17.0
20160110,금천구,2016,1,10,0.018,33.0,22.0
20160110,노원구,2016,1,10,0.02,30.0,12.0
20160110,도봉구,2016,1,10,0.029,28.0,15.0
20160110,도산대로,2016,1,10,0.016,33.0,18.0
20160110,동대문구,2016,1,10,0.022,31.0,17.0
20160110,동작구,2016,1,10,0.023,29.0,18.0
20160110,동작대로,2016,1,10,0.017,45.0,26.0
20160110,광진구,2016,1,10,0.022,33.0,24.0
20160111,영등포로,2016,1,11,0.011,52.0,23.0
20160111,영등포구,2016,1,11,0.01,48.0,21.0
20160111,성북구,2016,1,11,0.02,38.0,18.0
20160111,신촌로,2016,1,11,0.009,54.0,21.0
20160111,송파구,2016,1,11,0.018,39.0,18.0
20160111,용산구,2016,1,11,0.014,33.0,21.0
20160111,양천구,2016,1,11,0.016,45.0,26.0
20160111,은평구,2016,1,11,0.021,40.0,22.0
20160111,중랑구,2016,1,11,0.019,38.0,19.0
20160111,종로,2016,1,11,0.022,41.0,18.0
20160111,종로구,2016,1,11,0.007,38.0,27.0
20160111,중구,2016,1,11,0.019,40.0,20.0
20160111,천호대로,2016,1,11,0.01,40.0,23.0
20160111,청계천로,2016,1,11,0.017,34.0,11.0
20160111,한강대로,2016,1,11,0.014,47.0,24.0
20160111,홍릉로,2016,1,11,0.012,36.0,25.0
20160111,성동구,2016,1,11,0.015,45.0,20.0
20160111,정릉로,2016,1,11,0.015,43.0,23.0
20160111,서초구,2016,1,11,0.014,59.0,22.0
20160111,화랑로,2016,1,11,0.012,47.0,19.0
20160111,마포구,2016,1,11,0.017,32.0,22.0
20160111,강남구,2016,1,11,0.02,42.0,20.0
20160111,강남대로,2016,1,11,0.009,44.0,22.0
20160111,강동구,2016,1,11,0.009,42.0,20.0
20160111,강변북로,2016,1,11,0.011,47.0,20.0
20160111,강북구,2016,1,11,0.02,34.0,21.0
20160111,강서구,2016,1,11,0.016,44.0,20.0
20160111,공항대로,2016,1,11,0.009,69.0,23.0
20160111,관악구,2016,1,11,0.014,43.0,26.0
20160111,서대문구,2016,1,11,0.02,43.0,20.0
20160111,구로구,2016,1,11,0.016,35.0,20.0
20160111,금천구,2016,1,11,0.015,38.0,22.0
20160111,노원구,2016,1,11,0.023,33.0,13.0
20160111,도봉구,2016,1,11,0.026,34.0,16.0
20160111,도산대로,2016,1,11,0.013,43.0,21.0
20160111,동대문구,2016,1,11,0.018,38.0,18.0
20160111,동작구,2016,1,11,0.016,35.0,19.0
20160111,동작대로,2016,1,11,0.012,52.0,30.0
20160111,광진구,2016,1,11,0.016,43.0,29.0
20160112,영등포로,2016,1,12,0.008,60.0,24.0
20160112,영등포구,2016,1,12,0.009,56.0,22.0
20160112,성북구,2016,1,12,0.014,51.0,21.0
20160112,신촌로,2016,1,12,0.006,63.0,23.0
20160112,송파구,2016,1,12,0.011,55.0,24.0
20160112,용산구,2016,1,12,0.009,37.0,23.0
20160112,양천구,2016,1,12,0.013,49.0,27.0
20160112,은평구,2016,1,12,0.014,46.0,23.0
20160112,중랑구,2016,1,12,0.013,54.0,26.0
20160112,종로,2016,1,12,0.013,42.0,18.0
20160112,종로구,2016,1,12,0.003,46.0,30.0
20160112,중구,2016,1,12,0.011,47.0,20.0
20160112,천호대로,2016,1,12,0.006,51.0,24.0
20160112,청계천로,2016,1,12,0.009,40.0,12.0
20160112,한강대로,2016,1,12,0.009,57.0,26.0
20160112,홍릉로,2016,1,12,0.009,45.0,30.0
20160112,성동구,2016,1,12,0.01,55.0,22.0
20160112,정릉로,2016,1,12,0.016,47.0,25.0
20160112,화랑로,2016,1,12,0.008,65.0,25.0
20160112,서초구,2016,1,12,0.009,66.0,27.0
20160112,마포구,2016,1,12,0.011,37.0,24.0
20160112,서대문구,2016,1,12,0.014,52.0,23.0
20160112,강남구,2016,1,12,0.011,52.0,22.0
20160112,강남대로,2016,1,12,0.005,57.0,24.0
20160112,강동구,2016,1,12,0.007,61.0,26.0
20160112,강변북로,2016,1,12,0.007,59.0,23.0
20160112,강서구,2016,1,12,0.013,49.0,20.0
20160112,공항대로,2016,1,12,0.007,71.0,23.0
20160112,관악구,2016,1,12,0.011,46.0,27.0
20160112,강북구,2016,1,12,0.016,44.0,24.0
20160112,구로구,2016,1,12,0.012,40.0,19.0
20160112,광진구,2016,1,12,0.012,55.0,34.0
20160112,동작구,2016,1,12,0.012,36.0,20.0
20160112,동대문구,2016,1,12,0.013,51.0,22.0
20160112,도산대로,2016,1,12,0.008,51.0,22.0
20160112,동작대로,2016,1,12,0.01,62.0,32.0
20160112,노원구,2016,1,12,0.017,46.0,18.0
20160112,금천구,2016,1,12,0.01,43.0,25.0
20160112,도봉구,2016,1,12,0.021,47.0,20.0
20160113,은평구,2016,1,13,0.016,35.0,20.0
20160113,송파구,2016,1,13,0.015,39.0,19.0
20160113,신촌로,2016,1,13,0.007,48.0,19.0
20160113,양천구,2016,1,13,0.015,39.0,23.0
20160113,영등포구,2016,1,13,0.011,40.0,19.0
20160113,영등포로,2016,1,13,0.01,47.0,22.0
20160113,용산구,2016,1,13,0.012,29.0,19.0
20160113,정릉로,2016,1,13,0.013,46.0,23.0
20160113,성북구,2016,1,13,0.013,40.0,18.0
20160113,종로구,2016,1,13,0.004,38.0,25.0
20160113,중구,2016,1,13,0.015,35.0,16.0
20160113,중랑구,2016,1,13,0.014,41.0,21.0
20160113,천호대로,2016,1,13,0.008,39.0,22.0
20160113,청계천로,2016,1,13,0.011,35.0,11.0
20160113,한강대로,2016,1,13,0.012,43.0,23.0
20160113,홍릉로,2016,1,13,0.008,39.0,27.0
20160113,화랑로,2016,1,13,0.007,51.0,24.0
20160113,종로,2016,1,13,0.014,38.0,18.0
20160113,성동구,2016,1,13,0.012,40.0,20.0
20160113,금천구,2016,1,13,0.015,34.0,22.0
20160113,서대문구,2016,1,13,0.015,37.0,18.0
20160113,강남구,2016,1,13,0.016,38.0,19.0
20160113,강남대로,2016,1,13,0.007,45.0,21.0
20160113,강동구,2016,1,13,0.008,47.0,23.0
20160113,강변북로,2016,1,13,0.01,44.0,19.0
20160113,강북구,2016,1,13,0.013,38.0,22.0
20160113,강서구,2016,1,13,0.014,40.0,18.0
20160113,공항대로,2016,1,13,0.007,55.0,23.0
20160113,관악구,2016,1,13,0.015,36.0,24.0
20160113,광진구,2016,1,13,0.011,45.0,30.0
20160113,서초구,2016,1,13,0.014,54.0,16.0
20160113,구로구,2016,1,13,0.016,29.0,16.0
20160113,노원구,2016,1,13,0.014,35.0,16.0
20160113,도봉구,2016,1,13,0.017,36.0,17.0
20160113,도산대로,2016,1,13,0.011,37.0,20.0
20160113,동대문구,2016,1,13,0.012,39.0,19.0
20160113,동작구,2016,1,13,0.018,30.0,18.0
20160113,동작대로,2016,1,13,0.013,49.0,27.0
20160113,마포구,2016,1,13,0.016,28.0,19.0
20160114,용산구,2016,1,14,0.011,33.0,20.0
20160114,영등포로,2016,1,14,0.009,59.0,23.0
20160114,영등포구,2016,1,14,0.009,48.0,21.0
20160114,화랑로,2016,1,14,0.005,56.0,26.0
