측정일시,측정소명,년,월,일,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20180711,성동구,2018,7,11,0.008,25.0,14.0
20180711,서초구,2018,7,11,0.017,24.0,14.0
20180711,서대문구,2018,7,11,0.007,26.0,13.0
20180711,강남대로,2018,7,11,0.038,28.0,18.0
20180711,강동구,2018,7,11,0.005,40.0,20.0
20180711,강변북로,2018,7,11,0.012,37.0,17.0
20180711,강북구,2018,7,11,0.007,37.0,19.0
20180711,강서구,2018,7,11,0.008,36.0,21.0
20180711,공항대로,2018,7,11,0.005,40.0,26.0
20180711,관악구,2018,7,11,0.018,28.0,16.0
20180711,광진구,2018,7,11,0.006,30.0,17.0
20180711,강남구,2018,7,11,0.008,33.0,21.0
20180711,금천구,2018,7,11,0.01,35.0,18.0
20180711,노원구,2018,7,11,0.004,36.0,21.0
20180711,도봉구,2018,7,11,0.005,31.0,18.0
20180711,도산대로,2018,7,11,0.007,32.0,16.0
20180711,동대문구,2018,7,11,0.008,32.0,21.0
20180711,동작구,2018,7,11,0.013,38.0,17.0
20180711,동작대로,2018,7,11,0.015,36.0,20.0
20180711,마포구,2018,7,11,0.004,26.0,16.0
20180711,구로구,2018,7,11,0.023,24.0,14.0
20180712,영등포로,2018,7,12,0.003,,15.342105263157896
20180712,영등포구,2018,7,12,0.006,29.0,19.0
20180712,성북구,2018,7,12,0.004,26.0,15.0
20180712,신촌로,2018,7,12,0.005,10.0,3.0
20180712,송파구,2018,7,12,0.008,25.0,14.0
20180712,용산구,2018,7,12,0.007,28.0,15.0
20180712,양천구,2018,7,12,0.006,30.0,16.0
20180712,은평구,2018,7,12,0.008,24.0,18.0
20180712,중랑구,2018,7,12,0.006,25.0,15.0
20180712,종로,2018,7,12,0.004,32.0,17.0
20180712,종로구,2018,7,12,0.005,28.0,18.0
20180712,중구,2018,7,12,0.005,32.0,17.0
20180712,천호대로,2018,7,12,0.011,31.0,16.0
20180712,청계천로,2018,7,12,0.004,42.0,24.0
20180712,한강대로,2018,7,12,0.004,36.0,17.0
20180712,홍릉로,2018,7,12,0.003,39.0,24.0
20180712,성동구,2018,7,12,0.008,26.0,15.0
20180712,정릉로,2018,7,12,0.038,28.0,16.0
20180712,서초구,2018,7,12,0.017,18.0,10.0
20180712,화랑로,2018,7,12,0.03,16.0,5.0
20180712,마포구,2018,7,12,0.002,19.0,13.0
20180712,강남구,2018,7,12,0.008,26.0,17.0
20180712,강남대로,2018,7,12,0.035,25.0,15.0
20180712,강동구,2018,7,12,0.006,37.0,17.0
20180712,강변북로,2018,7,12,0.01,30.0,14.0
20180712,강북구,2018,7,12,0.007,32.0,17.0
20180712,강서구,2018,7,12,0.005,32.0,18.0
20180712,공항대로,2018,7,12,0.004,33.0,21.0
20180712,관악구,2018,7,12,0.017,24.0,13.0
20180712,서대문구,2018,7,12,0.004,22.0,10.0
20180712,구로구,2018,7,12,0.022,20.0,12.0
20180712,금천구,2018,7,12,0.009,32.0,16.0
20180712,노원구,2018,7,12,0.005,32.0,17.0
20180712,도봉구,2018,7,12,0.006,25.0,13.0
20180712,도산대로,2018,7,12,0.008,26.0,13.0
20180712,동대문구,2018,7,12,0.006,26.0,16.0
20180712,동작구,2018,7,12,0.013,33.0,15.0
20180712,동작대로,2018,7,12,0.015,28.0,16.0
20180712,광진구,2018,7,12,0.008,28.0,16.0
20180713,용산구,2018,7,13,0.012,20.0,13.0
20180713,영등포로,2018,7,13,0.005,,13.710526315789474
20180713,송파구,2018,7,13,0.011,20.0,12.0
20180713,양천구,2018,7,13,0.012,21.0,12.0
20180713,신촌로,2018,7,13,0.005,27.0,12.0
20180713,은평구,2018,7,13,0.015,22.0,18.0
20180713,영등포구,2018,7,13,0.011,26.0,16.0
20180713,정릉로,2018,7,13,0.044,23.0,14.0
20180713,천호대로,2018,7,13,0.013,24.0,14.0
20180713,종로구,2018,7,13,0.012,22.0,17.0
20180713,중구,2018,7,13,0.011,22.0,13.0
20180713,중랑구,2018,7,13,0.013,17.0,13.0
20180713,청계천로,2018,7,13,0.012,30.0,22.0
20180713,한강대로,2018,7,13,0.009,32.0,15.0
20180713,홍릉로,2018,7,13,0.006,29.0,22.0
20180713,화랑로,2018,7,13,0.031,24.0,12.0
20180713,성북구,2018,7,13,0.01,23.0,13.0
20180713,종로,2018,7,13,0.01,23.0,14.0
20180713,성동구,2018,7,13,0.01,21.0,13.0
20180713,서초구,2018,7,13,0.016,14.0,8.0
20180713,서대문구,2018,7,13,0.011,17.0,7.0
20180713,강남대로,2018,7,13,0.038,20.0,13.0
20180713,강동구,2018,7,13,0.01,27.0,15.0
20180713,강변북로,2018,7,13,0.01,24.0,12.0
20180713,강북구,2018,7,13,0.015,25.0,15.0
20180713,강서구,2018,7,13,0.008,22.0,15.0
20180713,공항대로,2018,7,13,0.007,26.0,18.0
20180713,관악구,2018,7,13,0.02,22.0,12.0
20180713,광진구,2018,7,13,0.014,21.0,13.0
20180713,강남구,2018,7,13,0.011,19.0,14.0
20180713,금천구,2018,7,13,0.012,25.0,14.0
20180713,노원구,2018,7,13,0.011,24.0,17.0
20180713,도봉구,2018,7,13,0.013,23.0,11.0
20180713,도산대로,2018,7,13,0.01,22.0,11.0
20180713,동대문구,2018,7,13,0.013,19.0,14.0
20180713,동작구,2018,7,13,0.017,25.0,12.0
20180713,동작대로,2018,7,13,0.014,25.0,13.0
20180713,마포구,2018,7,13,0.016,17.0,12.0
20180713,구로구,2018,7,13,0.021,15.0,10.0
20180714,용산구,2018,7,14,0.016,17.0,12.0
20180714,영등포로,2018,7,14,0.006,,13.421052631578947
20180714,송파구,2018,7,14,0.018,19.0,13.0
20180714,양천구,2018,7,14,0.017,19.0,12.0
20180714,신촌로,2018,7,14,0.006,26.0,13.0
20180714,은평구,2018,7,14,0.019,23.0,19.0
20180714,영등포구,2018,7,14,0.014,26.0,17.0
20180714,정릉로,2018,7,14,0.046,24.0,15.0
20180714,천호대로,2018,7,14,0.017,23.0,13.0
20180714,종로구,2018,7,14,0.015,20.0,15.0
20180714,중구,2018,7,14,0.014,20.0,13.0
20180714,중랑구,2018,7,14,0.014,15.0,11.0
20180714,청계천로,2018,7,14,0.015,26.0,20.0
20180714,한강대로,2018,7,14,0.01,33.0,15.0
20180714,홍릉로,2018,7,14,0.008,27.0,20.0
20180714,화랑로,2018,7,14,0.029,22.0,12.0
20180714,성북구,2018,7,14,0.012,22.0,13.0
20180714,종로,2018,7,14,0.011,20.0,13.0
20180714,성동구,2018,7,14,0.012,19.0,12.0
20180714,서초구,2018,7,14,0.021,14.0,9.0
20180714,서대문구,2018,7,14,0.013,19.0,10.0
20180714,강남대로,2018,7,14,0.036,18.0,13.0
20180714,강동구,2018,7,14,0.014,24.0,14.0
20180714,강변북로,2018,7,14,0.01,22.0,12.0
20180714,강북구,2018,7,14,0.019,24.0,15.0
20180714,강서구,2018,7,14,0.016,19.0,13.0
20180714,공항대로,2018,7,14,0.01,28.0,17.0
20180714,관악구,2018,7,14,0.023,22.0,14.0
20180714,광진구,2018,7,14,0.016,18.0,10.0
20180714,강남구,2018,7,14,0.015,17.0,13.0
20180714,금천구,2018,7,14,0.017,24.0,14.0
20180714,노원구,2018,7,14,0.015,25.0,17.0
20180714,도봉구,2018,7,14,0.017,26.0,12.0
20180714,도산대로,2018,7,14,0.012,21.0,11.0
20180714,동대문구,2018,7,14,0.017,16.0,13.0
20180714,동작구,2018,7,14,0.021,24.0,12.0
20180714,동작대로,2018,7,14,0.015,24.0,14.0
20180714,마포구,2018,7,14,0.019,14.0,11.0
20180714,구로구,2018,7,14,0.022,13.0,8.0
20180715,용산구,2018,7,15,0.024,20.0,16.0
20180715,영등포로,2018,7,15,0.012,,16.07894736842105
20180715,송파구,2018,7,15,0.025,22.0,15.0
20180715,양천구,2018,7,15,0.024,24.0,16.0
20180715,신촌로,2018,7,15,0.01,27.0,15.0
20180715,은평구,2018,7,15,0.028,21.0,20.0
20180715,영등포구,2018,7,15,0.019,26.0,19.0
20180715,정릉로,2018,7,15,0.051,22.0,16.0
20180715,천호대로,2018,7,15,0.027,24.0,15.0
20180715,종로구,2018,7,15,0.026,23.0,18.0
20180715,중구,2018,7,15,0.027,23.0,16.0
20180715,중랑구,2018,7,15,0.024,20.0,15.0
20180715,청계천로,2018,7,15,0.029,29.0,22.0
20180715,한강대로,2018,7,15,0.019,32.0,16.0
20180715,홍릉로,2018,7,15,0.015,31.0,24.0
20180715,화랑로,2018,7,15,0.034,25.0,16.0
20180715,성북구,2018,7,15,0.022,24.0,16.0
20180715,종로,2018,7,15,0.024,22.0,17.0
20180715,성동구,2018,7,15,0.02,22.0,15.0
20180715,서초구,2018,7,15,0.028,18.0,12.0
20180715,서대문구,2018,7,15,0.021,20.0,12.0
20180715,강남대로,2018,7,15,0.038,18.0,15.0
20180715,강동구,2018,7,15,0.022,26.0,16.0
20180715,강변북로,2018,7,15,0.013,23.0,13.0
20180715,강북구,2018,7,15,0.029,26.0,17.0
20180715,강서구,2018,7,15,0.022,22.0,16.0
20180715,공항대로,2018,7,15,0.014,32.0,19.0
20180715,관악구,2018,7,15,0.029,21.0,15.0
20180715,광진구,2018,7,15,0.024,21.0,16.0
20180715,강남구,2018,7,15,0.021,19.0,16.0
20180715,금천구,2018,7,15,0.024,26.0,17.0
20180715,노원구,2018,7,15,0.023,26.0,19.0
20180715,도봉구,2018,7,15,0.026,26.0,14.0
20180715,도산대로,2018,7,15,0.02,22.0,14.0
20180715,동대문구,2018,7,15,0.029,19.0,17.0
20180715,동작구,2018,7,15,0.029,26.0,14.0
20180715,동작대로,2018,7,15,0.017,24.0,14.0
20180715,마포구,2018,7,15,0.028,17.0,15.0
20180715,구로구,2018,7,15,0.03,17.0,13.0
20180716,영등포로,2018,7,16,0.009,,18.236842105263158
20180716,영등포구,2018,7,16,0.016,34.0,24.0
20180716,성북구,2018,7,16,0.02,32.0,19.0
20180716,신촌로,2018,7,16,0.008,30.0,16.0
20180716,송파구,2018,7,16,0.021,27.0,19.0
20180716,용산구,2018,7,16,0.02,23.0,18.0
20180716,양천구,2018,7,16,0.02,26.0,16.0
20180716,은평구,2018,7,16,0.025,25.0,19.0
20180716,중랑구,2018,7,16,0.024,23.0,19.0
20180716,종로,2018,7,16,0.02,26.0,19.0
20180716,종로구,2018,7,16,0.023,24.0,20.0
20180716,중구,2018,7,16,0.024,23.0,16.0
20180716,천호대로,2018,7,16,0.021,29.0,19.0
20180716,청계천로,2018,7,16,0.024,30.0,25.0
20180716,한강대로,2018,7,16,0.018,36.0,18.0
20180716,홍릉로,2018,7,16,0.014,37.0,26.0
20180716,성동구,2018,7,16,0.016,26.0,18.0
20180716,정릉로,2018,7,16,0.03,29.0,20.0
20180716,서초구,2018,7,16,0.022,22.0,14.0
20180716,화랑로,2018,7,16,0.024,32.0,20.0
20180716,마포구,2018,7,16,0.024,22.0,15.0
20180716,강남구,2018,7,16,0.017,25.0,19.0
20180716,강남대로,2018,7,16,0.027,27.0,19.0
20180716,강동구,2018,7,16,0.018,31.0,20.0
20180716,강변북로,2018,7,16,0.01,30.0,17.0
20180716,강북구,2018,7,16,0.026,25.0,16.0
20180716,강서구,2018,7,16,0.02,24.0,16.0
20180716,공항대로,2018,7,16,0.01,29.0,21.0
20180716,관악구,2018,7,16,0.021,28.0,18.0
20180716,서대문구,2018,7,16,0.019,23.0,13.0
20180716,구로구,2018,7,16,0.022,21.0,13.0
20180716,금천구,2018,7,16,0.019,29.0,18.0
20180716,노원구,2018,7,16,0.022,27.0,20.0
20180716,도봉구,2018,7,16,0.028,26.0,15.0
20180716,도산대로,2018,7,16,0.015,28.0,17.0
20180716,동대문구,2018,7,16,0.028,23.0,18.0
20180716,동작구,2018,7,16,0.021,30.0,16.0
20180716,동작대로,2018,7,16,0.013,31.0,19.0
20180716,광진구,2018,7,16,0.021,28.0,18.0
20180717,용산구,2018,7,17,0.015,28.0,24.0
20180717,영등포로,2018,7,17,0.007,31.0,9.0
20180717,송파구,2018,7,17,0.014,29.0,21.0
20180717,양천구,2018,7,17,0.01,27.0,19.0
20180717,신촌로,2018,7,17,0.005,37.0,21.0
20180717,은평구,2018,7,17,0.019,36.0,27.0
20180717,영등포구,2018,7,17,0.011,38.0,28.0
20180717,정릉로,2018,7,17,0.013,34.0,24.0
20180717,천호대로,2018,7,17,0.02,29.0,19.0
20180717,종로구,2018,7,17,0.015,28.0,25.0
20180717,중구,2018,7,17,0.016,28.0,20.0
20180717,중랑구,2018,7,17,0.017,25.0,21.0
20180717,청계천로,2018,7,17,0.016,34.0,30.0
20180717,한강대로,2018,7,17,0.012,38.0,23.0
20180717,홍릉로,2018,7,17,0.009,40.0,30.0
20180717,화랑로,2018,7,17,0.013,32.0,22.0
20180717,성북구,2018,7,17,0.012,36.0,22.0
20180717,종로,2018,7,17,0.014,30.0,23.0
20180717,성동구,2018,7,17,0.014,32.0,23.0
20180717,서초구,2018,7,17,0.019,29.0,19.0
20180717,서대문구,2018,7,17,0.012,27.0,18.0
20180717,강남대로,2018,7,17,0.018,29.0,21.0
20180717,강동구,2018,7,17,0.016,34.0,23.0
20180717,강변북로,2018,7,17,0.009,35.0,23.0
20180717,강북구,2018,7,17,0.024,30.0,23.0
20180717,강서구,2018,7,17,0.013,29.0,22.0
20180717,공항대로,2018,7,17,0.007,37.0,29.0
20180717,관악구,2018,7,17,0.022,32.0,22.0
20180717,광진구,2018,7,17,0.017,32.0,23.0
20180717,강남구,2018,7,17,0.016,26.0,23.0
20180717,금천구,2018,7,17,0.015,32.0,22.0
20180717,노원구,2018,7,17,0.019,30.0,23.0
20180717,도봉구,2018,7,17,0.021,30.0,19.0
20180717,도산대로,2018,7,17,0.014,32.0,22.0
20180717,동대문구,2018,7,17,0.019,25.0,22.0
20180717,동작구,2018,7,17,0.019,30.0,18.0
20180717,동작대로,2018,7,17,0.012,36.0,23.0
20180717,마포구,2018,7,17,0.018,29.0,20.0
20180717,구로구,2018,7,17,0.021,27.0,19.0
20180718,영등포로,2018,7,18,0.008,39.0,26.0
20180718,영등포구,2018,7,18,0.014,43.0,32.0
20180718,성북구,2018,7,18,0.02,41.0,27.0
20180718,신촌로,2018,7,18,0.008,43.0,26.0
20180718,송파구,2018,7,18,0.022,34.0,24.0
20180718,용산구,2018,7,18,0.017,33.0,29.0
20180718,양천구,2018,7,18,0.017,38.0,26.0
20180718,은평구,2018,7,18,0.027,39.0,32.0
20180718,중랑구,2018,7,18,0.023,31.0,26.0
20180718,종로,2018,7,18,0.019,38.0,29.0
20180718,종로구,2018,7,18,0.019,33.0,30.0
20180718,중구,2018,7,18,0.024,33.0,26.0
20180718,천호대로,2018,7,18,0.023,32.0,21.0
20180718,청계천로,2018,7,18,0.023,43.0,36.0
20180718,한강대로,2018,7,18,0.016,46.0,28.0
20180718,홍릉로,2018,7,18,0.015,45.0,36.0
20180718,성동구,2018,7,18,0.016,34.0,22.0
20180718,정릉로,2018,7,18,0.018,37.0,27.0
20180718,서초구,2018,7,18,0.022,35.0,22.0
20180718,화랑로,2018,7,18,0.017,40.0,26.0
20180718,마포구,2018,7,18,0.022,32.0,23.0
20180718,강남구,2018,7,18,0.017,32.0,27.0
20180718,강남대로,2018,7,18,0.034,31.0,23.0
20180718,강동구,2018,7,18,0.021,40.0,25.0
20180718,강변북로,2018,7,18,0.01,38.0,26.0
20180718,강북구,2018,7,18,0.031,36.0,27.0
20180718,강서구,2018,7,18,0.018,39.0,28.0
20180718,공항대로,2018,7,18,0.01,44.0,35.0
20180718,관악구,2018,7,18,0.021,34.0,22.0
20180718,서대문구,2018,7,18,0.02,35.0,25.0
20180718,구로구,2018,7,18,0.02,29.0,21.0
20180718,금천구,2018,7,18,0.02,37.0,26.0
20180718,노원구,2018,7,18,0.026,36.0,29.0
20180718,도봉구,2018,7,18,0.029,36.0,25.0
20180718,도산대로,2018,7,18,0.014,38.0,25.0
20180718,동대문구,2018,7,18,0.026,32.0,28.0
20180718,동작구,2018,7,18,0.023,34.0,20.0
20180718,동작대로,2018,7,18,0.013,38.0,26.0
20180718,광진구,2018,7,18,0.013,33.0,23.0
20180719,영등포로,2018,7,19,0.013,35.0,23.0
20180719,영등포구,2018,7,19,0.015,35.0,26.0
20180719,성북구,2018,7,19,0.019,30.0,19.0
20180719,신촌로,2018,7,19,0.007,36.0,19.0
20180719,송파구,2018,7,19,0.026,33.0,24.0
20180719,용산구,2018,7,19,0.021,26.0,24.0
20180719,양천구,2018,7,19,0.022,33.0,22.0
20180719,은평구,2018,7,19,0.024,26.0,23.0
20180719,중랑구,2018,7,19,0.026,26.0,22.0
20180719,종로,2018,7,19,0.02,27.0,21.0
20180719,종로구,2018,7,19,0.022,29.0,23.0
20180719,중구,2018,7,19,0.025,27.0,19.0
20180719,천호대로,2018,7,19,0.026,32.0,21.0
20180719,청계천로,2018,7,19,0.024,33.0,29.0
20180719,한강대로,2018,7,19,0.018,42.0,22.0
20180719,홍릉로,2018,7,19,0.015,36.0,29.0
20180719,성동구,2018,7,19,0.018,31.0,20.0
20180719,정릉로,2018,7,19,0.016,29.0,21.0
20180719,서초구,2018,7,19,0.028,32.0,18.0
20180719,화랑로,2018,7,19,0.016,34.0,21.0
20180719,마포구,2018,7,19,0.025,29.0,19.0
20180719,강남구,2018,7,19,0.021,29.0,24.0
20180719,강남대로,2018,7,19,0.027,33.0,23.0
20180719,강동구,2018,7,19,0.023,40.0,24.0
20180719,강변북로,2018,7,19,0.009,34.0,22.0
20180719,강북구,2018,7,19,0.027,22.0,16.0
20180719,강서구,2018,7,19,0.02,30.0,22.0
20180719,공항대로,2018,7,19,0.011,36.0,28.0
20180719,관악구,2018,7,19,0.029,34.0,21.0
20180719,서대문구,2018,7,19,0.019,28.0,18.0
20180719,구로구,2018,7,19,0.031,30.0,21.0
20180719,금천구,2018,7,19,0.023,34.0,23.0
20180719,노원구,2018,7,19,0.023,31.0,24.0
20180719,도봉구,2018,7,19,0.026,30.0,18.0
20180719,도산대로,2018,7,19,0.019,34.0,23.0
20180719,동대문구,2018,7,19,0.027,23.0,21.0
20180719,동작구,2018,7,19,0.025,35.0,20.0
20180719,동작대로,2018,7,19,0.016,39.0,24.0
20180719,광진구,2018,7,19,0.023,34.0,22.0
20180720,영등포로,2018,7,20,0.016,38.0,23.0
20180720,영등포구,2018,7,20,0.021,44.0,28.0
20180720,성북구,2018,7,20,0.036,43.0,26.0
20180720,신촌로,2018,7,20,0.01,44.0,24.0
20180720,송파구,2018,7,20,0.036,38.0,26.0
20180720,용산구,2018,7,20,0.03,33.0,27.0
20180720,양천구,2018,7,20,0.023,32.0,21.0
20180720,은평구,2018,7,20,0.042,38.0,30.0
20180720,중랑구,2018,7,20,0.039,31.0,23.0
20180720,종로,2018,7,20,0.028,36.0,26.0
20180720,종로구,2018,7,20,0.036,36.0,28.0
20180720,중구,2018,7,20,0.037,34.0,23.0
20180720,천호대로,2018,7,20,0.036,35.0,22.0
20180720,청계천로,2018,7,20,0.037,44.0,33.0
20180720,한강대로,2018,7,20,0.024,46.0,27.0
20180720,홍릉로,2018,7,20,0.023,47.0,35.0
20180720,성동구,2018,7,20,0.021,36.0,24.0
20180720,정릉로,2018,7,20,0.028,42.0,29.0
20180720,화랑로,2018,7,20,0.029,46.0,26.0
20180720,서초구,2018,7,20,0.033,35.0,22.0
20180720,마포구,2018,7,20,0.033,35.0,22.0
20180720,서대문구,2018,7,20,0.03,37.0,23.0
20180720,강남구,2018,7,20,0.027,34.0,26.0
20180720,강남대로,2018,7,20,0.012,37.0,25.0
20180720,강동구,2018,7,20,0.032,43.0,25.0
20180720,강변북로,2018,7,20,0.012,43.0,25.0
20180720,강서구,2018,7,20,0.024,31.0,20.0
20180720,공항대로,2018,7,20,0.014,37.0,27.0
20180720,관악구,2018,7,20,0.034,36.0,22.0
20180720,강북구,2018,7,20,0.05,37.0,27.0
20180720,구로구,2018,7,20,0.033,31.0,20.0
20180720,광진구,2018,7,20,0.033,41.0,26.0
20180720,동작구,2018,7,20,0.037,35.0,19.0
20180720,동대문구,2018,7,20,0.043,34.0,27.0
20180720,도산대로,2018,7,20,0.024,40.0,25.0
20180720,동작대로,2018,7,20,0.027,42.0,25.0
20180720,노원구,2018,7,20,0.041,37.0,28.0
20180720,금천구,2018,7,20,0.029,36.0,21.0
20180720,도봉구,2018,7,20,0.047,40.0,24.0
20180721,용산구,2018,7,21,0.044,40.0,33.0
20180721,성북구,2018,7,21,0.035,37.0,23.0
20180721,송파구,2018,7,21,0.05,46.0,32.0
20180721,신촌로,2018,7,21,0.015,48.0,26.0
20180721,양천구,2018,7,21,0.037,33.0,23.0
20180721,영등포구,2018,7,21,0.032,44.0,30.0
20180721,영등포로,2018,7,21,0.024,41.0,26.0
20180721,은평구,2018,7,21,0.042,33.0,27.0
20180721,성동구,2018,7,21,0.035,43.0,30.0
20180721,종로,2018,7,21,0.041,36.0,27.0
20180721,종로구,2018,7,21,0.044,35.0,28.0
20180721,중구,2018,7,21,0.047,35.0,23.0
20180721,중랑구,2018,7,21,0.05,32.0,27.0
20180721,천호대로,2018,7,21,0.052,43.0,32.0
20180721,청계천로,2018,7,21,0.05,43.0,34.0
20180721,한강대로,2018,7,21,0.033,51.0,30.0
20180721,홍릉로,2018,7,21,0.031,45.0,35.0
20180721,정릉로,2018,7,21,0.028,38.0,26.0
20180721,서초구,2018,7,21,0.05,40.0,23.0
20180721,화랑로,2018,7,21,0.027,41.0,24.0
20180721,마포구,2018,7,21,0.046,38.0,25.0
20180721,강남구,2018,7,21,0.038,40.0,33.0
20180721,강남대로,2018,7,21,0.018,41.0,28.0
20180721,강동구,2018,7,21,0.042,51.0,31.0
20180721,강변북로,2018,7,21,0.015,49.0,33.0
20180721,강북구,2018,7,21,0.05,32.0,22.0
20180721,강서구,2018,7,21,0.037,34.0,23.0
20180721,공항대로,2018,7,21,0.021,39.0,28.0
20180721,관악구,2018,7,21,0.046,40.0,25.0
20180721,서대문구,2018,7,21,0.036,36.0,24.0
20180721,구로구,2018,7,21,0.046,33.0,21.0
20180721,금천구,2018,7,21,0.039,38.0,24.0
20180721,노원구,2018,7,21,0.04,35.0,27.0
20180721,도봉구,2018,7,21,0.046,37.0,22.0
20180721,도산대로,2018,7,21,0.034,47.0,29.0
20180721,동대문구,2018,7,21,0.051,33.0,26.0
20180721,동작구,2018,7,21,0.045,39.0,21.0
20180721,동작대로,2018,7,21,0.027,44.0,30.0
20180721,광진구,2018,7,21,0.046,47.0,31.0
20180722,용산구,2018,7,22,0.048,28.0,23.0
20180722,영등포로,2018,7,22,0.023,32.0,20.0
20180722,송파구,2018,7,22,0.048,32.0,23.0
20180722,양천구,2018,7,22,0.032,27.0,17.0
20180722,신촌로,2018,7,22,0.015,37.0,20.0
20180722,은평구,2018,7,22,0.039,27.0,22.0
20180722,영등포구,2018,7,22,0.028,33.0,22.0
20180722,정릉로,2018,7,22,0.032,31.0,19.0
20180722,천호대로,2018,7,22,0.044,32.0,22.0
20180722,종로구,2018,7,22,0.047,29.0,22.0
20180722,중구,2018,7,22,0.046,27.0,18.0
20180722,중랑구,2018,7,22,0.043,25.0,19.0
20180722,청계천로,2018,7,22,0.052,33.0,26.0
20180722,한강대로,2018,7,22,0.033,38.0,21.0
20180722,홍릉로,2018,7,22,0.037,37.0,28.0
20180722,화랑로,2018,7,22,0.025,36.0,19.0
20180722,성북구,2018,7,22,0.036,32.0,19.0
20180722,종로,2018,7,22,0.044,28.0,20.0
20180722,성동구,2018,7,22,0.036,33.0,23.0
20180722,서초구,2018,7,22,0.049,15.0,17.0
20180722,서대문구,2018,7,22,0.033,26.0,17.0
20180722,강남대로,2018,7,22,0.022,31.0,22.0
20180722,강동구,2018,7,22,0.039,32.0,21.0
20180722,강변북로,2018,7,22,0.018,34.0,21.0
20180722,강북구,2018,7,22,0.041,27.0,17.0
20180722,강서구,2018,7,22,0.032,28.0,18.0
20180722,공항대로,2018,7,22,0.02,33.0,23.0
20180722,관악구,2018,7,22,0.042,31.0,19.0
20180722,광진구,2018,7,22,0.046,32.0,21.0
20180722,강남구,2018,7,22,0.041,27.0,23.0
20180722,금천구,2018,7,22,0.042,32.0,21.0
20180722,노원구,2018,7,22,0.031,28.0,20.0
20180722,도봉구,2018,7,22,0.037,30.0,15.0
20180722,도산대로,2018,7,22,0.038,34.0,20.0
20180722,동대문구,2018,7,22,0.055,26.0,21.0
20180722,동작구,2018,7,22,0.049,32.0,17.0
20180722,동작대로,2018,7,22,0.029,34.0,21.0
20180722,마포구,2018,7,22,0.042,29.0,19.0
20180722,구로구,2018,7,22,0.042,28.0,16.0
20180723,용산구,2018,7,23,0.03,29.0,23.0
20180723,영등포로,2018,7,23,0.02,36.0,21.0
20180723,송파구,2018,7,23,0.034,30.0,20.0
20180723,양천구,2018,7,23,0.033,32.0,19.0
20180723,신촌로,2018,7,23,0.013,40.0,21.0
20180723,은평구,2018,7,23,0.039,32.0,24.0
20180723,영등포구,2018,7,23,0.026,38.0,23.0
20180723,정릉로,2018,7,23,0.026,33.0,19.0
20180723,천호대로,2018,7,23,0.031,30.0,19.0
20180723,종로구,2018,7,23,0.037,31.0,24.0
20180723,중구,2018,7,23,0.042,31.0,19.0
20180723,중랑구,2018,7,23,0.028,28.0,20.0
20180723,청계천로,2018,7,23,0.039,37.0,28.0
20180723,한강대로,2018,7,23,0.025,42.0,23.0
20180723,홍릉로,2018,7,23,0.024,42.0,30.0
20180723,화랑로,2018,7,23,0.02,39.0,20.0
20180723,성북구,2018,7,23,0.032,34.0,20.0
20180723,종로,2018,7,23,0.029,30.0,20.0
20180723,성동구,2018,7,23,0.024,34.0,20.0
20180723,서초구,2018,7,23,0.039,33.0,16.0
20180723,서대문구,2018,7,23,0.034,33.0,20.0
20180723,강남대로,2018,7,23,0.019,30.0,18.0
20180723,강동구,2018,7,23,0.026,36.0,19.0
20180723,강변북로,2018,7,23,0.012,35.0,20.0
20180723,강북구,2018,7,23,0.041,28.0,19.0
20180723,강서구,2018,7,23,0.036,31.0,21.0
20180723,공항대로,2018,7,23,0.019,34.0,25.0
20180723,관악구,2018,7,23,0.04,33.0,19.0
20180723,광진구,2018,7,23,0.029,31.0,18.0
20180723,강남구,2018,7,23,0.027,23.0,16.0
20180723,금천구,2018,7,23,0.042,33.0,21.0
20180723,노원구,2018,7,23,0.03,31.0,21.0
20180723,도봉구,2018,7,23,0.04,30.0,15.0
20180723,도산대로,2018,7,23,0.028,33.0,19.0
20180723,동대문구,2018,7,23,0.041,29.0,22.0
20180723,동작구,2018,7,23,0.043,33.0,17.0
20180723,동작대로,2018,7,23,0.031,36.0,21.0
20180723,마포구,2018,7,23,0.037,32.0,19.0
20180723,구로구,2018,7,23,0.043,30.0,19.0
20180724,용산구,2018,7,24,0.053,40.0,33.0
20180724,영등포로,2018,7,24,0.026,45.0,28.0
20180724,송파구,2018,7,24,0.048,41.0,28.0
20180724,양천구,2018,7,24,0.042,40.0,25.0
20180724,신촌로,2018,7,24,0.02,48.0,26.0
20180724,은평구,2018,7,24,0.066,45.0,35.0
20180724,영등포구,2018,7,24,0.037,49.0,31.0
20180724,정릉로,2018,7,24,0.044,48.0,31.0
20180724,천호대로,2018,7,24,0.049,42.0,28.0
20180724,종로구,2018,7,24,0.062,40.0,33.0
20180724,중구,2018,7,24,0.065,39.0,28.0
20180724,중랑구,2018,7,24,0.052,39.0,30.0
20180724,청계천로,2018,7,24,0.066,50.0,41.0
20180724,한강대로,2018,7,24,0.036,53.0,31.0
20180724,홍릉로,2018,7,24,0.043,53.0,41.0
20180724,화랑로,2018,7,24,0.037,48.0,29.0
20180724,성북구,2018,7,24,0.056,47.0,30.0
20180724,종로,2018,7,24,0.057,45.0,33.0
20180724,성동구,2018,7,24,0.039,44.0,28.0
