측정일자,측정소명,미세먼지(㎍/㎥)
20200405,은평구,46
20200405,서대문구,53
20200405,마포구,42
20200405,광진구,50
20200405,성동구,41
20200405,중랑구,48
20200405,동대문구,41
20200405,성북구,48
20200405,도봉구,47
20200405,강북구,56
20200405,노원구,53
20200405,강서구,48
20200405,구로구,52
20200405,영등포구,42
20200405,동작구,55
20200405,관악구,45
20200405,금천구,43
20200405,양천구,50
20200405,강남구,40
20200405,서초구,45
20200405,송파구,46
20200405,강동구,48
20200406,중구,50
20200406,종로구,54
20200406,용산구,58
20200406,은평구,60
20200406,서대문구,65
20200406,마포구,51
20200406,광진구,58
20200406,성동구,48
20200406,중랑구,53
20200406,동대문구,48
20200406,성북구,60
20200406,도봉구,54
20200406,강북구,60
20200406,노원구,57
20200406,강서구,59
20200406,구로구,62
20200406,영등포구,48
20200406,동작구,58
20200406,관악구,51
20200406,금천구,46
20200406,양천구,54
20200406,강남구,45
20200406,서초구,57
20200406,송파구,50
20200406,강동구,52
20200407,중구,53
20200407,종로구,55
20200407,용산구,55
20200407,은평구,62
20200407,서대문구,72
20200407,마포구,47
20200407,광진구,66
20200407,성동구,52
20200407,중랑구,58
20200407,동대문구,53
20200407,성북구,63
20200407,도봉구,60
20200407,강북구,61
20200407,노원구,63
20200407,강서구,56
20200407,구로구,69
20200407,영등포구,50
20200407,동작구,62
20200407,관악구,51
20200407,금천구,48
20200407,양천구,55
20200407,강남구,50
20200407,서초구,69
20200407,송파구,57
20200407,강동구,59
20200408,중구,37
20200408,종로구,40
20200408,용산구,47
20200408,은평구,47
20200408,서대문구,49
20200408,마포구,39
20200408,광진구,45
20200408,성동구,39
20200408,중랑구,39
20200408,동대문구,36
20200408,성북구,47
20200408,도봉구,43
20200408,강북구,49
20200408,노원구,43
20200408,강서구,43
20200408,구로구,52
20200408,영등포구,39
20200408,동작구,47
20200408,관악구,41
20200408,금천구,36
20200408,양천구,44
20200408,강남구,36
20200408,서초구,43
20200408,송파구,41
20200408,강동구,42
20200409,중구,41
20200409,종로구,44
20200409,용산구,52
20200409,은평구,53
20200409,서대문구,52
20200409,마포구,46
20200409,광진구,48
20200409,성동구,41
20200409,중랑구,46
20200409,동대문구,40
20200409,성북구,46
20200409,도봉구,41
20200409,강북구,50
20200409,노원구,50
20200409,강서구,50
20200409,구로구,54
20200409,영등포구,42
20200409,동작구,54
20200409,관악구,46
20200409,금천구,46
20200409,양천구,49
20200409,강남구,41
20200409,서초구,45
20200409,송파구,48
20200409,강동구,48
20200410,중구,39
20200410,종로구,40
20200410,용산구,45
20200410,은평구,44
20200410,서대문구,44
20200410,마포구,41
20200410,광진구,41
20200410,성동구,39
20200410,중랑구,39
20200410,동대문구,36
20200410,성북구,39
20200410,도봉구,35
20200410,강북구,43
20200410,노원구,39
20200410,강서구,49
20200410,구로구,51
20200410,영등포구,43
20200410,동작구,48
20200410,관악구,42
20200410,금천구,42
20200410,양천구,46
20200410,강남구,40
20200410,서초구,45
20200410,송파구,43
20200410,강동구,41
20200411,중구,33
20200411,종로구,38
20200411,용산구,38
20200411,은평구,39
20200411,서대문구,43
20200411,마포구,35
20200411,광진구,39
20200411,성동구,34
20200411,중랑구,40
20200411,동대문구,34
20200411,성북구,43
20200411,도봉구,40
20200411,강북구,46
20200411,노원구,46
20200411,강서구,38
20200411,구로구,40
20200411,영등포구,33
20200411,동작구,40
20200411,관악구,35
20200411,금천구,31
20200411,양천구,37
20200411,강남구,32
20200411,서초구,37
20200411,송파구,38
20200411,강동구,40
20200412,중구,30
20200412,종로구,31
20200412,용산구,29
20200412,은평구,31
20200412,서대문구,33
20200412,마포구,29
20200412,광진구,29
20200412,성동구,28
20200412,중랑구,30
20200412,동대문구,29
20200412,성북구,32
20200412,도봉구,29
20200412,강북구,35
20200412,노원구,34
20200412,강서구,32
20200412,구로구,40
20200412,영등포구,28
20200412,동작구,34
20200412,관악구,29
20200412,금천구,27
20200412,양천구,31
20200412,강남구,27
20200412,서초구,35
20200412,송파구,29
20200412,강동구,30
20200413,중구,17
20200413,종로구,20
20200413,용산구,23
20200413,은평구,25
20200413,서대문구,20
20200413,마포구,22
20200413,광진구,17
20200413,성동구,20
20200413,중랑구,19
20200413,동대문구,19
20200413,성북구,21
20200413,도봉구,16
20200413,강북구,22
20200413,노원구,20
20200413,강서구,24
20200413,구로구,24
20200413,영등포구,23
20200413,동작구,25
20200413,관악구,23
20200413,금천구,22
20200413,양천구,25
20200413,강남구,19
20200413,서초구,18
20200413,송파구,23
20200413,강동구,19
20200414,중구,46
20200414,종로구,49
20200414,용산구,51
20200414,은평구,52
20200414,서대문구,57
20200414,마포구,48
20200414,광진구,52
20200414,성동구,45
20200414,중랑구,51
20200414,동대문구,46
20200414,성북구,50
20200414,도봉구,43
20200414,강북구,48
20200414,노원구,49
20200414,강서구,55
20200414,구로구,56
20200414,영등포구,45
20200414,동작구,53
20200414,관악구,46
20200414,금천구,44
20200414,양천구,50
20200414,강남구,43
20200414,서초구,49
20200414,송파구,48
20200414,강동구,49
20200415,중구,56
20200415,종로구,60
20200415,용산구,65
20200415,은평구,66
20200415,서대문구,71
20200415,마포구,57
20200415,광진구,70
20200415,성동구,61
20200415,중랑구,63
20200415,동대문구,59
20200415,성북구,63
20200415,도봉구,63
20200415,강북구,65
20200415,노원구,65
20200415,강서구,67
20200415,구로구,77
20200415,영등포구,59
20200415,동작구,69
20200415,관악구,56
20200415,금천구,56
20200415,양천구,66
20200415,강남구,56
20200415,서초구,68
20200415,송파구,62
20200415,강동구,66
20200416,중구,47
20200416,종로구,50
20200416,용산구,53
20200416,은평구,52
20200416,서대문구,56
20200416,마포구,47
20200416,광진구,52
20200416,성동구,46
20200416,중랑구,49
20200416,동대문구,48
20200416,성북구,51
20200416,도봉구,51
20200416,강북구,55
20200416,노원구,53
20200416,강서구,54
20200416,구로구,56
20200416,영등포구,48
20200416,동작구,58
20200416,관악구,49
20200416,금천구,47
20200416,양천구,51
20200416,강남구,48
20200416,서초구,57
20200416,송파구,56
20200416,강동구,52
20200417,중구,36
20200417,종로구,40
20200417,용산구,38
20200417,은평구,37
20200417,서대문구,39
20200417,마포구,37
20200417,광진구,35
20200417,성동구,35
20200417,중랑구,33
20200417,동대문구,35
20200417,성북구,37
20200417,도봉구,31
20200417,강북구,39
20200417,노원구,35
20200417,강서구,43
20200417,구로구,65
20200417,영등포구,38
20200417,동작구,45
20200417,관악구,38
20200417,금천구,35
20200417,양천구,40
20200417,강남구,34
20200417,서초구,42
20200417,송파구,35
20200417,강동구,32
20200418,중구,22
20200418,종로구,26
20200418,용산구,27
20200418,은평구,25
20200418,서대문구,27
20200418,마포구,24
20200418,광진구,24
20200418,성동구,25
20200418,중랑구,21
20200418,동대문구,23
20200418,성북구,24
20200418,도봉구,20
20200418,강북구,23
20200418,노원구,20
20200418,강서구,28
20200418,구로구,31
20200418,영등포구,25
20200418,동작구,33
20200418,관악구,28
20200418,금천구,27
20200418,양천구,27
20200418,강남구,25
20200418,서초구,28
20200418,송파구,27
20200418,강동구,23
20200419,중구,23
20200419,종로구,25
20200419,용산구,25
20200419,은평구,22
20200419,서대문구,24
20200419,마포구,24
20200419,광진구,25
20200419,성동구,24
20200419,중랑구,24
20200419,동대문구,23
20200419,성북구,24
20200419,도봉구,22
20200419,강북구,26
20200419,노원구,24
20200419,강서구,27
20200419,구로구,32
20200419,영등포구,27
20200419,동작구,31
20200419,관악구,26
20200419,금천구,22
20200419,양천구,27
20200419,강남구,25
20200419,서초구,35
20200419,송파구,26
20200419,강동구,27
20200420,중구,12
20200420,종로구,14
20200420,용산구,14
20200420,은평구,15
20200420,서대문구,15
20200420,마포구,12
20200420,광진구,14
20200420,성동구,12
20200420,중랑구,15
20200420,동대문구,12
20200420,성북구,19
20200420,도봉구,12
20200420,강북구,15
20200420,노원구,14
20200420,강서구,13
20200420,구로구,19
20200420,영등포구,14
20200420,동작구,16
20200420,관악구,13
20200420,금천구,14
20200420,양천구,15
20200420,강남구,12
20200420,서초구,21
20200420,송파구,13
20200420,강동구,11
20200421,중구,29
20200421,종로구,32
20200421,용산구,39
20200421,은평구,38
20200421,서대문구,40
20200421,마포구,35
20200421,광진구,45
20200421,성동구,36
20200421,중랑구,34
20200421,동대문구,29
20200421,성북구,39
20200421,도봉구,34
20200421,강북구,38
20200421,노원구,36
20200421,강서구,34
20200421,구로구,36
20200421,영등포구,32
20200421,동작구,42
20200421,관악구,38
20200421,금천구,31
20200421,양천구,39
20200421,강남구,31
20200421,서초구,35
20200421,송파구,39
20200421,강동구,35
20200422,중구,70
20200422,종로구,77
20200422,용산구,88
20200422,은평구,103
20200422,서대문구,109
20200422,마포구,78
20200422,광진구,85
20200422,성동구,72
20200422,중랑구,87
20200422,동대문구,73
20200422,성북구,96
20200422,도봉구,91
20200422,강북구,102
20200422,노원구,99
20200422,강서구,80
20200422,구로구,102
20200422,영등포구,69
20200422,동작구,92
20200422,관악구,81
20200422,금천구,70
20200422,양천구,86
20200422,강남구,70
20200422,서초구,91
20200422,송파구,80
20200422,강동구,85
20200423,중구,37
20200423,종로구,41
20200423,용산구,50
20200423,은평구,50
20200423,서대문구,50
20200423,마포구,42
20200423,광진구,45
20200423,성동구,40
20200423,중랑구,43
20200423,동대문구,38
20200423,성북구,47
20200423,도봉구,41
20200423,강북구,48
20200423,노원구,45
20200423,강서구,44
20200423,구로구,47
20200423,영등포구,41
20200423,동작구,50
20200423,관악구,45
20200423,금천구,37
20200423,양천구,46
20200423,강남구,38
20200423,서초구,42
20200423,송파구,42
20200423,강동구,43
20200424,중구,34
20200424,종로구,37
20200424,용산구,42
20200424,은평구,44
20200424,서대문구,46
20200424,마포구,38
20200424,광진구,42
20200424,성동구,34
20200424,중랑구,41
20200424,동대문구,35
20200424,성북구,44
20200424,도봉구,37
20200424,강북구,45
20200424,노원구,42
20200424,강서구,38
20200424,구로구,43
20200424,영등포구,37
20200424,동작구,40
20200424,관악구,40
20200424,금천구,34
20200424,양천구,39
20200424,강남구,34
20200424,서초구,41
20200424,송파구,39
20200424,강동구,39
20200425,중구,50
20200425,종로구,55
20200425,용산구,65
20200425,은평구,68
20200425,서대문구,73
20200425,마포구,55
20200425,광진구,65
20200425,성동구,52
20200425,중랑구,60
20200425,동대문구,52
20200425,성북구,63
20200425,도봉구,59
20200425,강북구,65
20200425,노원구,62
20200425,강서구,58
20200425,구로구,70
20200425,영등포구,54
20200425,동작구,62
20200425,관악구,58
20200425,금천구,52
20200425,양천구,59
20200425,강남구,49
20200425,서초구,70
20200425,송파구,58
20200425,강동구,57
20200426,중구,25
20200426,종로구,28
20200426,용산구,33
20200426,은평구,29
20200426,서대문구,31
20200426,마포구,29
20200426,광진구,29
20200426,성동구,28
20200426,중랑구,30
20200426,동대문구,26
20200426,성북구,29
20200426,도봉구,29
20200426,강북구,32
20200426,노원구,31
20200426,강서구,29
20200426,구로구,30
20200426,영등포구,27
20200426,동작구,34
20200426,관악구,30
20200426,금천구,27
20200426,양천구,30
20200426,강남구,26
20200426,서초구,28
20200426,송파구,31
20200426,강동구,32
20200427,중구,28
20200427,종로구,31
20200427,용산구,35
20200427,은평구,32
20200427,서대문구,35
20200427,마포구,31
20200427,광진구,35
20200427,성동구,32
20200427,중랑구,32
20200427,동대문구,28
20200427,성북구,31
20200427,도봉구,28
20200427,강북구,33
20200427,노원구,31
20200427,강서구,32
20200427,구로구,38
20200427,영등포구,31
20200427,동작구,37
20200427,관악구,34
20200427,금천구,31
20200427,양천구,35
20200427,강남구,28
20200427,서초구,40
20200427,송파구,34
20200427,강동구,33
20200428,중구,31
20200428,종로구,34
20200428,용산구,36
20200428,은평구,39
20200428,서대문구,40
20200428,마포구,32
20200428,광진구,37
20200428,성동구,32
20200428,중랑구,34
20200428,동대문구,31
20200428,성북구,38
20200428,도봉구,34
20200428,강북구,38
20200428,노원구,34
20200428,강서구,35
20200428,구로구,40
20200428,영등포구,33
20200428,동작구,38
20200428,관악구,35
20200428,금천구,33
20200428,양천구,37
20200428,강남구,29
20200428,서초구,39
20200428,송파구,35
20200428,강동구,32
20200429,중구,40
20200429,종로구,44
20200429,용산구,44
20200429,은평구,49
20200429,서대문구,53
20200429,마포구,38
20200429,광진구,52
20200429,성동구,44
20200429,중랑구,46
20200429,동대문구,43
20200429,성북구,50
20200429,도봉구,50
20200429,강북구,51
20200429,노원구,46
20200429,강서구,44
20200429,구로구,48
20200429,영등포구,37
20200429,동작구,49
20200429,관악구,40
20200429,금천구,37
20200429,양천구,42
20200429,강남구,39
20200429,서초구,53
20200429,송파구,44
20200429,강동구,44
20200430,중구,34
20200430,종로구,35
20200430,용산구,36
20200430,은평구,33
20200430,서대문구,34
20200430,마포구,33
20200430,광진구,38
20200430,성동구,32
20200430,중랑구,36
20200430,동대문구,33
20200430,성북구,35
20200430,도봉구,32
20200430,강북구,37
20200430,노원구,34
20200430,강서구,35
20200430,구로구,34
20200430,영등포구,32
20200430,동작구,36
20200430,관악구,33
20200430,금천구,30
20200430,양천구,34
20200430,강남구,31
20200430,서초구,36
20200430,송파구,36
20200430,강동구,37
20200501,중구,49
20200501,종로구,52
20200501,용산구,53
20200501,은평구,55
20200501,서대문구,55
20200501,마포구,47
20200501,광진구,49
20200501,성동구,48
20200501,중랑구,50
20200501,동대문구,46
20200501,성북구,50
20200501,도봉구,50
20200501,강북구,59
20200501,노원구,52
20200501,강서구,52
20200501,구로구,56
20200501,영등포구,45
20200501,동작구,56
20200501,관악구,51
20200501,금천구,44
20200501,양천구,48
20200501,강남구,43
20200501,서초구,58
20200501,송파구,45
20200501,강동구,46
20200502,중구,45
20200502,종로구,48
20200502,용산구,50
20200502,은평구,52
20200502,서대문구,52
20200502,마포구,46
20200502,광진구,47
20200502,성동구,49
20200502,중랑구,50
20200502,동대문구,44
20200502,성북구,46
20200502,도봉구,44
20200502,강북구,52
20200502,노원구,49
20200502,강서구,57
20200502,구로구,54
20200502,영등포구,45
20200502,동작구,55
20200502,관악구,45
20200502,금천구,43
20200502,양천구,50
20200502,강남구,44
20200502,서초구,56
20200502,송파구,50
20200502,강동구,51
20200503,중구,26
20200503,종로구,28
20200503,용산구,30
20200503,은평구,28
20200503,서대문구,29
20200503,마포구,28
20200503,광진구,28
20200503,성동구,29
20200503,중랑구,27
20200503,동대문구,27
20200503,성북구,27
20200503,도봉구,26
20200503,강북구,30
20200503,노원구,26
20200503,강서구,31
20200503,구로구,38
20200503,영등포구,29
20200503,동작구,34
20200503,관악구,30
20200503,금천구,26
20200503,양천구,32
20200503,강남구,26
20200503,서초구,36
20200503,송파구,29
20200503,강동구,27
20200504,중구,29
20200504,종로구,32
20200504,용산구,37
20200504,은평구,43
20200504,서대문구,42
20200504,마포구,33
20200504,광진구,38
20200504,성동구,31
20200504,중랑구,36
20200504,동대문구,31
20200504,성북구,38
20200504,도봉구,35
20200504,강북구,38
20200504,노원구,34
20200504,강서구,34
20200504,구로구,42
20200504,영등포구,31
20200504,동작구,34
20200504,관악구,34
20200504,금천구,30
20200504,양천구,33
20200504,강남구,29
20200504,서초구,40
20200504,송파구,32
20200504,강동구,31
20200505,중구,30
20200505,종로구,33
20200505,용산구,39
20200505,은평구,37
20200505,서대문구,36
20200505,마포구,33
20200505,광진구,39
20200505,성동구,36
20200505,중랑구,35
20200505,동대문구,31
20200505,성북구,33
20200505,도봉구,33
20200505,강북구,37
20200505,노원구,34
20200505,강서구,40
20200505,구로구,47
20200505,영등포구,33
20200505,동작구,44
20200505,관악구,37
20200505,금천구,34
20200505,양천구,39
20200505,강남구,35
20200505,서초구,47
20200505,송파구,35
20200505,강동구,34
20200506,중구,27
20200506,종로구,30
20200506,용산구,34
20200506,은평구,32
20200506,서대문구,34
20200506,마포구,32
20200506,광진구,36
20200506,성동구,30
20200506,중랑구,29
20200506,동대문구,28
20200506,성북구,32
20200506,도봉구,29
20200506,강북구,30
20200506,노원구,27
20200506,강서구,35
20200506,구로구,40
20200506,영등포구,30
20200506,동작구,36
20200506,관악구,32
20200506,금천구,29
20200506,양천구,32
20200506,강남구,29
20200506,서초구,39
20200506,송파구,34
20200506,강동구,31
20200507,중구,21
20200507,종로구,24
20200507,용산구,29
20200507,은평구,36
20200507,서대문구,30
20200507,마포구,27
20200507,광진구,27
20200507,성동구,23
20200507,중랑구,22
20200507,동대문구,21
20200507,성북구,28
20200507,도봉구,16
20200507,강북구,27
20200507,노원구,21
20200507,강서구,28
20200507,구로구,35
20200507,영등포구,27
20200507,동작구,31
20200507,관악구,26
20200507,금천구,23
20200507,양천구,27
20200507,강남구,23
20200507,서초구,32
20200507,송파구,28
20200507,강동구,21
20200508,중구,22
20200508,종로구,25
20200508,용산구,25
20200508,은평구,29
20200508,서대문구,30
20200508,마포구,23
20200508,광진구,26
20200508,성동구,22
20200508,중랑구,24
20200508,동대문구,22
20200508,성북구,29
20200508,도봉구,50
20200508,강북구,30
20200508,노원구,23
20200508,강서구,27
20200508,구로구,29
20200508,영등포구,24
20200508,동작구,28
20200508,관악구,23
20200508,금천구,20
20200508,양천구,27
20200508,강남구,21
20200508,서초구,28
20200508,송파구,22
20200508,강동구,22
20200509,중구,14
20200509,종로구,14
20200509,용산구,11
20200509,은평구,9
20200509,서대문구,12
20200509,마포구,11
20200509,광진구,12
20200509,성동구,13
20200509,중랑구,10
20200509,동대문구,11
20200509,성북구,13
20200509,도봉구,9
20200509,강북구,12
20200509,노원구,9
20200509,강서구,13
20200509,구로구,32
20200509,영등포구,14
20200509,동작구,18
20200509,관악구,14
20200509,금천구,12
20200509,양천구,15
20200509,강남구,12
20200509,서초구,18
20200509,송파구,13
20200509,강동구,13
20200510,중구,26
20200510,종로구,27
20200510,용산구,25
20200510,은평구,35
20200510,서대문구,38
20200510,마포구,24
20200510,광진구,32
20200510,성동구,26
20200510,중랑구,28
20200510,동대문구,25
20200510,성북구,28
20200510,도봉구,28
20200510,강북구,28
20200510,노원구,25
20200510,강서구,31
20200510,구로구,50
20200510,영등포구,24
20200510,동작구,31
20200510,관악구,26
20200510,금천구,25
20200510,양천구,30
20200510,강남구,22
20200510,서초구,47
20200510,송파구,24
20200510,강동구,24
20200511,중구,92
20200511,종로구,97
20200511,용산구,113
20200511,은평구,133
20200511,서대문구,149
20200511,마포구,102
20200511,광진구,124
20200511,성동구,97
20200511,중랑구,101
20200511,동대문구,92
20200511,성북구,122
20200511,도봉구,118
20200511,강북구,118
20200511,노원구,104
20200511,강서구,120
20200511,구로구,150
20200511,영등포구,98
20200511,동작구,123
20200511,관악구,108
20200511,금천구,97
20200511,양천구,115
20200511,강남구,90
20200511,서초구,144
20200511,송파구,98
20200511,강동구,95
20200512,중구,35
20200512,종로구,39
20200512,용산구,43
20200512,은평구,42
20200512,서대문구,43
20200512,마포구,38
20200512,광진구,49
20200512,성동구,42
20200512,중랑구,44
20200512,동대문구,37
20200512,성북구,39
20200512,도봉구,39
20200512,강북구,42
20200512,노원구,38
20200512,강서구,39
20200512,구로구,48
20200512,영등포구,38
20200512,동작구,44
20200512,관악구,39
20200512,금천구,36
20200512,양천구,41
20200512,강남구,38
20200512,서초구,49
20200512,송파구,43
20200512,강동구,44
20200513,중구,26
20200513,종로구,33
20200513,용산구,34
20200513,은평구,30
20200513,서대문구,35
20200513,마포구,31
20200513,광진구,35
20200513,성동구,29
20200513,중랑구,30
20200513,동대문구,27
20200513,성북구,34
20200513,도봉구,32
20200513,강북구,31
20200513,노원구,31
20200513,강서구,31
20200513,구로구,35
20200513,영등포구,29
20200513,동작구,32
20200513,관악구,32
20200513,금천구,26
20200513,양천구,30
20200513,강남구,25
20200513,서초구,33
20200513,송파구,30
20200513,강동구,29
20200514,중구,33
20200514,종로구,37
20200514,용산구,36
20200514,은평구,39
20200514,서대문구,43
20200514,마포구,38
20200514,광진구,44
20200514,성동구,37
20200514,중랑구,36
20200514,동대문구,35
20200514,성북구,42
20200514,도봉구,47
20200514,강북구,37
20200514,노원구,36
20200514,강서구,38
20200514,구로구,48
20200514,영등포구,38
20200514,동작구,44
20200514,관악구,38
20200514,금천구,32
20200514,양천구,39
20200514,강남구,34
20200514,서초구,43
20200514,송파구,40
20200514,강동구,38
20200515,중구,33
20200515,종로구,38
20200515,용산구,32
20200515,은평구,29
20200515,서대문구,31
20200515,마포구,32
20200515,광진구,31
20200515,성동구,30
20200515,중랑구,31
20200515,동대문구,29
20200515,성북구,32
20200515,도봉구,25
20200515,강북구,31
20200515,노원구,28
20200515,강서구,33
20200515,구로구,35
20200515,영등포구,32
20200515,동작구,36
20200515,관악구,33
20200515,금천구,27
20200515,양천구,34
20200515,강남구,27
20200515,서초구,37
20200515,송파구,30
20200515,강동구,28
20200516,중구,19
20200516,종로구,25
20200516,용산구,20
20200516,은평구,22
20200516,서대문구,25
20200516,마포구,19
20200516,광진구,24
20200516,성동구,19
20200516,중랑구,19
20200516,동대문구,18
20200516,성북구,24
20200516,도봉구,20
20200516,강북구,19
20200516,노원구,17
20200516,강서구,23
20200516,구로구,33
20200516,영등포구,19
20200516,동작구,25
20200516,관악구,22
20200516,금천구,20
20200516,양천구,21
20200516,강남구,19
20200516,서초구,35
20200516,송파구,20
20200516,강동구,19
20200517,중구,37
20200517,종로구,40
20200517,용산구,38
20200517,은평구,43
20200517,서대문구,49
20200517,마포구,34
20200517,광진구,44
20200517,성동구,36
20200517,중랑구,41
20200517,동대문구,36
20200517,성북구,41
20200517,도봉구,42
20200517,강북구,39
20200517,노원구,38
20200517,강서구,39
20200517,구로구,53
20200517,영등포구,32
20200517,동작구,46
20200517,관악구,35
20200517,금천구,33
20200517,양천구,35
20200517,강남구,35
20200517,서초구,56
20200517,송파구,40
20200517,강동구,40
20200518,중구,41
20200518,종로구,41
20200518,용산구,40
20200518,은평구,40
20200518,서대문구,46
20200518,마포구,40
20200518,광진구,41
20200518,성동구,39
20200518,중랑구,40
20200518,동대문구,35
20200518,성북구,42
20200518,도봉구,37
20200518,강북구,41
20200518,노원구,37
20200518,강서구,53
20200518,구로구,26
20200518,영등포구,43
20200518,동작구,58
20200518,관악구,46
20200518,금천구,42
20200518,양천구,49
20200518,강남구,41
20200518,서초구,66
20200518,송파구,45
20200518,강동구,41
20200519,중구,14
20200519,종로구,18
20200519,용산구,17
20200519,은평구,14
20200519,서대문구,15
20200519,마포구,14
20200519,광진구,14
20200519,성동구,15
20200519,중랑구,15
20200519,동대문구,14
20200519,성북구,16
20200519,도봉구,15
20200519,강북구,16
20200519,노원구,15
20200519,강서구,13
20200519,구로구,13
20200519,영등포구,16
20200519,동작구,19
20200519,관악구,18
20200519,금천구,13
20200519,양천구,15
20200519,강남구,14
20200519,서초구,14
20200519,송파구,16
20200519,강동구,14
20200520,중구,6
20200520,종로구,8
20200520,용산구,7
20200520,은평구,6
20200520,서대문구,6
20200520,마포구,7
20200520,광진구,6
20200520,성동구,6
20200520,중랑구,6
20200520,동대문구,5
20200520,성북구,8
20200520,도봉구,5
20200520,강북구,7
20200520,노원구,5
20200520,강서구,8
20200520,구로구,9
20200520,영등포구,9
20200520,동작구,11
20200520,관악구,11
20200520,금천구,9
20200520,양천구,8
20200520,강남구,7
20200520,서초구,5
20200520,송파구,7
20200520,강동구,5
20200521,중구,22
20200521,종로구,20
20200521,용산구,19
20200521,은평구,20
20200521,서대문구,21
20200521,마포구,19
20200521,광진구,16
20200521,성동구,16
20200521,중랑구,17
20200521,동대문구,17
20200521,성북구,22
20200521,도봉구,17
20200521,강북구,21
20200521,노원구,18
20200521,강서구,20
20200521,구로구,21
20200521,영등포구,20
20200521,동작구,20
20200521,관악구,20
20200521,금천구,18
20200521,양천구,21
20200521,강남구,16
20200521,서초구,18
20200521,송파구,18
20200521,강동구,15
20200522,중구,44
20200522,종로구,42
20200522,용산구,39
20200522,은평구,48
20200522,서대문구,54
20200522,마포구,37
20200522,광진구,37
20200522,성동구,38
20200522,중랑구,41
20200522,동대문구,40
20200522,성북구,49
20200522,도봉구,48
20200522,강북구,45
20200522,노원구,40
20200522,강서구,40
20200522,구로구,47
20200522,영등포구,40
20200522,동작구,44
20200522,관악구,38
20200522,금천구,34
20200522,양천구,43
20200522,강남구,36
20200522,서초구,49
20200522,송파구,36
20200522,강동구,38
20200523,중구,50
20200523,종로구,44
20200523,용산구,45
20200523,은평구,48
20200523,서대문구,55
20200523,마포구,40
20200523,광진구,44
20200523,성동구,46
20200523,중랑구,51
20200523,동대문구,44
20200523,성북구,47
20200523,도봉구,47
20200523,강북구,51
20200523,노원구,43
20200523,강서구,45
20200523,구로구,50
20200523,영등포구,42
20200523,동작구,51
20200523,관악구,45
20200523,금천구,45
20200523,양천구,48
20200523,강남구,46
20200523,서초구,53
20200523,송파구,46
20200523,강동구,48
20200524,중구,0
20200524,종로구,25
20200524,용산구,25
20200524,은평구,23
20200524,서대문구,26
20200524,마포구,23
20200524,광진구,24
20200524,성동구,24
20200524,중랑구,26
20200524,동대문구,23
20200524,성북구,25
20200524,도봉구,21
20200524,강북구,27
20200524,노원구,25
20200524,강서구,26
20200524,구로구,21
20200524,영등포구,22
20200524,동작구,26
20200524,관악구,25
20200524,금천구,23
20200524,양천구,24
20200524,강남구,22
20200524,서초구,24
20200524,송파구,24
20200524,강동구,25
20200525,중구,41
20200525,종로구,34
20200525,용산구,35
20200525,은평구,42
20200525,서대문구,49
20200525,마포구,30
20200525,광진구,31
20200525,성동구,33
20200525,중랑구,36
20200525,동대문구,31
20200525,성북구,39
20200525,도봉구,34
20200525,강북구,33
20200525,노원구,30
20200525,강서구,34
20200525,구로구,44
20200525,영등포구,31
20200525,동작구,40
20200525,관악구,36
20200525,금천구,36
20200525,양천구,34
20200525,강남구,32
20200525,서초구,44
20200525,송파구,31
20200525,강동구,33
20200526,중구,40
20200526,종로구,39
20200526,용산구,33
20200526,은평구,41
20200526,서대문구,48
20200526,마포구,29
20200526,광진구,36
20200526,성동구,38
20200526,중랑구,47
20200526,동대문구,36
20200526,성북구,42
20200526,도봉구,47
20200526,강북구,44
20200526,노원구,43
20200526,강서구,32
20200526,구로구,46
20200526,영등포구,32
20200526,동작구,41
20200526,관악구,35
20200526,금천구,36
20200526,양천구,38
20200526,강남구,37
20200526,서초구,47
20200526,송파구,32
20200526,강동구,43
20200527,중구,19
20200527,종로구,22
20200527,용산구,26
20200527,은평구,23
20200527,서대문구,24
20200527,마포구,22
20200527,광진구,21
20200527,성동구,23
20200527,중랑구,21
20200527,동대문구,20
20200527,성북구,23
20200527,도봉구,19
20200527,강북구,23
20200527,노원구,19
20200527,강서구,24
20200527,구로구,26
20200527,영등포구,22
20200527,동작구,27
20200527,관악구,24
20200527,금천구,22
20200527,양천구,22
20200527,강남구,21
20200527,서초구,24
20200527,송파구,23
20200527,강동구,18
20200528,중구,27
20200528,종로구,30
20200528,용산구,27
20200528,은평구,31
20200528,서대문구,35
20200528,마포구,26
20200528,광진구,28
20200528,성동구,28
20200528,중랑구,33
20200528,동대문구,27
20200528,성북구,34
20200528,도봉구,30
20200528,강북구,29
20200528,노원구,28
20200528,강서구,26
20200528,구로구,29
20200528,영등포구,25
20200528,동작구,28
20200528,관악구,24
20200528,금천구,22
20200528,양천구,29
20200528,강남구,26
20200528,서초구,31
20200528,송파구,27
20200528,강동구,32
20200529,중구,31
20200529,종로구,33
20200529,용산구,36
20200529,은평구,35
20200529,서대문구,38
20200529,마포구,31
20200529,광진구,35
20200529,성동구,35
20200529,중랑구,34
20200529,동대문구,31
20200529,성북구,35
20200529,도봉구,30
20200529,강북구,33
20200529,노원구,30
20200529,강서구,33
20200529,구로구,40
20200529,영등포구,31
20200529,동작구,38
20200529,관악구,36
20200529,금천구,31
20200529,양천구,36
20200529,강남구,31
20200529,서초구,40
20200529,송파구,34
20200529,강동구,34
20200530,중구,33
20200530,종로구,37
20200530,용산구,39
