기준연월,시군구코드,광역시도명,시군구명,5세단위구분,총인구수,남성인구수,여성인구수
202005,11260,서울특별시,중랑구,40-44세,27136,14206,12930
202006,11260,서울특별시,중랑구,40-44세,27158,14251,12907
202001,11260,서울특별시,중랑구,45-49세,32034,16282,15752
202002,11260,서울특별시,중랑구,45-49세,31954,16228,15726
202003,11260,서울특별시,중랑구,45-49세,31701,16118,15583
202004,11260,서울특별시,중랑구,45-49세,31504,16008,15496
202005,11260,서울특별시,중랑구,45-49세,31351,15928,15423
202006,11260,서울특별시,중랑구,45-49세,31161,15832,15329
202001,11260,서울특별시,중랑구,50-54세,34494,17021,17473
202002,11260,서울특별시,중랑구,50-54세,34458,17025,17433
202003,11260,서울특별시,중랑구,50-54세,34341,16990,17351
202004,11260,서울특별시,중랑구,50-54세,34292,16962,17330
202005,11260,서울특별시,중랑구,50-54세,34245,16922,17323
202006,11260,서울특별시,중랑구,50-54세,34230,16898,17332
202001,11260,서울특별시,중랑구,55-59세,36248,17964,18284
202002,11260,서울특별시,중랑구,55-59세,36168,17888,18280
202003,11260,서울특별시,중랑구,55-59세,36066,17801,18265
202004,11260,서울특별시,중랑구,55-59세,36040,17797,18243
202005,11260,서울특별시,중랑구,55-59세,36049,17817,18232
202006,11260,서울특별시,중랑구,55-59세,35736,17690,18046
202001,11260,서울특별시,중랑구,60-64세,32781,16025,16756
202002,11260,서울특별시,중랑구,60-64세,32855,16082,16773
202003,11260,서울특별시,중랑구,60-64세,32776,16035,16741
202004,11260,서울특별시,중랑구,60-64세,32853,16057,16796
202005,11260,서울특별시,중랑구,60-64세,32866,16020,16846
202006,11260,서울특별시,중랑구,60-64세,33059,16122,16937
202001,11260,서울특별시,중랑구,65-69세,22477,10839,11638
202002,11260,서울특별시,중랑구,65-69세,22699,10906,11793
202003,11260,서울특별시,중랑구,65-69세,23097,11093,12004
202004,11260,서울특별시,중랑구,65-69세,23210,11154,12056
202005,11260,서울특별시,중랑구,65-69세,23363,11272,12091
202006,11260,서울특별시,중랑구,65-69세,23462,11307,12155
202001,11260,서울특별시,중랑구,70-74세,17347,8004,9343
202002,11260,서울특별시,중랑구,70-74세,17401,8041,9360
202003,11260,서울특별시,중랑구,70-74세,17519,8111,9408
202004,11260,서울특별시,중랑구,70-74세,17564,8127,9437
202005,11260,서울특별시,중랑구,70-74세,17594,8127,9467
202006,11260,서울특별시,중랑구,70-74세,17620,8143,9477
202001,11260,서울특별시,중랑구,75-79세,13091,5862,7229
202002,11260,서울특별시,중랑구,75-79세,13106,5873,7233
202003,11260,서울특별시,중랑구,75-79세,13120,5880,7240
202004,11260,서울특별시,중랑구,75-79세,13184,5920,7264
202005,11260,서울특별시,중랑구,75-79세,13277,5957,7320
202006,11260,서울특별시,중랑구,75-79세,13347,5986,7361
202001,11260,서울특별시,중랑구,80-84세,7669,3198,4471
202002,11260,서울특별시,중랑구,80-84세,7721,3212,4509
202003,11260,서울특별시,중랑구,80-84세,7785,3244,4541
202004,11260,서울특별시,중랑구,80-84세,7824,3250,4574
202005,11260,서울특별시,중랑구,80-84세,7849,3260,4589
202006,11260,서울특별시,중랑구,80-84세,7878,3279,4599
202001,11260,서울특별시,중랑구,85-89세,3261,1025,2236
202002,11260,서울특별시,중랑구,85-89세,3335,1058,2277
202003,11260,서울특별시,중랑구,85-89세,3393,1074,2319
202004,11260,서울특별시,중랑구,85-89세,3411,1081,2330
202005,11260,서울특별시,중랑구,85-89세,3440,1094,2346
202006,11260,서울특별시,중랑구,85-89세,3450,1101,2349
202001,11260,서울특별시,중랑구,90-94세,1193,271,922
202002,11260,서울특별시,중랑구,90-94세,1211,271,940
202003,11260,서울특별시,중랑구,90-94세,1206,268,938
202004,11260,서울특별시,중랑구,90-94세,1218,274,944
202005,11260,서울특별시,중랑구,90-94세,1232,279,953
202006,11260,서울특별시,중랑구,90-94세,1236,279,957
202001,11260,서울특별시,중랑구,95-99세,328,82,246
202002,11260,서울특별시,중랑구,95-99세,334,81,253
202003,11260,서울특별시,중랑구,95-99세,335,82,253
202004,11260,서울특별시,중랑구,95-99세,332,83,249
202005,11260,서울특별시,중랑구,95-99세,330,84,246
202006,11260,서울특별시,중랑구,95-99세,333,82,251
202001,11260,서울특별시,중랑구,100+,188,42,146
202002,11260,서울특별시,중랑구,100+,193,43,150
202003,11260,서울특별시,중랑구,100+,194,44,150
202004,11260,서울특별시,중랑구,100+,196,45,151
202005,11260,서울특별시,중랑구,100+,197,45,152
202006,11260,서울특별시,중랑구,100+,199,45,154
202001,11290,서울특별시,성북구,0-4세,13515,6932,6583
202002,11290,서울특별시,성북구,0-4세,13455,6908,6547
202003,11290,서울특별시,성북구,0-4세,13379,6867,6512
202004,11290,서울특별시,성북구,0-4세,13242,6803,6439
202005,11290,서울특별시,성북구,0-4세,13141,6737,6404
202006,11290,서울특별시,성북구,0-4세,13036,6690,6346
202001,11290,서울특별시,성북구,5-9세,17243,8798,8445
202002,11290,서울특별시,성북구,5-9세,17162,8737,8425
202003,11290,서울특별시,성북구,5-9세,17117,8715,8402
202004,11290,서울특별시,성북구,5-9세,17100,8699,8401
202005,11290,서울특별시,성북구,5-9세,17048,8681,8367
202006,11290,서울특별시,성북구,5-9세,17021,8659,8362
202001,11290,서울특별시,성북구,10-14세,17546,9041,8505
202002,11290,서울특별시,성북구,10-14세,17403,8969,8434
202003,11290,서울특별시,성북구,10-14세,17380,8946,8434
202004,11290,서울특별시,성북구,10-14세,17363,8931,8432
202005,11290,서울특별시,성북구,10-14세,17336,8930,8406
202006,11290,서울특별시,성북구,10-14세,17342,8938,8404
202001,11290,서울특별시,성북구,15-19세,21402,10826,10576
202002,11290,서울특별시,성북구,15-19세,21515,10826,10689
202003,11290,서울특별시,성북구,15-19세,21516,10806,10710
202004,11290,서울특별시,성북구,15-19세,21347,10738,10609
202005,11290,서울특별시,성북구,15-19세,21243,10662,10581
202006,11290,서울특별시,성북구,15-19세,21097,10595,10502
202001,11290,서울특별시,성북구,20-24세,32112,14925,17187
202002,11290,서울특별시,성북구,20-24세,32428,15021,17407
202003,11290,서울특별시,성북구,20-24세,32555,15057,17498
202004,11290,서울특별시,성북구,20-24세,32604,15051,17553
202005,11290,서울특별시,성북구,20-24세,32724,15045,17679
202006,11290,서울특별시,성북구,20-24세,32749,15008,17741
202001,11290,서울특별시,성북구,25-29세,34210,17410,16800
202002,11290,서울특별시,성북구,25-29세,33979,17313,16666
202003,11290,서울특별시,성북구,25-29세,34284,17438,16846
202004,11290,서울특별시,성북구,25-29세,34297,17454,16843
202005,11290,서울특별시,성북구,25-29세,34366,17515,16851
202006,11290,서울특별시,성북구,25-29세,34393,17500,16893
202001,11290,서울특별시,성북구,30-34세,28542,14206,14336
202002,11290,서울특별시,성북구,30-34세,28565,14195,14370
202003,11290,서울특별시,성북구,30-34세,28492,14175,14317
202004,11290,서울특별시,성북구,30-34세,28507,14222,14285
202005,11290,서울특별시,성북구,30-34세,28604,14260,14344
202006,11290,서울특별시,성북구,30-34세,28641,14301,14340
202001,11290,서울특별시,성북구,35-39세,33252,16529,16723
202002,11290,서울특별시,성북구,35-39세,33112,16499,16613
202003,11290,서울특별시,성북구,35-39세,32868,16345,16523
202004,11290,서울특별시,성북구,35-39세,32856,16341,16515
202005,11290,서울특별시,성북구,35-39세,32744,16289,16455
202006,11290,서울특별시,성북구,35-39세,32593,16231,16362
202001,11290,서울특별시,성북구,40-44세,32524,16082,16442
202002,11290,서울특별시,성북구,40-44세,32508,16042,16466
202003,11290,서울특별시,성북구,40-44세,32378,15975,16403
202004,11290,서울특별시,성북구,40-44세,32210,15871,16339
202005,11290,서울특별시,성북구,40-44세,32167,15817,16350
202006,11290,서울특별시,성북구,40-44세,32142,15776,16366
202001,11290,서울특별시,성북구,45-49세,39937,19706,20231
202002,11290,서울특별시,성북구,45-49세,39762,19610,20152
202003,11290,서울특별시,성북구,45-49세,39594,19504,20090
202004,11290,서울특별시,성북구,45-49세,39426,19423,20003
202005,11290,서울특별시,성북구,45-49세,39273,19351,19922
202006,11290,서울특별시,성북구,45-49세,39228,19370,19858
202001,11290,서울특별시,성북구,50-54세,36041,18013,18028
202002,11290,서울특별시,성북구,50-54세,36137,18039,18098
202003,11290,서울특별시,성북구,50-54세,36148,18061,18087
202004,11290,서울특별시,성북구,50-54세,36249,18084,18165
202005,11290,서울특별시,성북구,50-54세,36371,18135,18236
202006,11290,서울특별시,성북구,50-54세,36356,18124,18232
202001,11290,서울특별시,성북구,55-59세,33885,16399,17486
202002,11290,서울특별시,성북구,55-59세,33842,16422,17420
202003,11290,서울특별시,성북구,55-59세,33789,16371,17418
202004,11290,서울특별시,성북구,55-59세,33694,16339,17355
202005,11290,서울특별시,성북구,55-59세,33587,16302,17285
202006,11290,서울특별시,성북구,55-59세,33367,16193,17174
202001,11290,서울특별시,성북구,60-64세,31146,14774,16372
202002,11290,서울특별시,성북구,60-64세,31176,14776,16400
202003,11290,서울특별시,성북구,60-64세,30997,14723,16274
202004,11290,서울특별시,성북구,60-64세,31031,14734,16297
202005,11290,서울특별시,성북구,60-64세,31034,14717,16317
202006,11290,서울특별시,성북구,60-64세,31196,14815,16381
202001,11290,서울특별시,성북구,65-69세,22022,10301,11721
202002,11290,서울특별시,성북구,65-69세,22198,10371,11827
202003,11290,서울특별시,성북구,65-69세,22551,10492,12059
202004,11290,서울특별시,성북구,65-69세,22676,10551,12125
202005,11290,서울특별시,성북구,65-69세,22736,10570,12166
202006,11290,서울특별시,성북구,65-69세,22748,10570,12178
202001,11290,서울특별시,성북구,70-74세,18243,7944,10299
202002,11290,서울특별시,성북구,70-74세,18272,7945,10327
202003,11290,서울특별시,성북구,70-74세,18352,8030,10322
202004,11290,서울특별시,성북구,70-74세,18357,8006,10351
202005,11290,서울특별시,성북구,70-74세,18407,8028,10379
202006,11290,서울특별시,성북구,70-74세,18461,8070,10391
202001,11290,서울특별시,성북구,75-79세,15108,6569,8539
202002,11290,서울특별시,성북구,75-79세,15110,6581,8529
202003,11290,서울특별시,성북구,75-79세,15113,6560,8553
202004,11290,서울특별시,성북구,75-79세,15137,6603,8534
202005,11290,서울특별시,성북구,75-79세,15208,6652,8556
202006,11290,서울특별시,성북구,75-79세,15252,6672,8580
202001,11290,서울특별시,성북구,80-84세,9411,3817,5594
202002,11290,서울특별시,성북구,80-84세,9450,3836,5614
202003,11290,서울특별시,성북구,80-84세,9507,3853,5654
202004,11290,서울특별시,성북구,80-84세,9534,3867,5667
202005,11290,서울특별시,성북구,80-84세,9552,3869,5683
202006,11290,서울특별시,성북구,80-84세,9569,3861,5708
202001,11290,서울특별시,성북구,85-89세,4047,1382,2665
202002,11290,서울특별시,성북구,85-89세,4106,1391,2715
202003,11290,서울특별시,성북구,85-89세,4147,1406,2741
202004,11290,서울특별시,성북구,85-89세,4208,1421,2787
202005,11290,서울특별시,성북구,85-89세,4257,1450,2807
202006,11290,서울특별시,성북구,85-89세,4263,1459,2804
202001,11290,서울특별시,성북구,90-94세,1517,395,1122
202002,11290,서울특별시,성북구,90-94세,1532,400,1132
202003,11290,서울특별시,성북구,90-94세,1554,409,1145
202004,11290,서울특별시,성북구,90-94세,1560,413,1147
202005,11290,서울특별시,성북구,90-94세,1575,416,1159
202006,11290,서울특별시,성북구,90-94세,1587,413,1174
202001,11290,서울특별시,성북구,95-99세,404,103,301
202002,11290,서울특별시,성북구,95-99세,405,103,302
202003,11290,서울특별시,성북구,95-99세,405,101,304
202004,11290,서울특별시,성북구,95-99세,401,100,301
202005,11290,서울특별시,성북구,95-99세,398,95,303
202006,11290,서울특별시,성북구,95-99세,396,93,303
202001,11290,서울특별시,성북구,100+,364,95,269
202002,11290,서울특별시,성북구,100+,366,94,272
202003,11290,서울특별시,성북구,100+,368,92,276
202004,11290,서울특별시,성북구,100+,375,92,283
202005,11290,서울특별시,성북구,100+,377,93,284
202006,11290,서울특별시,성북구,100+,375,93,282
202001,11305,서울특별시,강북구,0-4세,7591,3879,3712
202002,11305,서울특별시,강북구,0-4세,7481,3815,3666
202003,11305,서울특별시,강북구,0-4세,7401,3813,3588
202004,11305,서울특별시,강북구,0-4세,7282,3747,3535
202005,11305,서울특별시,강북구,0-4세,7173,3695,3478
202006,11305,서울특별시,강북구,0-4세,7109,3673,3436
202001,11305,서울특별시,강북구,5-9세,9734,5054,4680
202002,11305,서울특별시,강북구,5-9세,9686,5055,4631
202003,11305,서울특별시,강북구,5-9세,9636,5007,4629
202004,11305,서울특별시,강북구,5-9세,9636,5016,4620
202005,11305,서울특별시,강북구,5-9세,9632,4998,4634
202006,11305,서울특별시,강북구,5-9세,9579,4960,4619
202001,11305,서울특별시,강북구,10-14세,10248,5255,4993
202002,11305,서울특별시,강북구,10-14세,10222,5260,4962
202003,11305,서울특별시,강북구,10-14세,10209,5253,4956
202004,11305,서울특별시,강북구,10-14세,10154,5211,4943
202005,11305,서울특별시,강북구,10-14세,10152,5224,4928
202006,11305,서울특별시,강북구,10-14세,10127,5213,4914
202001,11305,서울특별시,강북구,15-19세,13227,6827,6400
202002,11305,서울특별시,강북구,15-19세,13091,6746,6345
202003,11305,서울특별시,강북구,15-19세,12973,6681,6292
202004,11305,서울특별시,강북구,15-19세,12880,6631,6249
202005,11305,서울특별시,강북구,15-19세,12764,6569,6195
202006,11305,서울특별시,강북구,15-19세,12645,6510,6135
202001,11305,서울특별시,강북구,20-24세,20344,9709,10635
202002,11305,서울특별시,강북구,20-24세,20341,9690,10651
202003,11305,서울특별시,강북구,20-24세,20352,9702,10650
202004,11305,서울특별시,강북구,20-24세,20368,9700,10668
202005,11305,서울특별시,강북구,20-24세,20320,9638,10682
202006,11305,서울특별시,강북구,20-24세,20268,9587,10681
202001,11305,서울특별시,강북구,25-29세,23038,11624,11414
202002,11305,서울특별시,강북구,25-29세,22979,11608,11371
202003,11305,서울특별시,강북구,25-29세,23074,11653,11421
202004,11305,서울특별시,강북구,25-29세,23059,11632,11427
202005,11305,서울특별시,강북구,25-29세,23071,11650,11421
202006,11305,서울특별시,강북구,25-29세,23053,11635,11418
202001,11305,서울특별시,강북구,30-34세,18896,9871,9025
202002,11305,서울특별시,강북구,30-34세,18818,9834,8984
202003,11305,서울특별시,강북구,30-34세,18783,9834,8949
202004,11305,서울특별시,강북구,30-34세,18817,9873,8944
202005,11305,서울특별시,강북구,30-34세,18810,9863,8947
202006,11305,서울특별시,강북구,30-34세,18803,9861,8942
202001,11305,서울특별시,강북구,35-39세,21838,11515,10323
202002,11305,서울특별시,강북구,35-39세,21648,11422,10226
202003,11305,서울특별시,강북구,35-39세,21448,11316,10132
202004,11305,서울특별시,강북구,35-39세,21276,11237,10039
202005,11305,서울특별시,강북구,35-39세,21147,11147,10000
202006,11305,서울특별시,강북구,35-39세,21016,11103,9913
202001,11305,서울특별시,강북구,40-44세,21675,11171,10504
202002,11305,서울특별시,강북구,40-44세,21719,11217,10502
202003,11305,서울특별시,강북구,40-44세,21657,11184,10473
202004,11305,서울특별시,강북구,40-44세,21623,11174,10449
202005,11305,서울특별시,강북구,40-44세,21562,11160,10402
202006,11305,서울특별시,강북구,40-44세,21519,11108,10411
202001,11305,서울특별시,강북구,45-49세,27210,13810,13400
202002,11305,서울특별시,강북구,45-49세,27108,13752,13356
202003,11305,서울특별시,강북구,45-49세,26962,13691,13271
202004,11305,서울특별시,강북구,45-49세,26851,13643,13208
202005,11305,서울특별시,강북구,45-49세,26676,13537,13139
202006,11305,서울특별시,강북구,45-49세,26553,13484,13069
202001,11305,서울특별시,강북구,50-54세,26528,12997,13531
202002,11305,서울특별시,강북구,50-54세,26572,13014,13558
202003,11305,서울특별시,강북구,50-54세,26539,13029,13510
202004,11305,서울특별시,강북구,50-54세,26576,13024,13552
202005,11305,서울특별시,강북구,50-54세,26621,13074,13547
202006,11305,서울특별시,강북구,50-54세,26615,13077,13538
202001,11305,서울특별시,강북구,55-59세,27022,13051,13971
202002,11305,서울특별시,강북구,55-59세,26952,13031,13921
202003,11305,서울특별시,강북구,55-59세,26898,13008,13890
202004,11305,서울특별시,강북구,55-59세,26836,13019,13817
202005,11305,서울특별시,강북구,55-59세,26803,13012,13791
202006,11305,서울특별시,강북구,55-59세,26642,12927,13715
202001,11305,서울특별시,강북구,60-64세,25568,12166,13402
202002,11305,서울특별시,강북구,60-64세,25618,12161,13457
202003,11305,서울특별시,강북구,60-64세,25516,12114,13402
202004,11305,서울특별시,강북구,60-64세,25539,12102,13437
202005,11305,서울특별시,강북구,60-64세,25545,12100,13445
202006,11305,서울특별시,강북구,60-64세,25626,12153,13473
202001,11305,서울특별시,강북구,65-69세,18814,8540,10274
202002,11305,서울특별시,강북구,65-69세,18925,8607,10318
202003,11305,서울특별시,강북구,65-69세,19201,8708,10493
202004,11305,서울특별시,강북구,65-69세,19313,8775,10538
202005,11305,서울특별시,강북구,65-69세,19369,8793,10576
202006,11305,서울특별시,강북구,65-69세,19459,8818,10641
202001,11305,서울특별시,강북구,70-74세,16257,7052,9205
202002,11305,서울특별시,강북구,70-74세,16279,7070,9209
202003,11305,서울특별시,강북구,70-74세,16293,7090,9203
202004,11305,서울특별시,강북구,70-74세,16286,7078,9208
202005,11305,서울특별시,강북구,70-74세,16246,7080,9166
202006,11305,서울특별시,강북구,70-74세,16283,7102,9181
202001,11305,서울특별시,강북구,75-79세,13416,5904,7512
202002,11305,서울특별시,강북구,75-79세,13395,5881,7514
202003,11305,서울특별시,강북구,75-79세,13426,5891,7535
202004,11305,서울특별시,강북구,75-79세,13481,5917,7564
202005,11305,서울특별시,강북구,75-79세,13592,5937,7655
202006,11305,서울특별시,강북구,75-79세,13656,5941,7715
202001,11305,서울특별시,강북구,80-84세,7678,3161,4517
202002,11305,서울특별시,강북구,80-84세,7743,3189,4554
202003,11305,서울특별시,강북구,80-84세,7828,3228,4600
202004,11305,서울특별시,강북구,80-84세,7892,3258,4634
202005,11305,서울특별시,강북구,80-84세,7932,3287,4645
202006,11305,서울특별시,강북구,80-84세,7949,3301,4648
202001,11305,서울특별시,강북구,85-89세,2978,1023,1955
202002,11305,서울특별시,강북구,85-89세,3048,1049,1999
202003,11305,서울특별시,강북구,85-89세,3104,1081,2023
202004,11305,서울특별시,강북구,85-89세,3125,1087,2038
202005,11305,서울특별시,강북구,85-89세,3146,1098,2048
202006,11305,서울특별시,강북구,85-89세,3164,1106,2058
202001,11305,서울특별시,강북구,90-94세,1096,306,790
202002,11305,서울특별시,강북구,90-94세,1106,310,796
202003,11305,서울특별시,강북구,90-94세,1117,314,803
202004,11305,서울특별시,강북구,90-94세,1129,318,811
202005,11305,서울특별시,강북구,90-94세,1137,320,817
202006,11305,서울특별시,강북구,90-94세,1131,319,812
202001,11305,서울특별시,강북구,95-99세,310,84,226
202002,11305,서울특별시,강북구,95-99세,322,87,235
202003,11305,서울특별시,강북구,95-99세,330,90,240
202004,11305,서울특별시,강북구,95-99세,326,92,234
202005,11305,서울특별시,강북구,95-99세,328,90,238
202006,11305,서울특별시,강북구,95-99세,332,90,242
202001,11305,서울특별시,강북구,100+,237,59,178
202002,11305,서울특별시,강북구,100+,236,59,177
202003,11305,서울특별시,강북구,100+,238,60,178
202004,11305,서울특별시,강북구,100+,242,60,182
202005,11305,서울특별시,강북구,100+,244,61,183
202006,11305,서울특별시,강북구,100+,244,60,184
202001,11320,서울특별시,도봉구,0-4세,9008,4680,4328
202002,11320,서울특별시,도봉구,0-4세,8855,4593,4262
202003,11320,서울특별시,도봉구,0-4세,8736,4521,4215
202004,11320,서울특별시,도봉구,0-4세,8629,4468,4161
202005,11320,서울특별시,도봉구,0-4세,8524,4413,4111
202006,11320,서울특별시,도봉구,0-4세,8457,4380,4077
202001,11320,서울특별시,도봉구,5-9세,11484,5890,5594
202002,11320,서울특별시,도봉구,5-9세,11415,5845,5570
202003,11320,서울특별시,도봉구,5-9세,11363,5829,5534
202004,11320,서울특별시,도봉구,5-9세,11330,5814,5516
202005,11320,서울특별시,도봉구,5-9세,11301,5803,5498
202006,11320,서울특별시,도봉구,5-9세,11265,5793,5472
202001,11320,서울특별시,도봉구,10-14세,11879,6119,5760
202002,11320,서울특별시,도봉구,10-14세,11812,6093,5719
202003,11320,서울특별시,도봉구,10-14세,11777,6063,5714
202004,11320,서울특별시,도봉구,10-14세,11751,6051,5700
202005,11320,서울특별시,도봉구,10-14세,11750,6049,5701
202006,11320,서울특별시,도봉구,10-14세,11761,6061,5700
202001,11320,서울특별시,도봉구,15-19세,15532,8002,7530
202002,11320,서울특별시,도봉구,15-19세,15382,7927,7455
202003,11320,서울특별시,도봉구,15-19세,15193,7826,7367
202004,11320,서울특별시,도봉구,15-19세,15017,7747,7270
202005,11320,서울특별시,도봉구,15-19세,14901,7692,7209
202006,11320,서울특별시,도봉구,15-19세,14764,7610,7154
202001,11320,서울특별시,도봉구,20-24세,21452,10943,10509
202002,11320,서울특별시,도봉구,20-24세,21423,10888,10535
202003,11320,서울특별시,도봉구,20-24세,21323,10823,10500
202004,11320,서울특별시,도봉구,20-24세,21299,10804,10495
202005,11320,서울특별시,도봉구,20-24세,21210,10730,10480
202006,11320,서울특별시,도봉구,20-24세,21142,10691,10451
202001,11320,서울특별시,도봉구,25-29세,23457,12023,11434
202002,11320,서울특별시,도봉구,25-29세,23339,11954,11385
202003,11320,서울특별시,도봉구,25-29세,23396,11982,11414
202004,11320,서울특별시,도봉구,25-29세,23382,11987,11395
202005,11320,서울특별시,도봉구,25-29세,23298,11947,11351
202006,11320,서울특별시,도봉구,25-29세,23261,11907,11354
202001,11320,서울특별시,도봉구,30-34세,19814,10137,9677
202002,11320,서울특별시,도봉구,30-34세,19737,10107,9630
202003,11320,서울특별시,도봉구,30-34세,19622,10074,9548
202004,11320,서울특별시,도봉구,30-34세,19579,10057,9522
202005,11320,서울특별시,도봉구,30-34세,19543,10023,9520
202006,11320,서울특별시,도봉구,30-34세,19521,10011,9510
202001,11320,서울특별시,도봉구,35-39세,23298,11910,11388
202002,11320,서울특별시,도봉구,35-39세,23129,11828,11301
202003,11320,서울특별시,도봉구,35-39세,23010,11751,11259
202004,11320,서울특별시,도봉구,35-39세,22867,11680,11187
202005,11320,서울특별시,도봉구,35-39세,22737,11613,11124
202006,11320,서울특별시,도봉구,35-39세,22603,11533,11070
202001,11320,서울특별시,도봉구,40-44세,22433,11244,11189
202002,11320,서울특별시,도봉구,40-44세,22380,11245,11135
202003,11320,서울특별시,도봉구,40-44세,22225,11151,11074
202004,11320,서울특별시,도봉구,40-44세,22120,11096,11024
202005,11320,서울특별시,도봉구,40-44세,22097,11088,11009
202006,11320,서울특별시,도봉구,40-44세,22075,11068,11007
202001,11320,서울특별시,도봉구,45-49세,28488,13971,14517
202002,11320,서울특별시,도봉구,45-49세,28356,13878,14478
202003,11320,서울특별시,도봉구,45-49세,28160,13789,14371
202004,11320,서울특별시,도봉구,45-49세,27964,13702,14262
202005,11320,서울특별시,도봉구,45-49세,27795,13595,14200
202006,11320,서울특별시,도봉구,45-49세,27644,13529,14115
202001,11320,서울특별시,도봉구,50-54세,28757,13659,15098
202002,11320,서울특별시,도봉구,50-54세,28816,13696,15120
202003,11320,서울특별시,도봉구,50-54세,28727,13699,15028
202004,11320,서울특별시,도봉구,50-54세,28807,13735,15072
202005,11320,서울특별시,도봉구,50-54세,28856,13765,15091
202006,11320,서울특별시,도봉구,50-54세,28855,13784,15071
202001,11320,서울특별시,도봉구,55-59세,29681,14150,15531
202002,11320,서울특별시,도봉구,55-59세,29554,14096,15458
202003,11320,서울특별시,도봉구,55-59세,29446,14034,15412
202004,11320,서울특별시,도봉구,55-59세,29357,13951,15406
202005,11320,서울특별시,도봉구,55-59세,29220,13881,15339
202006,11320,서울특별시,도봉구,55-59세,28917,13772,15145
202001,11320,서울특별시,도봉구,60-64세,28404,13532,14872
202002,11320,서울특별시,도봉구,60-64세,28477,13569,14908
202003,11320,서울특별시,도봉구,60-64세,28292,13471,14821
202004,11320,서울특별시,도봉구,60-64세,28334,13514,14820
202005,11320,서울특별시,도봉구,60-64세,28387,13517,14870
202006,11320,서울특별시,도봉구,60-64세,28563,13552,15011
202001,11320,서울특별시,도봉구,65-69세,19213,9355,9858
202002,11320,서울특별시,도봉구,65-69세,19395,9441,9954
202003,11320,서울특별시,도봉구,65-69세,19790,9613,10177
202004,11320,서울특별시,도봉구,65-69세,19942,9673,10269
202005,11320,서울특별시,도봉구,65-69세,20057,9713,10344
202006,11320,서울특별시,도봉구,65-69세,20145,9756,10389
202001,11320,서울특별시,도봉구,70-74세,14940,6952,7988
202002,11320,서울특별시,도봉구,70-74세,15056,6995,8061
202003,11320,서울특별시,도봉구,70-74세,15135,7051,8084
202004,11320,서울특별시,도봉구,70-74세,15174,7045,8129
202005,11320,서울특별시,도봉구,70-74세,15218,7078,8140
202006,11320,서울특별시,도봉구,70-74세,15270,7098,8172
202001,11320,서울특별시,도봉구,75-79세,12226,5523,6703
202002,11320,서울특별시,도봉구,75-79세,12141,5507,6634
202003,11320,서울특별시,도봉구,75-79세,12119,5481,6638
202004,11320,서울특별시,도봉구,75-79세,12174,5526,6648
202005,11320,서울특별시,도봉구,75-79세,12217,5523,6694
202006,11320,서울특별시,도봉구,75-79세,12257,5536,6721
202001,11320,서울특별시,도봉구,80-84세,7525,3019,4506
202002,11320,서울특별시,도봉구,80-84세,7604,3060,4544
202003,11320,서울특별시,도봉구,80-84세,7647,3101,4546
202004,11320,서울특별시,도봉구,80-84세,7662,3102,4560
202005,11320,서울특별시,도봉구,80-84세,7691,3125,4566
202006,11320,서울특별시,도봉구,80-84세,7701,3118,4583
202001,11320,서울특별시,도봉구,85-89세,3410,1119,2291
202002,11320,서울특별시,도봉구,85-89세,3454,1133,2321
202003,11320,서울특별시,도봉구,85-89세,3500,1144,2356
202004,11320,서울특별시,도봉구,85-89세,3533,1145,2388
202005,11320,서울특별시,도봉구,85-89세,3558,1153,2405
202006,11320,서울특별시,도봉구,85-89세,3559,1168,2391
202001,11320,서울특별시,도봉구,90-94세,1273,345,928
202002,11320,서울특별시,도봉구,90-94세,1278,344,934
202003,11320,서울특별시,도봉구,90-94세,1300,350,950
202004,11320,서울특별시,도봉구,90-94세,1304,359,945
202005,11320,서울특별시,도봉구,90-94세,1305,361,944
202006,11320,서울특별시,도봉구,90-94세,1315,362,953
202001,11320,서울특별시,도봉구,95-99세,315,87,228
202002,11320,서울특별시,도봉구,95-99세,314,88,226
202003,11320,서울특별시,도봉구,95-99세,311,84,227
202004,11320,서울특별시,도봉구,95-99세,316,82,234
202005,11320,서울특별시,도봉구,95-99세,314,81,233
202006,11320,서울특별시,도봉구,95-99세,313,80,233
202001,11320,서울특별시,도봉구,100+,164,41,123
202002,11320,서울특별시,도봉구,100+,166,40,126
202003,11320,서울특별시,도봉구,100+,166,42,124
202004,11320,서울특별시,도봉구,100+,166,43,123
202005,11320,서울특별시,도봉구,100+,170,45,125
202006,11320,서울특별시,도봉구,100+,172,46,126
202001,11350,서울특별시,노원구,0-4세,15185,7814,7371
202002,11350,서울특별시,노원구,0-4세,15060,7723,7337
202003,11350,서울특별시,노원구,0-4세,14897,7636,7261
202004,11350,서울특별시,노원구,0-4세,14735,7547,7188
202005,11350,서울특별시,노원구,0-4세,14617,7481,7136
202006,11350,서울특별시,노원구,0-4세,14495,7419,7076
202001,11350,서울특별시,노원구,5-9세,20479,10551,9928
202002,11350,서울특별시,노원구,5-9세,20527,10590,9937
202003,11350,서울특별시,노원구,5-9세,20496,10587,9909
202004,11350,서울특별시,노원구,5-9세,20417,10559,9858
202005,11350,서울특별시,노원구,5-9세,20372,10557,9815
202006,11350,서울특별시,노원구,5-9세,20308,10522,9786
202001,11350,서울특별시,노원구,10-14세,24621,12785,11836
202002,11350,서울특별시,노원구,10-14세,24641,12796,11845
