기준연월,시군구코드,광역시도명,시군구명,5세단위구분,총인구수,남성인구수,여성인구수
202001,11110,서울특별시,종로구,0-4세,3527,1765,1762
202002,11110,서울특별시,종로구,0-4세,3498,1752,1746
202003,11110,서울특별시,종로구,0-4세,3441,1728,1713
202004,11110,서울특별시,종로구,0-4세,3402,1705,1697
202005,11110,서울특별시,종로구,0-4세,3368,1691,1677
202006,11110,서울특별시,종로구,0-4세,3346,1683,1663
202001,11110,서울특별시,종로구,5-9세,4655,2363,2292
202002,11110,서울특별시,종로구,5-9세,4632,2340,2292
202003,11110,서울특별시,종로구,5-9세,4618,2342,2276
202004,11110,서울특별시,종로구,5-9세,4606,2337,2269
202005,11110,서울특별시,종로구,5-9세,4580,2330,2250
202006,11110,서울특별시,종로구,5-9세,4550,2313,2237
202001,11110,서울특별시,종로구,10-14세,5170,2624,2546
202002,11110,서울특별시,종로구,10-14세,5150,2636,2514
202003,11110,서울특별시,종로구,10-14세,5124,2611,2513
202004,11110,서울특별시,종로구,10-14세,5084,2591,2493
202005,11110,서울특별시,종로구,10-14세,5087,2575,2512
202006,11110,서울특별시,종로구,10-14세,5091,2581,2510
202001,11110,서울특별시,종로구,15-19세,6544,3274,3270
202002,11110,서울특별시,종로구,15-19세,6502,3251,3251
202003,11110,서울특별시,종로구,15-19세,6446,3216,3230
202004,11110,서울특별시,종로구,15-19세,6395,3199,3196
202005,11110,서울특별시,종로구,15-19세,6281,3159,3122
202006,11110,서울특별시,종로구,15-19세,6218,3124,3094
202001,11110,서울특별시,종로구,20-24세,10850,5148,5702
202002,11110,서울특별시,종로구,20-24세,10838,5132,5706
202003,11110,서울특별시,종로구,20-24세,10887,5136,5751
202004,11110,서울특별시,종로구,20-24세,10830,5102,5728
202005,11110,서울특별시,종로구,20-24세,10785,5075,5710
202006,11110,서울특별시,종로구,20-24세,10710,5026,5684
202001,11110,서울특별시,종로구,25-29세,12592,6473,6119
202002,11110,서울특별시,종로구,25-29세,12598,6445,6153
202003,11110,서울특별시,종로구,25-29세,12585,6459,6126
202004,11110,서울특별시,종로구,25-29세,12615,6463,6152
202005,11110,서울특별시,종로구,25-29세,12647,6493,6154
202006,11110,서울특별시,종로구,25-29세,12736,6538,6198
202001,11110,서울특별시,종로구,30-34세,10142,5060,5082
202002,11110,서울특별시,종로구,30-34세,10094,5066,5028
202003,11110,서울특별시,종로구,30-34세,10090,5062,5028
202004,11110,서울특별시,종로구,30-34세,10123,5102,5021
202005,11110,서울특별시,종로구,30-34세,10129,5084,5045
202006,11110,서울특별시,종로구,30-34세,10106,5066,5040
202001,11110,서울특별시,종로구,35-39세,10214,5021,5193
202002,11110,서울특별시,종로구,35-39세,10231,5015,5216
202003,11110,서울특별시,종로구,35-39세,10200,4994,5206
202004,11110,서울특별시,종로구,35-39세,10112,4978,5134
202005,11110,서울특별시,종로구,35-39세,10046,4949,5097
202006,11110,서울특별시,종로구,35-39세,10040,4957,5083
202001,11110,서울특별시,종로구,40-44세,9973,4800,5173
202002,11110,서울특별시,종로구,40-44세,9963,4813,5150
202003,11110,서울특별시,종로구,40-44세,9908,4796,5112
202004,11110,서울특별시,종로구,40-44세,9929,4782,5147
202005,11110,서울특별시,종로구,40-44세,9895,4749,5146
202006,11110,서울특별시,종로구,40-44세,9888,4734,5154
202001,11110,서울특별시,종로구,45-49세,13057,6390,6667
202002,11110,서울특별시,종로구,45-49세,13088,6413,6675
202003,11110,서울특별시,종로구,45-49세,13027,6383,6644
202004,11110,서울특별시,종로구,45-49세,12919,6334,6585
202005,11110,서울특별시,종로구,45-49세,12825,6301,6524
202006,11110,서울특별시,종로구,45-49세,12753,6275,6478
202001,11110,서울특별시,종로구,50-54세,12821,6383,6438
202002,11110,서울특별시,종로구,50-54세,12812,6365,6447
202003,11110,서울특별시,종로구,50-54세,12835,6385,6450
202004,11110,서울특별시,종로구,50-54세,12853,6381,6472
202005,11110,서울특별시,종로구,50-54세,12905,6397,6508
202006,11110,서울특별시,종로구,50-54세,12886,6382,6504
202001,11110,서울특별시,종로구,55-59세,12889,6553,6336
202002,11110,서울특별시,종로구,55-59세,12891,6554,6337
202003,11110,서울특별시,종로구,55-59세,12901,6550,6351
202004,11110,서울특별시,종로구,55-59세,12874,6552,6322
202005,11110,서울특별시,종로구,55-59세,12858,6550,6308
202006,11110,서울특별시,종로구,55-59세,12776,6525,6251
202001,11110,서울특별시,종로구,60-64세,11279,5693,5586
202002,11110,서울특별시,종로구,60-64세,11362,5710,5652
202003,11110,서울특별시,종로구,60-64세,11300,5707,5593
202004,11110,서울특별시,종로구,60-64세,11297,5693,5604
202005,11110,서울특별시,종로구,60-64세,11293,5697,5596
202006,11110,서울특별시,종로구,60-64세,11297,5685,5612
202001,11110,서울특별시,종로구,65-69세,7957,3847,4110
202002,11110,서울특별시,종로구,65-69세,8021,3895,4126
202003,11110,서울특별시,종로구,65-69세,8189,3976,4213
202004,11110,서울특별시,종로구,65-69세,8196,3967,4229
202005,11110,서울특별시,종로구,65-69세,8217,3980,4237
202006,11110,서울특별시,종로구,65-69세,8259,4005,4254
202001,11110,서울특별시,종로구,70-74세,6722,2994,3728
202002,11110,서울특별시,종로구,70-74세,6729,3009,3720
202003,11110,서울특별시,종로구,70-74세,6720,3014,3706
202004,11110,서울특별시,종로구,70-74세,6708,3014,3694
202005,11110,서울특별시,종로구,70-74세,6672,3005,3667
202006,11110,서울특별시,종로구,70-74세,6681,3015,3666
202001,11110,서울특별시,종로구,75-79세,5841,2576,3265
202002,11110,서울특별시,종로구,75-79세,5868,2592,3276
202003,11110,서울특별시,종로구,75-79세,5860,2585,3275
202004,11110,서울특별시,종로구,75-79세,5871,2583,3288
202005,11110,서울특별시,종로구,75-79세,5899,2595,3304
202006,11110,서울특별시,종로구,75-79세,5914,2597,3317
202001,11110,서울특별시,종로구,80-84세,3859,1598,2261
202002,11110,서울특별시,종로구,80-84세,3854,1591,2263
202003,11110,서울특별시,종로구,80-84세,3894,1613,2281
202004,11110,서울특별시,종로구,80-84세,3916,1624,2292
202005,11110,서울특별시,종로구,80-84세,3903,1614,2289
202006,11110,서울특별시,종로구,80-84세,3892,1612,2280
202001,11110,서울특별시,종로구,85-89세,1846,685,1161
202002,11110,서울특별시,종로구,85-89세,1893,707,1186
202003,11110,서울특별시,종로구,85-89세,1898,699,1199
202004,11110,서울특별시,종로구,85-89세,1898,706,1192
202005,11110,서울특별시,종로구,85-89세,1922,711,1211
202006,11110,서울특별시,종로구,85-89세,1920,710,1210
202001,11110,서울특별시,종로구,90-94세,741,243,498
202002,11110,서울특별시,종로구,90-94세,744,244,500
202003,11110,서울특별시,종로구,90-94세,753,249,504
202004,11110,서울특별시,종로구,90-94세,760,248,512
202005,11110,서울특별시,종로구,90-94세,761,247,514
202006,11110,서울특별시,종로구,90-94세,770,255,515
202001,11110,서울특별시,종로구,95-99세,277,113,164
202002,11110,서울특별시,종로구,95-99세,282,114,168
202003,11110,서울특별시,종로구,95-99세,280,113,167
202004,11110,서울특별시,종로구,95-99세,285,115,170
202005,11110,서울특별시,종로구,95-99세,283,117,166
202006,11110,서울특별시,종로구,95-99세,283,117,166
202001,11110,서울특별시,종로구,100+,259,85,174
202002,11110,서울특별시,종로구,100+,259,85,174
202003,11110,서울특별시,종로구,100+,261,86,175
202004,11110,서울특별시,종로구,100+,263,87,176
202005,11110,서울특별시,종로구,100+,267,88,179
202006,11110,서울특별시,종로구,100+,267,88,179
202001,11140,서울특별시,중구,0-4세,3646,1856,1790
202002,11140,서울특별시,중구,0-4세,3619,1835,1784
202003,11140,서울특별시,중구,0-4세,3561,1806,1755
202004,11140,서울특별시,중구,0-4세,3507,1775,1732
202005,11140,서울특별시,중구,0-4세,3469,1754,1715
202006,11140,서울특별시,중구,0-4세,3449,1745,1704
202001,11140,서울특별시,중구,5-9세,3700,1886,1814
202002,11140,서울특별시,중구,5-9세,3642,1859,1783
202003,11140,서울특별시,중구,5-9세,3632,1846,1786
202004,11140,서울특별시,중구,5-9세,3644,1852,1792
202005,11140,서울특별시,중구,5-9세,3644,1856,1788
202006,11140,서울특별시,중구,5-9세,3648,1856,1792
202001,11140,서울특별시,중구,10-14세,3170,1581,1589
202002,11140,서울특별시,중구,10-14세,3120,1548,1572
202003,11140,서울특별시,중구,10-14세,3096,1545,1551
202004,11140,서울특별시,중구,10-14세,3110,1549,1561
202005,11140,서울특별시,중구,10-14세,3120,1563,1557
202006,11140,서울특별시,중구,10-14세,3108,1550,1558
202001,11140,서울특별시,중구,15-19세,4124,2128,1996
202002,11140,서울특별시,중구,15-19세,4161,2129,2032
202003,11140,서울특별시,중구,15-19세,4165,2103,2062
202004,11140,서울특별시,중구,15-19세,4115,2075,2040
202005,11140,서울특별시,중구,15-19세,4068,2046,2022
202006,11140,서울특별시,중구,15-19세,4023,2021,2002
202001,11140,서울특별시,중구,20-24세,7646,3590,4056
202002,11140,서울특별시,중구,20-24세,7707,3622,4085
202003,11140,서울특별시,중구,20-24세,7733,3615,4118
202004,11140,서울특별시,중구,20-24세,7779,3623,4156
202005,11140,서울특별시,중구,20-24세,7798,3626,4172
202006,11140,서울특별시,중구,20-24세,7784,3616,4168
202001,11140,서울특별시,중구,25-29세,10819,5352,5467
202002,11140,서울특별시,중구,25-29세,10785,5341,5444
202003,11140,서울특별시,중구,25-29세,10802,5344,5458
202004,11140,서울특별시,중구,25-29세,10763,5306,5457
202005,11140,서울특별시,중구,25-29세,10766,5295,5471
202006,11140,서울특별시,중구,25-29세,10781,5295,5486
202001,11140,서울특별시,중구,30-34세,10193,5098,5095
202002,11140,서울특별시,중구,30-34세,10196,5108,5088
202003,11140,서울특별시,중구,30-34세,10192,5082,5110
202004,11140,서울특별시,중구,30-34세,10145,5051,5094
202005,11140,서울특별시,중구,30-34세,10156,5046,5110
202006,11140,서울특별시,중구,30-34세,10186,5052,5134
202001,11140,서울특별시,중구,35-39세,10382,5207,5175
202002,11140,서울특별시,중구,35-39세,10314,5182,5132
202003,11140,서울특별시,중구,35-39세,10226,5149,5077
202004,11140,서울특별시,중구,35-39세,10239,5158,5081
202005,11140,서울특별시,중구,35-39세,10200,5162,5038
202006,11140,서울특별시,중구,35-39세,10207,5167,5040
202001,11140,서울특별시,중구,40-44세,8719,4519,4200
202002,11140,서울특별시,중구,40-44세,8744,4545,4199
202003,11140,서울특별시,중구,40-44세,8732,4519,4213
202004,11140,서울특별시,중구,40-44세,8712,4503,4209
202005,11140,서울특별시,중구,40-44세,8740,4507,4233
202006,11140,서울특별시,중구,40-44세,8717,4501,4216
202001,11140,서울특별시,중구,45-49세,9832,4931,4901
202002,11140,서울특별시,중구,45-49세,9829,4916,4913
202003,11140,서울특별시,중구,45-49세,9775,4910,4865
202004,11140,서울특별시,중구,45-49세,9745,4907,4838
202005,11140,서울특별시,중구,45-49세,9713,4881,4832
202006,11140,서울특별시,중구,45-49세,9671,4850,4821
202001,11140,서울특별시,중구,50-54세,10235,5228,5007
202002,11140,서울특별시,중구,50-54세,10259,5247,5012
202003,11140,서울특별시,중구,50-54세,10274,5242,5032
202004,11140,서울특별시,중구,50-54세,10312,5265,5047
202005,11140,서울특별시,중구,50-54세,10314,5274,5040
202006,11140,서울특별시,중구,50-54세,10339,5292,5047
202001,11140,서울특별시,중구,55-59세,10697,5421,5276
202002,11140,서울특별시,중구,55-59세,10723,5426,5297
202003,11140,서울특별시,중구,55-59세,10708,5427,5281
202004,11140,서울특별시,중구,55-59세,10678,5413,5265
202005,11140,서울특별시,중구,55-59세,10659,5404,5255
202006,11140,서울특별시,중구,55-59세,10600,5371,5229
202001,11140,서울특별시,중구,60-64세,9923,4989,4934
202002,11140,서울특별시,중구,60-64세,9903,4985,4918
202003,11140,서울특별시,중구,60-64세,9831,4948,4883
202004,11140,서울특별시,중구,60-64세,9852,4947,4905
202005,11140,서울특별시,중구,60-64세,9853,4944,4909
202006,11140,서울특별시,중구,60-64세,9884,4970,4914
202001,11140,서울특별시,중구,65-69세,7093,3497,3596
202002,11140,서울특별시,중구,65-69세,7167,3523,3644
202003,11140,서울특별시,중구,65-69세,7283,3565,3718
202004,11140,서울특별시,중구,65-69세,7286,3570,3716
202005,11140,서울특별시,중구,65-69세,7310,3588,3722
202006,11140,서울특별시,중구,65-69세,7344,3598,3746
202001,11140,서울특별시,중구,70-74세,5697,2595,3102
202002,11140,서울특별시,중구,70-74세,5699,2597,3102
202003,11140,서울특별시,중구,70-74세,5729,2610,3119
202004,11140,서울특별시,중구,70-74세,5738,2620,3118
202005,11140,서울특별시,중구,70-74세,5775,2636,3139
202006,11140,서울특별시,중구,70-74세,5761,2621,3140
202001,11140,서울특별시,중구,75-79세,4710,2056,2654
202002,11140,서울특별시,중구,75-79세,4721,2074,2647
202003,11140,서울특별시,중구,75-79세,4742,2096,2646
202004,11140,서울특별시,중구,75-79세,4778,2111,2667
202005,11140,서울특별시,중구,75-79세,4795,2108,2687
202006,11140,서울특별시,중구,75-79세,4840,2129,2711
202001,11140,서울특별시,중구,80-84세,3065,1213,1852
202002,11140,서울특별시,중구,80-84세,3106,1215,1891
202003,11140,서울특별시,중구,80-84세,3115,1214,1901
202004,11140,서울특별시,중구,80-84세,3121,1221,1900
202005,11140,서울특별시,중구,80-84세,3131,1236,1895
202006,11140,서울특별시,중구,80-84세,3135,1244,1891
202001,11140,서울특별시,중구,85-89세,1515,479,1036
202002,11140,서울특별시,중구,85-89세,1521,491,1030
202003,11140,서울특별시,중구,85-89세,1533,494,1039
202004,11140,서울특별시,중구,85-89세,1549,500,1049
202005,11140,서울특별시,중구,85-89세,1555,494,1061
202006,11140,서울특별시,중구,85-89세,1560,495,1065
202001,11140,서울특별시,중구,90-94세,642,200,442
202002,11140,서울특별시,중구,90-94세,651,202,449
202003,11140,서울특별시,중구,90-94세,652,205,447
202004,11140,서울특별시,중구,90-94세,653,204,449
202005,11140,서울특별시,중구,90-94세,657,206,451
202006,11140,서울특별시,중구,90-94세,660,204,456
202001,11140,서울특별시,중구,95-99세,199,55,144
202002,11140,서울특별시,중구,95-99세,197,54,143
202003,11140,서울특별시,중구,95-99세,199,55,144
202004,11140,서울특별시,중구,95-99세,203,56,147
202005,11140,서울특별시,중구,95-99세,201,57,144
202006,11140,서울특별시,중구,95-99세,198,56,142
202001,11140,서울특별시,중구,100+,194,65,129
202002,11140,서울특별시,중구,100+,195,65,130
202003,11140,서울특별시,중구,100+,195,64,131
202004,11140,서울특별시,중구,100+,197,64,133
202005,11140,서울특별시,중구,100+,196,64,132
202006,11140,서울특별시,중구,100+,197,64,133
202001,11170,서울특별시,용산구,0-4세,6801,3528,3273
202002,11170,서울특별시,용산구,0-4세,6758,3505,3253
202003,11170,서울특별시,용산구,0-4세,6729,3496,3233
202004,11170,서울특별시,용산구,0-4세,6690,3482,3208
202005,11170,서울특별시,용산구,0-4세,6650,3474,3176
202006,11170,서울특별시,용산구,0-4세,6581,3439,3142
202001,11170,서울특별시,용산구,5-9세,7326,3779,3547
202002,11170,서울특별시,용산구,5-9세,7335,3789,3546
202003,11170,서울특별시,용산구,5-9세,7325,3773,3552
202004,11170,서울특별시,용산구,5-9세,7319,3766,3553
202005,11170,서울특별시,용산구,5-9세,7318,3757,3561
202006,11170,서울특별시,용산구,5-9세,7330,3756,3574
202001,11170,서울특별시,용산구,10-14세,7326,3714,3612
202002,11170,서울특별시,용산구,10-14세,7255,3668,3587
202003,11170,서울특별시,용산구,10-14세,7238,3632,3606
202004,11170,서울특별시,용산구,10-14세,7215,3610,3605
202005,11170,서울특별시,용산구,10-14세,7216,3620,3596
202006,11170,서울특별시,용산구,10-14세,7212,3633,3579
202001,11170,서울특별시,용산구,15-19세,9069,4676,4393
202002,11170,서울특별시,용산구,15-19세,9059,4667,4392
202003,11170,서울특별시,용산구,15-19세,8981,4625,4356
202004,11170,서울특별시,용산구,15-19세,8887,4578,4309
202005,11170,서울특별시,용산구,15-19세,8795,4522,4273
202006,11170,서울특별시,용산구,15-19세,8752,4481,4271
202001,11170,서울특별시,용산구,20-24세,13776,6497,7279
202002,11170,서울특별시,용산구,20-24세,13809,6478,7331
202003,11170,서울특별시,용산구,20-24세,13806,6474,7332
202004,11170,서울특별시,용산구,20-24세,13786,6472,7314
202005,11170,서울특별시,용산구,20-24세,13780,6457,7323
202006,11170,서울특별시,용산구,20-24세,13806,6486,7320
202001,11170,서울특별시,용산구,25-29세,19215,9368,9847
202002,11170,서울특별시,용산구,25-29세,19227,9378,9849
202003,11170,서울특별시,용산구,25-29세,19322,9385,9937
202004,11170,서울특별시,용산구,25-29세,19383,9428,9955
202005,11170,서울특별시,용산구,25-29세,19410,9404,10006
202006,11170,서울특별시,용산구,25-29세,19461,9416,10045
202001,11170,서울특별시,용산구,30-34세,18635,9241,9394
202002,11170,서울특별시,용산구,30-34세,18782,9310,9472
202003,11170,서울특별시,용산구,30-34세,18756,9311,9445
202004,11170,서울특별시,용산구,30-34세,18749,9306,9443
202005,11170,서울특별시,용산구,30-34세,18836,9354,9482
202006,11170,서울특별시,용산구,30-34세,18872,9355,9517
202001,11170,서울특별시,용산구,35-39세,19451,9760,9691
202002,11170,서울특별시,용산구,35-39세,19415,9718,9697
202003,11170,서울특별시,용산구,35-39세,19390,9702,9688
202004,11170,서울특별시,용산구,35-39세,19315,9684,9631
202005,11170,서울특별시,용산구,35-39세,19293,9649,9644
202006,11170,서울특별시,용산구,35-39세,19252,9641,9611
202001,11170,서울특별시,용산구,40-44세,16613,8164,8449
202002,11170,서울특별시,용산구,40-44세,16665,8204,8461
202003,11170,서울특별시,용산구,40-44세,16667,8221,8446
202004,11170,서울특별시,용산구,40-44세,16643,8178,8465
202005,11170,서울특별시,용산구,40-44세,16665,8196,8469
202006,11170,서울특별시,용산구,40-44세,16704,8201,8503
202001,11170,서울특별시,용산구,45-49세,19650,9694,9956
202002,11170,서울특별시,용산구,45-49세,19568,9645,9923
202003,11170,서울특별시,용산구,45-49세,19459,9569,9890
202004,11170,서울특별시,용산구,45-49세,19399,9556,9843
202005,11170,서울특별시,용산구,45-49세,19293,9495,9798
202006,11170,서울특별시,용산구,45-49세,19230,9450,9780
202001,11170,서울특별시,용산구,50-54세,18557,9161,9396
202002,11170,서울특별시,용산구,50-54세,18640,9210,9430
202003,11170,서울특별시,용산구,50-54세,18652,9198,9454
202004,11170,서울특별시,용산구,50-54세,18666,9199,9467
202005,11170,서울특별시,용산구,50-54세,18696,9213,9483
202006,11170,서울특별시,용산구,50-54세,18709,9239,9470
202001,11170,서울특별시,용산구,55-59세,18038,8942,9096
202002,11170,서울특별시,용산구,55-59세,18048,8925,9123
202003,11170,서울특별시,용산구,55-59세,18007,8950,9057
202004,11170,서울특별시,용산구,55-59세,18003,8955,9048
202005,11170,서울특별시,용산구,55-59세,18004,8970,9034
202006,11170,서울특별시,용산구,55-59세,17949,8945,9004
202001,11170,서울특별시,용산구,60-64세,16330,7860,8470
202002,11170,서울특별시,용산구,60-64세,16373,7906,8467
202003,11170,서울특별시,용산구,60-64세,16300,7876,8424
202004,11170,서울특별시,용산구,60-64세,16297,7888,8409
202005,11170,서울특별시,용산구,60-64세,16314,7880,8434
202006,11170,서울특별시,용산구,60-64세,16408,7919,8489
202001,11170,서울특별시,용산구,65-69세,11269,5234,6035
202002,11170,서울특별시,용산구,65-69세,11343,5259,6084
202003,11170,서울특별시,용산구,65-69세,11508,5332,6176
202004,11170,서울특별시,용산구,65-69세,11566,5372,6194
202005,11170,서울특별시,용산구,65-69세,11605,5386,6219
202006,11170,서울특별시,용산구,65-69세,11642,5398,6244
202001,11170,서울특별시,용산구,70-74세,9277,4062,5215
202002,11170,서울특별시,용산구,70-74세,9292,4079,5213
202003,11170,서울특별시,용산구,70-74세,9306,4079,5227
202004,11170,서울특별시,용산구,70-74세,9286,4077,5209
202005,11170,서울특별시,용산구,70-74세,9300,4081,5219
202006,11170,서울특별시,용산구,70-74세,9307,4093,5214
202001,11170,서울특별시,용산구,75-79세,7915,3373,4542
202002,11170,서울특별시,용산구,75-79세,7915,3371,4544
202003,11170,서울특별시,용산구,75-79세,7890,3374,4516
202004,11170,서울특별시,용산구,75-79세,7892,3369,4523
202005,11170,서울특별시,용산구,75-79세,7905,3377,4528
202006,11170,서울특별시,용산구,75-79세,7895,3366,4529
202001,11170,서울특별시,용산구,80-84세,5559,2116,3443
202002,11170,서울특별시,용산구,80-84세,5566,2107,3459
202003,11170,서울특별시,용산구,80-84세,5573,2094,3479
202004,11170,서울특별시,용산구,80-84세,5570,2094,3476
202005,11170,서울특별시,용산구,80-84세,5590,2109,3481
202006,11170,서울특별시,용산구,80-84세,5583,2114,3469
202001,11170,서울특별시,용산구,85-89세,2687,951,1736
202002,11170,서울특별시,용산구,85-89세,2710,961,1749
202003,11170,서울특별시,용산구,85-89세,2736,977,1759
202004,11170,서울특별시,용산구,85-89세,2766,988,1778
202005,11170,서울특별시,용산구,85-89세,2791,995,1796
202006,11170,서울특별시,용산구,85-89세,2793,991,1802
202001,11170,서울특별시,용산구,90-94세,1132,325,807
202002,11170,서울특별시,용산구,90-94세,1144,331,813
202003,11170,서울특별시,용산구,90-94세,1151,333,818
202004,11170,서울특별시,용산구,90-94세,1153,334,819
202005,11170,서울특별시,용산구,90-94세,1157,335,822
202006,11170,서울특별시,용산구,90-94세,1165,338,827
202001,11170,서울특별시,용산구,95-99세,402,157,245
202002,11170,서울특별시,용산구,95-99세,411,160,251
202003,11170,서울특별시,용산구,95-99세,420,162,258
202004,11170,서울특별시,용산구,95-99세,419,163,256
202005,11170,서울특별시,용산구,95-99세,410,158,252
202006,11170,서울특별시,용산구,95-99세,417,162,255
202001,11170,서울특별시,용산구,100+,357,99,258
202002,11170,서울특별시,용산구,100+,362,102,260
202003,11170,서울특별시,용산구,100+,363,104,259
202004,11170,서울특별시,용산구,100+,365,105,260
202005,11170,서울특별시,용산구,100+,365,105,260
202006,11170,서울특별시,용산구,100+,363,104,259
202001,11200,서울특별시,성동구,0-4세,11055,5690,5365
202002,11200,서울특별시,성동구,0-4세,10937,5624,5313
202003,11200,서울특별시,성동구,0-4세,10762,5533,5229
202004,11200,서울특별시,성동구,0-4세,10638,5485,5153
202005,11200,서울특별시,성동구,0-4세,10578,5443,5135
202006,11200,서울특별시,성동구,0-4세,10526,5414,5112
202001,11200,서울특별시,성동구,5-9세,10760,5476,5284
202002,11200,서울특별시,성동구,5-9세,10604,5391,5213
202003,11200,서울특별시,성동구,5-9세,10602,5377,5225
202004,11200,서울특별시,성동구,5-9세,10597,5359,5238
202005,11200,서울특별시,성동구,5-9세,10555,5358,5197
202006,11200,서울특별시,성동구,5-9세,10583,5364,5219
202001,11200,서울특별시,성동구,10-14세,9528,4853,4675
202002,11200,서울특별시,성동구,10-14세,9458,4825,4633
202003,11200,서울특별시,성동구,10-14세,9430,4846,4584
202004,11200,서울특별시,성동구,10-14세,9398,4829,4569
202005,11200,서울특별시,성동구,10-14세,9397,4809,4588
202006,11200,서울특별시,성동구,10-14세,9379,4815,4564
202001,11200,서울특별시,성동구,15-19세,11774,5795,5979
202002,11200,서울특별시,성동구,15-19세,11765,5769,5996
202003,11200,서울특별시,성동구,15-19세,11712,5745,5967
202004,11200,서울특별시,성동구,15-19세,11611,5692,5919
202005,11200,서울특별시,성동구,15-19세,11514,5633,5881
202006,11200,서울특별시,성동구,15-19세,11422,5581,5841
202001,11200,서울특별시,성동구,20-24세,20282,9871,10411
202002,11200,서울특별시,성동구,20-24세,20262,9900,10362
202003,11200,서울특별시,성동구,20-24세,20223,9852,10371
202004,11200,서울특별시,성동구,20-24세,20154,9810,10344
202005,11200,서울특별시,성동구,20-24세,20170,9790,10380
202006,11200,서울특별시,성동구,20-24세,20171,9766,10405
202001,11200,서울특별시,성동구,25-29세,25609,12867,12742
202002,11200,서울특별시,성동구,25-29세,25461,12778,12683
202003,11200,서울특별시,성동구,25-29세,25501,12831,12670
202004,11200,서울특별시,성동구,25-29세,25440,12798,12642
202005,11200,서울특별시,성동구,25-29세,25426,12824,12602
202006,11200,서울특별시,성동구,25-29세,25458,12805,12653
202001,11200,서울특별시,성동구,30-34세,24275,11657,12618
202002,11200,서울특별시,성동구,30-34세,24222,11622,12600
202003,11200,서울특별시,성동구,30-34세,24164,11605,12559
202004,11200,서울특별시,성동구,30-34세,24179,11617,12562
202005,11200,서울특별시,성동구,30-34세,24184,11586,12598
202006,11200,서울특별시,성동구,30-34세,24125,11539,12586
202001,11200,서울특별시,성동구,35-39세,26448,13343,13105
202002,11200,서울특별시,성동구,35-39세,26295,13283,13012
202003,11200,서울특별시,성동구,35-39세,26079,13133,12946
202004,11200,서울특별시,성동구,35-39세,25948,13027,12921
202005,11200,서울특별시,성동구,35-39세,25833,12971,12862
202006,11200,서울특별시,성동구,35-39세,25757,12959,12798
202001,11200,서울특별시,성동구,40-44세,22276,11261,11015
202002,11200,서울특별시,성동구,40-44세,22255,11256,10999
202003,11200,서울특별시,성동구,40-44세,22153,11226,10927
202004,11200,서울특별시,성동구,40-44세,22017,11165,10852
202005,11200,서울특별시,성동구,40-44세,21969,11156,10813
202006,11200,서울특별시,성동구,40-44세,22006,11154,10852
202001,11200,서울특별시,성동구,45-49세,24810,12383,12427
202002,11200,서울특별시,성동구,45-49세,24671,12256,12415
202003,11200,서울특별시,성동구,45-49세,24494,12159,12335
202004,11200,서울특별시,성동구,45-49세,24335,12089,12246
202005,11200,서울특별시,성동구,45-49세,24189,12000,12189
202006,11200,서울특별시,성동구,45-49세,24013,11915,12098
202001,11200,서울특별시,성동구,50-54세,24236,12004,12232
202002,11200,서울특별시,성동구,50-54세,24284,12070,12214
202003,11200,서울특별시,성동구,50-54세,24238,12039,12199
202004,11200,서울특별시,성동구,50-54세,24225,11995,12230
202005,11200,서울특별시,성동구,50-54세,24194,11983,12211
202006,11200,서울특별시,성동구,50-54세,24214,11983,12231
202001,11200,서울특별시,성동구,55-59세,24167,12198,11969
202002,11200,서울특별시,성동구,55-59세,24146,12198,11948
202003,11200,서울특별시,성동구,55-59세,24034,12124,11910
202004,11200,서울특별시,성동구,55-59세,23926,12066,11860
202005,11200,서울특별시,성동구,55-59세,23906,12060,11846
202006,11200,서울특별시,성동구,55-59세,23677,11928,11749
202001,11200,서울특별시,성동구,60-64세,21137,10423,10714
202002,11200,서울특별시,성동구,60-64세,21188,10435,10753
202003,11200,서울특별시,성동구,60-64세,21103,10406,10697
202004,11200,서울특별시,성동구,60-64세,21124,10417,10707
202005,11200,서울특별시,성동구,60-64세,21136,10432,10704
202006,11200,서울특별시,성동구,60-64세,21240,10485,10755
202001,11200,서울특별시,성동구,65-69세,14170,6711,7459
202002,11200,서울특별시,성동구,65-69세,14278,6745,7533
202003,11200,서울특별시,성동구,65-69세,14482,6851,7631
202004,11200,서울특별시,성동구,65-69세,14544,6893,7651
202005,11200,서울특별시,성동구,65-69세,14552,6872,7680
202006,11200,서울특별시,성동구,65-69세,14571,6879,7692
202001,11200,서울특별시,성동구,70-74세,11301,5080,6221
202002,11200,서울특별시,성동구,70-74세,11328,5110,6218
202003,11200,서울특별시,성동구,70-74세,11328,5114,6214
202004,11200,서울특별시,성동구,70-74세,11302,5099,6203
202005,11200,서울특별시,성동구,70-74세,11335,5134,6201
202006,11200,서울특별시,성동구,70-74세,11341,5148,6193
202001,11200,서울특별시,성동구,75-79세,9160,4022,5138
202002,11200,서울특별시,성동구,75-79세,9138,4003,5135
202003,11200,서울특별시,성동구,75-79세,9165,4021,5144
202004,11200,서울특별시,성동구,75-79세,9194,4037,5157
202005,11200,서울특별시,성동구,75-79세,9216,4045,5171
202006,11200,서울특별시,성동구,75-79세,9231,4038,5193
202001,11200,서울특별시,성동구,80-84세,5613,2212,3401
202002,11200,서울특별시,성동구,80-84세,5661,2231,3430
