광역시도명,시군구명,날짜,시간대별 시간,강수 유형명,습도값,강수량 값,기온값,풍속값,회,치킨,피자,아시안/양식,중식,족발/보쌈,야식,찜탕,도시락,패스트푸드
서울특별시,강북구,2020-01-01,0,없음,84,0,-4.3,0.6,0,9,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,10,없음,72,0,0.2,1,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,11,없음,73,0,0,0.4,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,12,없음,74,0,-0.2,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,13,없음,75,0,0,0.5,0,0,3,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,14,없음,76,0,-0.2,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,15,없음,75,0,-0.3,0.7,0,0,1,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,16,없음,75,0,-0.2,0.6,0,0,2,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,17,없음,76,0,0,0.8,0,0,1,0,1,0,0,0,0,0
서울특별시,강북구,2020-01-01,18,없음,77,0,0,0.5,0,0,6,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,20,없음,77,0,0,1,0,0,1,0,0,0,1,0,0,0
서울특별시,강북구,2020-01-01,21,없음,76,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-01,23,없음,73,0,0.2,0.4,0,0,3,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,10,없음,68,0,0.9,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,16,없음,69,0,0.6,1.2,1,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,17,없음,69,0,0.7,0.5,3,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,18,없음,69,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,19,없음,66,0,0.8,0.4,1,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,20,없음,64,0,1,0.3,0,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-01,21,없음,63,0,1.1,0.9,1,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,0,없음,80,0,-4.3,1.2,1,9,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,1,없음,82,0,-3.2,0.8,0,5,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,10,없음,72,0,-0.1,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,11,없음,73,0,-0.3,0.1,0,0,0,1,0,1,0,0,0,0
서울특별시,관악구,2020-01-01,12,없음,73,0,-0.3,0.5,0,1,1,1,0,1,0,0,0,0
서울특별시,관악구,2020-01-01,13,없음,76,0,-0.4,0.7,0,3,0,1,0,1,0,0,0,1
서울특별시,관악구,2020-01-01,14,없음,76,0,-0.5,0.9,0,0,1,1,1,1,0,0,0,0
서울특별시,관악구,2020-01-01,15,없음,76,0,-0.6,0.6,0,2,2,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,16,없음,76,0,-0.7,1,0,4,0,0,0,1,0,0,0,0
서울특별시,관악구,2020-01-01,17,없음,75,0,-0.6,1,1,8,1,0,0,0,0,0,1,0
서울특별시,관악구,2020-01-01,18,없음,74,0,-0.6,0.5,0,9,5,0,0,3,0,0,0,0
서울특별시,관악구,2020-01-01,19,없음,74,0,-0.6,0.2,0,10,2,2,0,1,0,0,0,0
서울특별시,관악구,2020-01-01,20,없음,74,0,-0.4,0.7,0,8,3,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,21,없음,75,0,-0.4,0.3,0,4,1,2,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,22,없음,68,0,0,0,0,9,2,1,0,0,0,0,0,0
서울특별시,관악구,2020-01-01,23,없음,68,0,0.4,0.7,0,11,0,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-01,0,없음,72,0,-3.2,1.3,0,25,9,0,0,10,4,1,0,0
서울특별시,구로구,2020-01-01,1,없음,75,0,-1.9,1.4,0,13,3,0,0,5,0,0,0,0
서울특별시,구로구,2020-01-01,2,없음,74,0,-0.7,1,0,4,1,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-01,9,없음,69,0,1,0.8,0,1,0,0,0,0,0,0,0,5
서울특별시,구로구,2020-01-01,10,없음,71,0,0.9,0.9,0,2,0,1,0,0,0,0,0,14
서울특별시,구로구,2020-01-01,11,없음,72,0,1.1,0.9,1,8,7,0,0,3,1,2,0,17
서울특별시,구로구,2020-01-01,12,없음,75,0,1.1,1,0,12,13,3,1,3,4,2,0,13
서울특별시,구로구,2020-01-01,13,없음,76,0,1.2,1,0,27,16,0,5,7,1,5,0,27
서울특별시,구로구,2020-01-01,14,없음,77,0,0.9,1.7,1,27,18,1,3,5,2,2,0,29
서울특별시,구로구,2020-01-01,15,없음,73,0,0.8,0.8,3,35,16,4,0,9,5,3,0,23
서울특별시,구로구,2020-01-01,16,없음,71,0,0.7,1.3,5,63,17,0,2,16,8,7,0,23
서울특별시,구로구,2020-01-01,17,없음,72,0,0.8,1.6,4,97,24,3,7,30,14,12,0,25
서울특별시,구로구,2020-01-01,18,없음,72,0,0.8,0.9,3,97,33,8,8,36,12,9,0,29
서울특별시,구로구,2020-01-01,19,없음,72,0,0.9,0.9,3,90,22,4,4,21,6,13,0,22
서울특별시,구로구,2020-01-01,20,없음,73,0,1,1.1,2,75,18,5,6,17,6,2,0,28
서울특별시,구로구,2020-01-01,21,없음,71,0,1.1,0.8,4,65,14,5,4,10,3,4,0,19
서울특별시,구로구,2020-01-01,22,없음,70,0,1.3,0.9,3,59,10,5,6,6,4,1,0,8
서울특별시,구로구,2020-01-01,23,없음,69,0,1.7,0.4,0,31,5,0,0,5,3,0,0,9
서울특별시,금천구,2020-01-01,0,없음,98,0,-4.5,0.7,0,18,1,0,0,4,18,1,0,0
서울특별시,금천구,2020-01-01,1,없음,98,0,-2.7,0.6,0,15,0,0,0,4,1,1,0,0
서울특별시,금천구,2020-01-01,10,없음,98,0,-1,1.1,0,0,0,0,0,0,0,0,0,0
서울특별시,금천구,2020-01-01,11,없음,98,0,-1,0.8,0,4,0,2,5,0,0,2,0,4
서울특별시,금천구,2020-01-01,12,없음,98,0,-1.1,1.2,0,3,1,3,9,1,1,1,0,7
서울특별시,금천구,2020-01-01,13,없음,98,0,-1,0.4,0,2,3,7,7,1,2,1,0,9
서울특별시,금천구,2020-01-01,14,없음,98,0,-0.9,0,0,4,4,8,3,0,3,2,0,11
서울특별시,금천구,2020-01-01,15,없음,98,0,-1.1,0.7,0,11,3,8,1,4,0,0,0,8
서울특별시,금천구,2020-01-01,16,없음,98,0,-0.9,0.4,0,6,0,4,8,9,4,2,0,6
서울특별시,금천구,2020-01-01,17,없음,98,0,-1,0.2,0,7,2,5,7,12,12,1,0,8
서울특별시,금천구,2020-01-01,18,없음,98,0,-0.7,0,0,10,5,6,9,14,8,2,0,13
서울특별시,금천구,2020-01-01,19,없음,98,0,-0.9,0.4,0,27,0,6,9,17,3,4,0,9
서울특별시,금천구,2020-01-01,20,없음,98,0,-1.1,1.2,0,16,6,4,4,9,2,1,0,4
서울특별시,금천구,2020-01-01,21,없음,98,0,-1.2,0.7,0,10,3,4,0,4,10,1,0,0
서울특별시,금천구,2020-01-01,22,없음,98,0,-0.6,0.1,0,11,1,4,0,7,5,0,0,3
서울특별시,금천구,2020-01-01,23,없음,98,0,0.1,0,0,7,1,0,0,5,2,0,0,0
서울특별시,동작구,2020-01-01,0,없음,80,0,-4.3,1.2,1,4,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,1,없음,82,0,-3.2,0.8,0,3,0,0,0,1,0,0,0,0
서울특별시,동작구,2020-01-01,2,없음,78,0,-2.1,1.3,0,4,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,9,없음,70,0,-0.2,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,10,없음,72,0,-0.1,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,11,없음,73,0,-0.3,0.1,0,2,1,1,0,1,0,0,0,0
서울특별시,동작구,2020-01-01,12,없음,73,0,-0.3,0.5,0,1,2,4,0,3,0,0,0,0
서울특별시,동작구,2020-01-01,13,없음,76,0,-0.4,0.7,0,3,1,2,0,1,0,0,0,0
서울특별시,동작구,2020-01-01,14,없음,76,0,-0.5,0.9,0,2,7,3,2,1,0,0,0,0
서울특별시,동작구,2020-01-01,15,없음,76,0,-0.6,0.6,0,6,2,0,0,1,0,0,0,0
서울특별시,동작구,2020-01-01,16,없음,76,0,-0.7,1,0,1,5,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,17,없음,75,0,-0.6,1,1,3,5,2,0,2,1,0,0,0
서울특별시,동작구,2020-01-01,18,없음,74,0,-0.6,0.5,0,9,16,4,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,19,없음,74,0,-0.6,0.2,0,9,5,2,0,1,0,0,0,0
서울특별시,동작구,2020-01-01,20,없음,74,0,-0.4,0.7,0,11,1,0,0,2,0,0,0,0
서울특별시,동작구,2020-01-01,21,없음,75,0,-0.4,0.3,0,5,2,1,0,4,0,0,0,0
서울특별시,동작구,2020-01-01,22,없음,68,0,0,0,0,4,1,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-01,23,없음,68,0,0.4,0.7,0,3,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,10,없음,68,0,-0.3,0.5,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,13,없음,70,0,-0.3,1.4,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,14,없음,70,0,-0.4,1.3,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,16,없음,69,0,-0.5,1.5,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,19,없음,66,0,-0.5,0.4,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,20,없음,64,0,-0.2,1.1,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-01,21,없음,63,0,-0.3,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,0,없음,78,0,-3.7,1.4,0,3,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,1,없음,84,0,-3.2,1.1,0,6,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,11,없음,71,0,-0.2,1.1,0,1,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,12,없음,72,0,0,0.8,0,3,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,13,없음,74,0,0,0.9,0,2,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,14,없음,71,0,-0.1,1.5,0,2,0,0,0,2,0,0,0,0
서울특별시,서초구,2020-01-01,15,없음,72,0,-0.2,1.2,0,2,3,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,17,없음,75,0,0,0.8,0,2,0,0,0,1,0,0,0,0
서울특별시,서초구,2020-01-01,18,없음,77,0,0,0.8,0,8,1,0,0,2,0,0,0,0
서울특별시,서초구,2020-01-01,19,없음,76,0,0,0.8,0,4,3,0,0,1,0,0,0,0
서울특별시,서초구,2020-01-01,20,없음,71,0,0,0.8,0,0,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-01,21,없음,72,0,0.3,0.8,0,1,0,0,0,1,0,0,0,0
서울특별시,서초구,2020-01-01,22,없음,73,0,0.6,0.9,0,3,0,0,0,1,0,0,0,0
서울특별시,서초구,2020-01-01,23,없음,66,0,1.2,1.2,0,2,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,0,없음,76,0,-3.5,0.9,0,1,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,11,없음,70,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,12,없음,70,0,0,0.5,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,13,없음,70,0,0.1,1.1,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,15,없음,70,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,16,없음,70,0,0,1.2,0,0,0,0,0,0,1,0,0,0
서울특별시,성북구,2020-01-01,17,없음,70,0,-0.1,1.2,0,0,0,0,1,0,0,0,0,0
서울특별시,성북구,2020-01-01,18,없음,69,0,0,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,19,없음,67,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,20,없음,67,0,0.7,0.3,0,0,0,0,0,0,0,0,0,0
서울특별시,성북구,2020-01-01,21,없음,67,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0
서울특별시,양천구,2020-01-01,0,없음,79,0,-2.6,1.4,0,0,0,0,0,0,1,0,0,0
서울특별시,양천구,2020-01-01,1,없음,80,0,-2.3,1.2,0,0,0,0,0,0,2,0,0,0
서울특별시,양천구,2020-01-01,11,없음,69,0,0.7,0,0,0,0,0,0,0,0,0,1,0
서울특별시,양천구,2020-01-01,12,없음,70,0,1.2,1.2,0,0,1,0,0,1,0,0,0,3
서울특별시,양천구,2020-01-01,13,없음,70,0,1,0.5,0,0,1,0,0,1,0,0,0,1
서울특별시,양천구,2020-01-01,14,없음,70,0,1,0.6,1,1,0,0,0,0,0,0,0,4
서울특별시,양천구,2020-01-01,15,없음,70,0,0.8,0.9,0,0,1,0,0,0,0,1,1,4
서울특별시,양천구,2020-01-01,16,없음,69,0,0.6,1.2,0,6,1,0,0,0,1,0,0,1
서울특별시,양천구,2020-01-01,17,없음,69,0,0.7,0.5,2,6,1,0,0,1,0,0,0,2
서울특별시,양천구,2020-01-01,18,없음,69,0,0.8,0.2,4,5,5,0,0,0,2,0,0,2
서울특별시,양천구,2020-01-01,19,없음,66,0,0.8,0.4,0,5,1,0,1,0,0,1,0,5
서울특별시,양천구,2020-01-01,20,없음,64,0,1,0.3,1,2,1,0,0,1,1,0,0,2
서울특별시,양천구,2020-01-01,21,없음,63,0,1.1,0.9,2,5,1,0,1,0,0,0,0,1
서울특별시,양천구,2020-01-01,22,없음,65,0,1.4,0.9,1,7,0,0,0,0,2,0,0,2
서울특별시,양천구,2020-01-01,23,없음,64,0,1.9,0.8,1,2,0,0,0,1,1,0,0,1
서울특별시,영등포구,2020-01-01,0,없음,79,0,-2.6,1.4,1,13,0,0,0,1,4,0,0,0
서울특별시,영등포구,2020-01-01,1,없음,80,0,-2.3,1.2,0,6,0,0,0,0,1,0,0,0
서울특별시,영등포구,2020-01-01,2,없음,74,0,-0.8,1.2,0,7,0,0,0,0,2,0,0,0
서울특별시,영등포구,2020-01-01,10,없음,68,0,0.9,0.7,0,0,0,0,0,0,0,0,0,1
서울특별시,영등포구,2020-01-01,11,없음,69,0,0.7,0,0,4,6,1,0,1,0,1,0,1
서울특별시,영등포구,2020-01-01,12,없음,70,0,1.2,1.2,0,7,8,5,0,3,0,1,0,1
서울특별시,영등포구,2020-01-01,13,없음,70,0,1,0.5,0,11,6,12,3,0,0,2,0,1
서울특별시,영등포구,2020-01-01,14,없음,70,0,1,0.6,0,8,6,8,2,1,1,0,0,1
서울특별시,영등포구,2020-01-01,15,없음,70,0,0.8,0.9,0,9,3,7,3,1,1,0,0,0
서울특별시,영등포구,2020-01-01,16,없음,69,0,0.6,1.2,1,14,4,3,0,2,1,1,0,7
서울특별시,영등포구,2020-01-01,17,없음,69,0,0.7,0.5,1,34,22,10,0,7,1,6,0,6
서울특별시,영등포구,2020-01-01,18,없음,69,0,0.8,0.2,1,48,8,11,5,5,2,2,0,6
서울특별시,영등포구,2020-01-01,19,없음,66,0,0.8,0.4,1,32,3,9,3,3,2,2,0,13
서울특별시,영등포구,2020-01-01,20,없음,64,0,1,0.3,1,27,6,5,3,4,0,1,0,2
서울특별시,영등포구,2020-01-01,21,없음,63,0,1.1,0.9,0,31,3,5,3,0,2,0,0,0
서울특별시,영등포구,2020-01-01,22,없음,65,0,1.4,0.9,0,21,4,5,0,2,2,1,0,0
서울특별시,영등포구,2020-01-01,23,없음,64,0,1.9,0.8,1,20,5,0,0,1,3,0,0,0
서울특별시,은평구,2020-01-01,0,없음,79,0,-4.2,1.3,7,15,0,0,0,12,0,0,0,0
서울특별시,은평구,2020-01-01,1,없음,80,0,-3,1.4,0,12,0,0,0,9,0,0,0,0
서울특별시,은평구,2020-01-01,10,없음,68,0,-0.3,0.5,0,0,0,1,0,0,0,1,0,0
서울특별시,은평구,2020-01-01,11,없음,69,0,-0.4,1.9,2,0,0,0,0,0,0,0,0,4
서울특별시,은평구,2020-01-01,12,없음,70,0,-0.4,1.6,2,1,0,0,0,1,0,1,0,0
서울특별시,은평구,2020-01-01,13,없음,70,0,-0.3,1.4,1,0,0,2,0,3,0,0,0,1
서울특별시,은평구,2020-01-01,14,없음,70,0,-0.4,1.3,2,6,0,0,0,2,0,1,0,1
서울특별시,은평구,2020-01-01,15,없음,70,0,-0.5,0.8,0,2,0,1,0,2,0,0,0,1
서울특별시,은평구,2020-01-01,16,없음,69,0,-0.5,1.5,9,13,0,1,0,3,0,2,0,3
서울특별시,은평구,2020-01-01,17,없음,69,0,-0.5,0.8,6,18,0,5,0,15,0,0,0,2
서울특별시,은평구,2020-01-01,18,없음,69,0,-0.4,1.2,8,42,0,2,0,19,0,2,0,4
서울특별시,은평구,2020-01-01,19,없음,66,0,-0.5,0.4,10,14,0,2,0,14,0,0,0,4
서울특별시,은평구,2020-01-01,20,없음,64,0,-0.2,1.1,12,13,0,2,0,6,0,1,0,4
서울특별시,은평구,2020-01-01,21,없음,63,0,-0.3,0.8,4,19,0,0,0,5,0,0,0,2
서울특별시,은평구,2020-01-01,22,없음,65,0,0,1.2,3,11,0,0,0,2,0,0,0,1
서울특별시,은평구,2020-01-01,23,없음,64,0,0.4,1.3,7,8,0,0,0,3,0,0,0,0
서울특별시,강남구,2020-01-02,11,없음,68,0,2.9,0.3,0,0,0,0,0,1,0,0,0,0
서울특별시,강남구,2020-01-02,12,없음,69,0,2.8,1.2,0,0,0,0,0,2,0,0,0,0
서울특별시,강남구,2020-01-02,13,없음,71,0,2.6,1.4,0,0,0,0,0,2,0,0,0,0
서울특별시,강북구,2020-01-02,0,없음,68,0,1.3,0.7,0,0,1,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,10,없음,70,0,1.6,1.1,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,11,없음,76,0,1.2,0.8,0,0,0,0,0,0,0,0,1,0
서울특별시,강북구,2020-01-02,14,없음,81,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,18,없음,84,0,-0.5,0.6,0,0,0,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,21,없음,85,0,-1.8,0.7,0,0,1,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,22,없음,86,0,-1.9,1.1,0,0,1,0,0,0,0,0,0,0
서울특별시,강북구,2020-01-02,23,없음,85,0,-1.9,1.2,0,0,1,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-02,13,없음,74,0,2.2,1.7,0,0,0,0,0,0,0,0,0,1
서울특별시,강서구,2020-01-02,19,없음,85,0,-0.8,0.4,1,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-02,22,없음,88,0,-1.2,0.4,1,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,0,없음,68,0,1.4,0.5,1,9,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,1,없음,65,0,2.5,0.3,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,2,없음,65,0,3.2,0.2,0,5,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,3,없음,66,0,3.3,0.8,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,8,없음,66,0,2.4,1.9,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,10,없음,71,0,1.4,1.3,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,11,없음,71,0,1.2,0.8,0,0,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,12,없음,72,0,1.2,0.9,0,0,0,1,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,13,없음,74,0,1.1,1.1,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,14,없음,77,0,0.4,1.3,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,15,없음,72,0,-0.5,0.8,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,16,없음,77,0,-0.8,1,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,17,없음,81,0,-1.4,0.5,0,3,1,1,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,18,없음,80,0,-1.5,0.9,0,4,1,1,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,19,없음,81,0,-1.9,0.2,0,6,5,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,20,없음,81,0,-2,0.3,0,3,2,1,0,0,0,0,0,0
서울특별시,관악구,2020-01-02,21,없음,84,0,-2.8,0.1,1,7,3,0,0,1,0,0,0,0
서울특별시,관악구,2020-01-02,22,없음,82,0,-2.6,0.3,0,6,2,0,0,0,0,0,0,1
서울특별시,관악구,2020-01-02,23,없음,75,0,-1.7,1,0,3,1,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-02,0,없음,65,0,2.4,0.7,0,12,2,0,0,5,0,1,0,0
서울특별시,구로구,2020-01-02,1,없음,62,0,3.2,0.6,0,4,2,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-02,2,없음,63,0,4,0.7,0,2,1,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-02,9,없음,71,0,3.3,0.9,0,0,0,0,0,0,0,0,0,1
서울특별시,구로구,2020-01-02,10,없음,75,0,3.1,1.5,0,0,0,0,0,0,0,0,0,9
서울특별시,구로구,2020-01-02,11,없음,78,0,3,1.4,0,0,3,1,2,1,0,0,3,18
서울특별시,구로구,2020-01-02,12,없음,82,0,2.5,0.8,0,15,7,1,6,4,1,2,0,23
서울특별시,구로구,2020-01-02,13,없음,85,0,2.3,0.9,0,6,8,2,1,3,0,1,2,22
서울특별시,구로구,2020-01-02,14,없음,82,0,1.3,1.4,0,17,6,2,2,2,1,3,0,10
서울특별시,구로구,2020-01-02,15,없음,76,0,1.3,2,0,14,6,4,3,3,1,0,0,12
서울특별시,구로구,2020-01-02,16,없음,77,0,0.7,1.5,1,26,8,0,3,4,2,3,0,13
서울특별시,구로구,2020-01-02,17,없음,82,0,0.7,0.9,0,42,9,3,1,12,5,4,0,18
서울특별시,구로구,2020-01-02,18,없음,85,0,-0.1,0.5,2,81,13,2,6,17,6,10,0,23
서울특별시,구로구,2020-01-02,19,없음,86,0,0.1,0.7,2,75,17,1,4,28,8,4,0,18
서울특별시,구로구,2020-01-02,20,없음,87,0,-0.4,0.6,3,57,14,0,4,12,3,3,1,23
서울특별시,구로구,2020-01-02,21,없음,89,0,-0.4,0.5,1,48,9,1,7,10,5,2,0,11
서울특별시,구로구,2020-01-02,22,없음,90,0,-0.6,0.5,0,36,4,1,3,8,3,6,0,9
서울특별시,구로구,2020-01-02,23,없음,90,0,0,0.7,0,34,10,0,5,5,2,0,0,10
서울특별시,금천구,2020-01-02,0,없음,97,0,1,0.1,0,5,0,0,0,0,1,0,0,0
서울특별시,금천구,2020-01-02,1,없음,97,0,1.9,0.3,0,5,0,0,0,1,0,0,0,0
서울특별시,금천구,2020-01-02,10,없음,98,0,0.7,1.3,0,0,0,0,0,0,0,0,0,1
서울특별시,금천구,2020-01-02,11,없음,98,0,0.5,0.5,0,2,1,0,0,1,0,1,0,3
서울특별시,금천구,2020-01-02,12,없음,98,0,0.7,0.6,0,6,2,1,3,0,0,1,0,10
서울특별시,금천구,2020-01-02,13,없음,98,0,0.5,0.6,0,2,0,3,3,1,0,0,0,4
서울특별시,금천구,2020-01-02,14,없음,98,0,0.4,2.6,0,1,1,2,0,1,1,0,0,6
서울특별시,금천구,2020-01-02,15,없음,98,0,-0.2,0.6,0,4,0,3,3,1,2,1,0,6
서울특별시,금천구,2020-01-02,16,없음,98,0,-1.8,0.1,0,3,0,1,1,0,3,0,0,2
서울특별시,금천구,2020-01-02,17,없음,98,0,-2.8,1.8,0,2,1,1,2,3,4,0,0,3
서울특별시,금천구,2020-01-02,18,없음,98,0,-3.1,1.6,0,11,2,3,5,12,11,5,1,4
서울특별시,금천구,2020-01-02,19,없음,98,0,-3.6,1.9,0,14,1,4,4,6,7,3,0,6
서울특별시,금천구,2020-01-02,20,없음,98,0,-4.1,1.7,0,12,4,3,4,6,6,1,0,3
서울특별시,금천구,2020-01-02,21,없음,93,0,-4.4,2.1,0,11,1,2,0,2,7,1,0,3
서울특별시,금천구,2020-01-02,22,없음,94,0,-4.6,1.9,0,10,0,0,0,7,5,0,0,3
서울특별시,금천구,2020-01-02,23,없음,83,0,-3.6,1.6,0,6,3,0,0,7,8,0,0,0
서울특별시,동작구,2020-01-02,0,없음,68,0,1.4,0.5,0,1,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,1,없음,65,0,2.5,0.3,0,2,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,2,없음,65,0,3.2,0.2,0,7,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,9,없음,70,0,1.9,1.3,0,1,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,10,없음,71,0,1.4,1.3,0,1,0,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,11,없음,71,0,1.2,0.8,0,2,1,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,12,없음,72,0,1.2,0.9,0,1,1,1,0,1,0,0,0,0
서울특별시,동작구,2020-01-02,13,없음,74,0,1.1,1.1,0,0,2,1,0,1,0,0,0,0
서울특별시,동작구,2020-01-02,14,없음,77,0,0.4,1.3,0,0,2,0,0,1,0,0,0,0
서울특별시,동작구,2020-01-02,15,없음,72,0,-0.5,0.8,0,1,1,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,16,없음,77,0,-0.8,1,0,1,3,0,0,2,0,0,0,0
서울특별시,동작구,2020-01-02,17,없음,81,0,-1.4,0.5,0,5,5,1,0,1,0,0,0,0
서울특별시,동작구,2020-01-02,18,없음,80,0,-1.5,0.9,1,7,8,2,0,7,0,0,0,0
서울특별시,동작구,2020-01-02,19,없음,81,0,-1.9,0.2,0,6,6,4,0,3,0,0,0,1
서울특별시,동작구,2020-01-02,20,없음,81,0,-2,0.3,0,5,6,0,0,1,0,1,0,0
서울특별시,동작구,2020-01-02,21,없음,84,0,-2.8,0.1,0,3,1,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-02,22,없음,82,0,-2.6,0.3,0,5,2,1,0,1,0,0,0,0
서울특별시,동작구,2020-01-02,23,없음,75,0,-1.7,1,2,3,1,0,0,0,0,0,0,0
서울특별시,마포구,2020-01-02,16,없음,83,0,-1.9,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-02,11,없음,72,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0
서울특별시,서대문구,2020-01-02,13,없음,74,0,-0.2,0.9,0,0,0,0,0,0,0,0,0,0
