광역시도명,시군구명,날짜,시간대별 시간,강수 유형명,습도값,강수량 값,기온값,풍속값,바람강도 유형명,동쪽서쪽바람유형명,풍향값,풍향카테고리명,한식,분식,카페/디저트,돈까스/일식,회,치킨,피자,아시안/양식,중식,족발/보쌈,야식,찜탕,도시락,패스트푸드
서울특별시,강서구,2020-01-24,16,없음,71,0,0.9,0.1,약,east,32,NNE,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-24,18,없음,67,0,1.4,0.4,약,east,64,ENE,1,0,1,0,0,0,0,0,0,0,1,0,0,0
서울특별시,강서구,2020-01-24,20,없음,72,0,2,0.5,약,east,358,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,강서구,2020-01-24,22,없음,69,0,2.1,0.3,약,east,9,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,0,없음,72,0,1.8,1,약,east,29,NNE,0,0,0,0,0,6,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,1,없음,66,0,3.5,1.1,약,east,290,WNW,0,0,0,0,0,3,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,2,없음,60,0,4.7,1.5,약,east,261,W,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,8,없음,59,0,4.6,0.8,약,east,291,WNW,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,11,없음,60,0,3.1,0,약,none,0,N,0,1,0,0,0,3,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,12,없음,65,0,2.1,0,약,none,0,N,0,3,1,0,0,2,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,13,없음,68,0,1.8,1.1,약,east,6,N,3,0,2,0,0,2,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,14,없음,70,0,1.2,0,약,none,0,N,0,3,0,0,0,5,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,15,없음,73,0,0.8,0.8,약,east,18,NNE,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,16,없음,75,0,0.9,1.2,약,east,5,N,1,0,1,0,0,6,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,17,없음,73,0,1.5,1.2,약,east,359,N,0,0,0,0,0,4,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,18,없음,75,0,1.3,1,약,east,68,ENE,1,0,1,0,0,6,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,19,없음,73,0,1.6,1.2,약,east,60,ENE,0,1,0,0,0,12,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,20,없음,75,0,1.4,0,약,none,0,N,0,0,0,0,0,10,2,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-24,21,없음,73,0,1.3,1.3,약,east,357,N,0,0,1,0,0,10,0,0,0,1,0,0,0,0
서울특별시,관악구,2020-01-24,22,없음,77,0,1,1,약,east,27,NNE,0,0,0,0,0,6,0,0,0,0,1,0,0,0
서울특별시,관악구,2020-01-24,23,없음,72,0,3,0.8,약,east,80,E,0,0,0,0,0,8,0,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-24,0,없음,78,0,3.3,1.2,약,east,351,N,1,3,1,3,0,13,3,0,0,8,2,0,0,0
서울특별시,구로구,2020-01-24,1,없음,68,0,5.2,1,약,east,351,N,1,1,2,1,0,5,3,0,0,1,1,0,0,0
서울특별시,구로구,2020-01-24,2,없음,62,0,5.9,1.2,약,east,12,NNE,0,0,0,1,0,4,1,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-24,9,없음,60,0,5.1,0.8,약,east,322,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,8
서울특별시,구로구,2020-01-24,10,없음,60,0,5,0.9,약,east,298,WNW,1,1,3,0,0,0,0,2,0,0,0,1,1,19
서울특별시,구로구,2020-01-24,11,없음,63,0,4.8,0.4,약,east,286,WNW,17,5,2,3,0,7,13,0,8,4,1,4,0,27
서울특별시,구로구,2020-01-24,12,없음,62,0,4.6,0.3,약,east,20,NNE,23,2,4,4,1,14,8,4,8,9,2,1,0,30
서울특별시,구로구,2020-01-24,13,없음,63,0,3.5,1.1,약,east,42,NE,16,10,14,2,0,13,10,3,6,4,0,1,1,20
서울특별시,구로구,2020-01-24,14,없음,68,0,3.6,0.8,약,east,44,NE,15,3,6,5,1,14,12,1,7,6,1,1,0,22
서울특별시,구로구,2020-01-24,15,없음,71,0,3.2,0,약,none,0,N,9,10,3,4,1,16,2,0,3,4,2,5,1,12
서울특별시,구로구,2020-01-24,16,없음,74,0,2.8,0,약,none,0,N,7,7,4,4,3,30,7,1,3,10,2,3,3,14
서울특별시,구로구,2020-01-24,17,없음,78,0,3.3,0,약,none,0,N,14,15,9,3,8,29,6,0,2,18,4,7,0,12
서울특별시,구로구,2020-01-24,18,없음,78,0,3.3,0.8,약,east,28,NNE,19,10,4,3,7,51,16,3,7,25,8,6,0,15
서울특별시,구로구,2020-01-24,19,없음,77,0,2.9,0.7,약,east,4,N,19,12,7,8,5,59,15,2,7,17,7,4,0,15
서울특별시,구로구,2020-01-24,20,없음,76,0,3,0.7,약,east,55,NE,17,11,6,5,2,43,9,0,3,15,10,2,0,11
서울특별시,구로구,2020-01-24,21,없음,76,0,3.1,1,약,east,43,NE,7,7,7,5,6,38,11,0,10,11,10,1,0,17
서울특별시,구로구,2020-01-24,22,없음,76,0,3.1,0.7,약,east,2,N,12,3,4,1,1,45,10,0,1,7,6,1,0,8
서울특별시,구로구,2020-01-24,23,없음,72,0,4.4,1.4,약,east,49,NE,5,3,3,1,1,26,7,1,0,4,4,0,0,11
서울특별시,금천구,2020-01-24,0,없음,63,0,2.1,2.1,약,east,352,N,0,0,0,0,0,7,1,0,0,1,4,0,0,0
서울특별시,금천구,2020-01-24,1,없음,45,0,4.1,1.2,약,east,348,NNW,0,0,0,0,0,7,0,0,0,4,2,0,0,0
서울특별시,금천구,2020-01-24,2,없음,51,0,5.6,1.5,약,east,333,NNW,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,금천구,2020-01-24,10,없음,60,0,0.3,2.1,약,east,204,SSW,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울특별시,금천구,2020-01-24,11,없음,50,0,-0.2,2.2,약,east,203,SSW,4,9,1,1,0,5,0,2,0,0,0,2,0,9
서울특별시,금천구,2020-01-24,12,없음,46,0,-0.6,2.2,약,east,203,SSW,5,9,1,2,0,7,0,4,2,0,0,3,0,8
서울특별시,금천구,2020-01-24,13,없음,50,0,-0.6,2.6,약,east,204,SSW,5,10,7,4,0,10,1,2,0,0,0,0,0,10
서울특별시,금천구,2020-01-24,14,없음,49,0,-0.7,2.2,약,east,202,SSW,1,10,5,2,0,10,0,3,0,2,2,2,0,7
서울특별시,금천구,2020-01-24,15,없음,54,0,-0.7,2.1,약,east,202,SSW,5,9,4,0,0,6,0,2,0,1,2,2,0,9
서울특별시,금천구,2020-01-24,16,없음,56,0,-0.9,1.9,약,east,198,SSW,2,12,4,0,0,3,0,1,0,1,1,1,0,3
서울특별시,금천구,2020-01-24,17,없음,68,0,-0.4,1,약,east,192,SSW,6,7,1,6,0,7,1,3,0,3,7,2,0,7
서울특별시,금천구,2020-01-24,18,없음,80,0,-0.4,1.6,약,east,198,SSW,4,8,1,3,0,17,0,2,1,4,14,2,0,3
서울특별시,금천구,2020-01-24,19,없음,82,0,-0.9,1.9,약,east,199,SSW,7,9,2,0,0,18,0,4,1,5,9,3,0,8
서울특별시,금천구,2020-01-24,20,없음,86,0,-0.7,1.9,약,east,205,SSW,3,11,1,2,0,15,2,2,1,5,7,0,0,3
서울특별시,금천구,2020-01-24,21,없음,89,0,-0.1,1.3,약,east,195,SSW,2,2,1,0,0,19,0,0,0,4,6,0,0,9
서울특별시,금천구,2020-01-24,22,없음,90,0,-0.2,1.5,약,east,200,SSW,1,0,0,0,0,19,0,0,0,5,11,0,0,7
서울특별시,금천구,2020-01-24,23,없음,86,0,1.2,0.8,약,east,192,SSW,0,0,1,0,0,11,0,0,0,4,4,0,0,0
서울특별시,동작구,2020-01-24,0,없음,72,0,1.8,1,약,east,29,NNE,0,0,0,0,0,2,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,1,없음,66,0,3.5,1.1,약,east,290,WNW,0,0,0,0,0,3,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,2,없음,60,0,4.7,1.5,약,east,261,W,0,0,0,0,0,3,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,9,없음,60,0,3.9,0.5,약,east,280,W,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,11,없음,60,0,3.1,0,약,none,0,N,1,1,4,0,0,3,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,12,없음,65,0,2.1,0,약,none,0,N,1,1,1,0,0,5,4,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,13,없음,68,0,1.8,1.1,약,east,6,N,1,0,4,0,0,2,1,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,14,없음,70,0,1.2,0,약,none,0,N,0,2,2,0,1,4,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,15,없음,73,0,0.8,0.8,약,east,18,NNE,0,1,6,0,0,5,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,16,없음,75,0,0.9,1.2,약,east,5,N,0,0,2,0,0,1,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,17,없음,73,0,1.5,1.2,약,east,359,N,0,3,7,0,0,6,3,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,18,없음,75,0,1.3,1,약,east,68,ENE,3,2,8,0,0,9,2,0,0,0,0,1,0,0
서울특별시,동작구,2020-01-24,19,없음,73,0,1.6,1.2,약,east,60,ENE,2,2,6,0,0,6,1,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,20,없음,75,0,1.4,0,약,none,0,N,0,1,2,0,0,7,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,21,없음,73,0,1.3,1.3,약,east,357,N,0,1,5,0,0,2,7,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,22,없음,77,0,1,1,약,east,27,NNE,1,0,1,0,0,4,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-24,23,없음,72,0,3,0.8,약,east,80,E,0,0,0,0,0,5,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,1,없음,58,0,5.6,1.1,약,east,233,SW,0,0,0,0,0,2,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,8,없음,55,0,5.8,1.1,약,east,292,WNW,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,11,없음,68,0,3.8,0.9,약,east,182,S,2,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,12,없음,74,0,3,0.9,약,east,191,S,1,0,0,0,0,1,2,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,13,없음,81,0,1.6,0.7,약,east,176,S,1,0,0,0,0,3,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,14,없음,88,0,0.8,0.9,약,east,174,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,15,없음,92,0,0.2,0.8,약,east,181,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,16,없음,94,0,0,0.9,약,east,181,S,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,17,없음,89,0,0.9,0.8,약,east,176,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,18,없음,93,0,0.4,0.9,약,east,177,S,1,0,0,0,0,0,2,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,19,없음,82,0,0.8,1,약,east,178,S,0,0,0,0,0,2,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,20,없음,84,0,0.5,0.9,약,east,149,SSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,21,없음,91,0,1.1,0.8,약,east,174,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,22,없음,87,0,1.8,0.9,약,east,153,SSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,서초구,2020-01-24,23,없음,72,0,3.6,1.3,약,east,145,SE,0,0,0,0,0,4,0,0,0,0,0,0,0,0
서울특별시,양천구,2020-01-24,0,없음,68,0,3.8,1,약,east,73,ENE,0,0,0,0,0,1,0,0,0,0,2,0,0,0
서울특별시,양천구,2020-01-24,10,없음,58,0,4.5,0.7,약,east,298,WNW,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,양천구,2020-01-24,11,없음,59,0,3.7,0.1,약,east,344,NNW,4,2,0,0,0,0,0,0,0,0,0,1,0,3
서울특별시,양천구,2020-01-24,12,없음,61,0,3.1,0.1,약,east,349,N,6,1,3,0,0,0,0,0,1,0,0,0,2,2
서울특별시,양천구,2020-01-24,13,없음,66,0,2.5,0.9,약,east,31,NNE,1,1,5,0,0,1,2,0,0,0,0,2,0,1
서울특별시,양천구,2020-01-24,14,없음,66,0,2.3,0.6,약,east,292,WNW,0,0,4,0,0,1,0,0,1,0,0,0,0,0
서울특별시,양천구,2020-01-24,15,없음,69,0,1.5,0,약,none,0,N,1,1,4,0,0,2,0,0,0,0,0,0,1,0
서울특별시,양천구,2020-01-24,16,없음,71,0,0.9,0.1,약,east,32,NNE,0,1,0,0,0,0,1,0,1,0,2,0,0,2
서울특별시,양천구,2020-01-24,17,없음,69,0,1.2,0.2,약,east,35,NE,0,0,3,0,0,5,1,0,2,1,2,0,1,0
서울특별시,양천구,2020-01-24,18,없음,67,0,1.4,0.4,약,east,64,ENE,1,2,3,0,0,4,2,0,0,0,1,0,1,1
서울특별시,양천구,2020-01-24,19,없음,71,0,1.4,0.2,약,east,19,NNE,2,1,5,0,0,3,0,0,0,0,2,0,2,0
서울특별시,양천구,2020-01-24,20,없음,72,0,2,0.5,약,east,358,N,3,0,3,0,0,5,0,0,0,0,2,0,0,0
서울특별시,양천구,2020-01-24,21,없음,69,0,1.9,1.2,약,east,342,NNW,3,1,3,0,0,2,1,0,0,0,2,0,0,0
서울특별시,양천구,2020-01-24,22,없음,69,0,2.1,0.3,약,east,9,N,2,0,1,0,0,3,0,0,0,0,0,0,0,0
서울특별시,양천구,2020-01-24,23,없음,65,0,3.7,0,약,none,189,S,0,0,0,0,0,1,0,0,0,0,1,0,0,2
서울특별시,영등포구,2020-01-24,0,없음,68,0,3.8,1,약,east,73,ENE,1,2,0,0,0,10,0,0,0,0,2,2,0,0
서울특별시,영등포구,2020-01-24,1,없음,63,0,5.5,1.8,약,east,4,N,0,0,0,0,0,8,0,0,0,0,1,1,0,0
서울특별시,영등포구,2020-01-24,2,없음,56,0,5.2,1.6,약,east,228,SW,0,0,0,0,0,7,0,0,0,0,1,0,0,0
서울특별시,영등포구,2020-01-24,9,없음,59,0,4.9,1.1,약,east,306,NW,1,0,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시,영등포구,2020-01-24,10,없음,58,0,4.5,0.7,약,east,298,WNW,0,0,0,0,0,0,0,5,0,0,0,0,0,2
서울특별시,영등포구,2020-01-24,11,없음,59,0,3.7,0.1,약,east,344,NNW,4,5,0,0,0,6,0,5,1,1,0,0,0,6
서울특별시,영등포구,2020-01-24,12,없음,61,0,3.1,0.1,약,east,349,N,3,5,2,0,0,13,0,9,2,0,1,0,0,9
서울특별시,영등포구,2020-01-24,13,없음,66,0,2.5,0.9,약,east,31,NNE,5,3,1,0,0,5,0,4,0,0,1,0,0,5
서울특별시,영등포구,2020-01-24,14,없음,66,0,2.3,0.6,약,east,292,WNW,4,1,1,0,0,12,0,2,2,0,1,0,0,6
서울특별시,영등포구,2020-01-24,15,없음,69,0,1.5,0,약,none,0,N,0,6,3,0,0,11,0,3,0,0,1,0,0,4
서울특별시,영등포구,2020-01-24,16,없음,71,0,0.9,0.1,약,east,32,NNE,2,10,3,0,1,14,0,6,0,1,1,0,0,3
서울특별시,영등포구,2020-01-24,17,없음,69,0,1.2,0.2,약,east,35,NE,1,8,2,0,1,21,1,4,2,1,0,0,0,4
서울특별시,영등포구,2020-01-24,18,없음,67,0,1.4,0.4,약,east,64,ENE,4,7,1,0,0,32,4,8,2,2,4,0,0,3
서울특별시,영등포구,2020-01-24,19,없음,71,0,1.4,0.2,약,east,19,NNE,4,4,1,0,0,34,0,2,0,1,0,0,0,4
서울특별시,영등포구,2020-01-24,20,없음,72,0,2,0.5,약,east,358,N,3,4,3,0,0,26,0,0,1,1,1,0,0,1
서울특별시,영등포구,2020-01-24,21,없음,69,0,1.9,1.2,약,east,342,NNW,0,4,0,0,0,15,3,0,0,2,2,0,0,0
서울특별시,영등포구,2020-01-24,22,없음,69,0,2.1,0.3,약,east,9,N,2,3,0,0,0,22,1,0,0,1,1,0,0,0
서울특별시,영등포구,2020-01-24,23,없음,65,0,3.7,0,약,none,189,S,2,4,0,0,2,13,0,0,0,0,0,0,0,0
서울특별시,은평구,2020-01-24,0,없음,68,0,3,0.7,약,east,323,NW,0,1,0,0,2,7,0,0,0,4,0,0,0,0
서울특별시,은평구,2020-01-24,1,없음,63,0,5.3,1.3,약,east,251,WSW,0,0,0,0,0,6,0,0,0,0,0,0,0,0
서울특별시,은평구,2020-01-24,10,없음,58,0,2.5,0.7,약,east,305,NW,0,0,0,0,0,0,0,0,0,0,0,2,0,0
서울특별시,은평구,2020-01-24,11,없음,59,0,2,0.1,약,east,35,NE,0,3,0,2,0,0,0,0,0,0,0,0,0,6
서울특별시,은평구,2020-01-24,12,없음,61,0,1.6,0.5,약,east,25,NNE,0,5,2,6,0,1,0,0,0,2,0,1,0,4
서울특별시,은평구,2020-01-24,13,없음,66,0,1.2,0.3,약,east,131,SE,0,3,0,4,1,1,0,0,0,3,0,0,0,5
서울특별시,은평구,2020-01-24,14,없음,66,0,1.3,0.3,약,east,353,N,0,6,1,5,4,5,0,0,0,2,0,0,0,1
서울특별시,은평구,2020-01-24,15,없음,69,0,0.6,0.6,약,east,355,N,0,4,0,4,1,3,0,0,0,4,0,0,0,4
서울특별시,은평구,2020-01-24,16,없음,71,0,0.8,0.5,약,east,183,S,0,4,0,2,4,4,0,0,0,6,0,0,0,5
서울특별시,은평구,2020-01-24,17,없음,69,0,1.1,1.2,약,east,182,S,0,6,0,1,1,13,0,0,0,10,0,0,0,5
서울특별시,은평구,2020-01-24,18,없음,67,0,0.9,0.5,약,east,332,NNW,0,2,0,4,6,24,0,0,0,10,0,0,0,4
서울특별시,은평구,2020-01-24,19,없음,71,0,0.9,0.5,약,east,5,N,0,9,0,9,8,11,0,0,0,9,0,1,0,2
서울특별시,은평구,2020-01-24,20,없음,72,0,0.6,0.1,약,east,42,NE,0,11,1,6,5,14,0,0,0,8,0,0,0,4
서울특별시,은평구,2020-01-24,21,없음,69,0,1.6,0,약,none,13,NNE,0,5,0,0,8,12,0,0,0,8,0,0,0,3
서울특별시,은평구,2020-01-24,22,없음,69,0,2,0.5,약,east,298,WNW,0,8,0,0,8,21,0,0,0,8,0,0,0,0
서울특별시,은평구,2020-01-24,23,없음,65,0,4,0.4,약,east,249,WSW,0,6,0,0,6,7,0,0,0,2,0,0,0,0
서울특별시,강서구,2020-01-25,0,없음,57,0,6.5,0.4,약,east,208,SSW,0,0,0,0,0,0,0,0,0,0,1,0,0,0
서울특별시,강서구,2020-01-25,15,없음,81,0,2.6,0.6,약,east,331,NNW,0,0,0,0,1,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,0,없음,66,0,5.1,1.3,약,east,54,NE,0,0,0,0,0,10,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,1,없음,61,0,6.8,1.1,약,east,345,NNW,0,0,0,0,0,8,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,12,없음,73,0,3.7,0.2,약,east,345,NNW,0,2,2,0,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,13,없음,77,0,3,0,약,none,0,N,0,3,2,0,0,0,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,14,없음,79,0,2.1,0,약,none,6,N,0,1,0,0,0,1,1,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,15,없음,81,0,2,0.2,약,east,4,N,0,1,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,16,없음,82,0,1.8,0.6,약,east,337,NNW,1,0,0,0,0,2,1,0,0,1,0,0,0,0
서울특별시,관악구,2020-01-25,17,없음,82,0,1,0.6,약,east,19,NNE,2,0,1,0,0,10,1,0,0,1,0,0,0,0
서울특별시,관악구,2020-01-25,18,없음,83,0,0.5,0.9,약,east,7,N,0,1,0,0,0,8,0,0,1,0,1,0,0,0
서울특별시,관악구,2020-01-25,19,없음,82,0,0.3,1.4,약,east,359,N,0,1,0,0,0,9,2,0,0,0,0,0,0,0
서울특별시,관악구,2020-01-25,20,없음,83,0,-0.4,0.9,약,east,5,N,2,1,1,0,0,10,3,0,1,3,0,0,0,0
서울특별시,관악구,2020-01-25,21,없음,81,0,-0.1,0.3,약,east,1,N,0,0,0,0,0,5,1,0,1,1,0,0,0,0
서울특별시,관악구,2020-01-25,22,없음,83,0,-0.1,0.7,약,east,7,N,0,0,0,0,0,13,1,0,0,0,1,0,0,0
서울특별시,관악구,2020-01-25,23,없음,82,0,0.8,0.8,약,east,62,ENE,0,0,0,0,0,11,0,0,0,0,0,0,0,0
서울특별시,구로구,2020-01-25,0,없음,60,0,7.1,1,약,east,66,ENE,2,1,2,0,2,21,1,0,0,3,1,0,0,0
서울특별시,구로구,2020-01-25,1,없음,52,0,8.5,0.5,약,east,356,N,1,2,0,1,0,6,2,0,0,1,2,0,0,0
서울특별시,구로구,2020-01-25,2,없음,54,0,8.7,0.9,약,east,143,SE,0,0,0,0,0,0,0,0,0,2,0,0,0,0
서울특별시,구로구,2020-01-25,9,없음,75,0,6.9,0.2,약,east,354,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,구로구,2020-01-25,10,없음,77,0,6.4,0,약,none,0,N,1,0,3,0,0,0,0,0,0,0,0,0,0,10
서울특별시,구로구,2020-01-25,11,없음,78,0,6,0.9,약,east,334,NNW,8,1,6,0,0,5,0,4,0,1,1,2,0,15
서울특별시,구로구,2020-01-25,12,없음,80,0,5.6,0.9,약,east,293,WNW,5,1,4,1,0,5,2,3,1,1,1,0,0,19
서울특별시,구로구,2020-01-25,13,없음,81,0,5.2,0,약,none,0,N,14,3,5,0,0,8,4,3,0,0,0,0,0,15
서울특별시,구로구,2020-01-25,14,없음,78,0,4.8,0.2,약,east,25,NNE,9,3,2,1,0,14,11,1,2,2,4,2,0,21
서울특별시,구로구,2020-01-25,15,없음,80,0,4.3,0.5,약,east,1,N,7,1,9,1,3,20,6,0,1,5,3,1,0,16
서울특별시,구로구,2020-01-25,16,없음,83,0,4,0.5,약,east,344,NNW,13,7,6,1,2,9,9,1,3,10,1,2,0,9
서울특별시,구로구,2020-01-25,17,없음,82,0,3.4,0,약,none,0,N,15,7,8,3,3,23,18,1,5,10,6,0,0,28
서울특별시,구로구,2020-01-25,18,없음,83,0,3.2,0.8,약,east,13,NNE,22,12,10,1,9,54,23,3,10,19,6,2,0,26
서울특별시,구로구,2020-01-25,19,없음,84,0,2.8,0.9,약,east,4,N,17,18,8,5,8,65,11,2,5,15,7,2,0,18
서울특별시,구로구,2020-01-25,20,없음,85,0,2.2,1,약,east,35,NE,14,19,3,3,6,66,17,1,6,13,9,0,0,14
서울특별시,구로구,2020-01-25,21,없음,87,0,2.3,0.8,약,east,10,N,8,13,1,1,2,45,9,1,9,8,6,0,0,11
서울특별시,구로구,2020-01-25,22,없음,88,0,2.3,0.1,약,east,23,NNE,15,0,6,1,1,65,5,1,2,9,3,0,0,7
서울특별시,구로구,2020-01-25,23,없음,87,0,2.8,1.5,약,east,48,NE,10,0,1,0,1,23,5,0,0,6,3,0,0,4
서울특별시,금천구,2020-01-25,0,없음,79,0,4.4,0.2,약,east,17,NNE,0,0,0,0,0,19,0,0,1,2,5,0,0,0
서울특별시,금천구,2020-01-25,1,없음,69,0,7,1,약,east,6,N,3,0,0,0,0,12,0,0,0,0,0,0,0,0
서울특별시,금천구,2020-01-25,2,없음,73,0,7.6,1,약,east,201,SSW,0,0,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시,금천구,2020-01-25,10,없음,82,0,1.2,2.3,약,east,206,SSW,0,0,0,0,0,0,0,0,0,0,0,2,0,1
서울특별시,금천구,2020-01-25,11,없음,81,0,1,2.3,약,east,206,SSW,0,0,0,0,0,0,0,0,0,1,0,2,0,7
서울특별시,금천구,2020-01-25,12,없음,75,0,0.5,2.1,약,east,203,SSW,0,6,9,0,0,3,0,0,0,1,0,0,0,5
서울특별시,금천구,2020-01-25,13,없음,75,0,0.3,2.4,약,east,202,SSW,4,8,6,0,0,0,0,0,0,1,1,0,0,6
서울특별시,금천구,2020-01-25,14,없음,76,0,0,2.1,약,east,203,SSW,3,8,8,0,0,6,0,0,0,1,1,0,0,7
서울특별시,금천구,2020-01-25,15,없음,69,0,0.6,1.8,약,east,195,SSW,2,7,4,0,0,4,1,0,0,1,2,1,0,3
서울특별시,금천구,2020-01-25,16,없음,71,0,0,1.8,약,east,198,SSW,2,3,6,0,0,13,2,0,1,4,4,4,0,2
서울특별시,금천구,2020-01-25,17,없음,73,0,-0.4,1.9,약,east,199,SSW,2,2,6,0,0,11,1,3,0,6,5,1,0,1
서울특별시,금천구,2020-01-25,18,없음,74,0,-0.7,1.8,약,east,200,SSW,4,5,4,0,0,14,1,6,0,9,9,1,0,4
서울특별시,금천구,2020-01-25,19,없음,80,0,-1.1,1.7,약,east,199,SSW,4,3,0,1,0,22,1,2,1,5,9,1,0,10
서울특별시,금천구,2020-01-25,20,없음,84,0,-1.1,1.4,약,east,185,S,1,3,1,0,0,20,0,0,1,7,11,0,0,1
서울특별시,금천구,2020-01-25,21,없음,86,0,-1.6,0.6,약,east,176,S,3,4,0,1,0,25,0,0,0,3,8,0,0,5
서울특별시,금천구,2020-01-25,22,없음,84,0,-1.3,0.2,약,east,116,ESE,0,2,0,0,0,23,0,0,0,5,12,0,0,6
서울특별시,금천구,2020-01-25,23,없음,80,0,0.5,0.5,약,east,62,ENE,1,0,1,0,0,16,0,0,1,2,10,0,0,0
서울특별시,동작구,2020-01-25,0,없음,66,0,5.1,1.3,약,east,54,NE,0,1,0,0,0,2,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,1,없음,61,0,6.8,1.1,약,east,345,NNW,0,2,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,11,없음,71,0,4.6,0.6,약,east,294,WNW,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,13,없음,77,0,3,0,약,none,0,N,0,0,2,0,0,0,0,2,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,14,없음,79,0,2.1,0,약,none,6,N,0,0,2,0,0,1,3,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,16,없음,82,0,1.8,0.6,약,east,337,NNW,0,0,0,0,0,4,4,0,0,0,0,0,0,0
서울특별시,동작구,2020-01-25,17,없음,82,0,1,0.6,약,east,19,NNE,0,3,0,0,0,2,0,0,0,3,0,0,0,0
서울특별시,동작구,2020-01-25,18,없음,83,0,0.5,0.9,약,east,7,N,0,1,0,0,0,3,13,0,0,0,1,0,0,0
